,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
382,26,1,1,13,0,1,0,1,1,1
628,36,0,0,7,1,0,0,1,0,1
3018,41,0,5,0,0,1,0,1,1,1
1825,70,0,0,0,0,1,0,1,0,1
2435,22,1,1,1,1,0,0,1,0,1
2497,60,0,4,6,1,0,0,1,0,1
302,23,1,3,0,1,0,0,1,1,0
4914,52,1,0,7,1,0,0,1,0,1
1790,22,0,3,128,1,0,0,1,1,1
2848,22,1,7,11,1,0,0,1,1,0
3941,58,0,1,-1,0,1,1,0,0,1
325,48,1,23,360,1,0,0,1,0,0
747,22,1,1,19,1,0,0,1,0,0
740,39,1,13,1,1,0,0,1,1,0
3366,51,0,0,1,0,1,0,1,0,1
3822,45,0,0,-1,0,1,0,1,0,1
3739,23,1,0,1,1,0,1,0,0,1
5251,21,0,2,0,1,0,0,1,0,1
5774,56,0,0,1,0,1,0,1,0,1
518,38,0,0,0,1,0,0,1,0,1
1731,30,0,2,0,1,0,0,1,1,1
3107,51,1,0,30,0,1,0,1,1,1
5010,20,1,2,16,1,0,0,1,1,1
5548,26,0,1,14,0,1,0,1,1,1
2829,27,0,1,5,1,0,0,1,1,1
636,37,0,0,37,1,0,1,0,1,1
3133,29,1,1,2,0,1,1,0,0,1
4825,30,0,0,0,0,1,0,1,0,1
1767,20,1,0,3,1,0,0,1,0,1
3559,26,1,10,1,1,0,0,1,1,0
6098,28,0,11,1,1,0,0,1,0,1
5153,47,1,13,0,1,0,0,1,1,1
4826,22,0,0,1,1,0,1,0,1,1
1497,32,1,2,0,1,0,0,1,0,1
5167,23,0,0,0,1,0,0,1,1,1
2487,35,0,0,1,1,0,0,1,1,1
2195,19,1,0,0,1,0,0,1,1,1
72,50,1,0,0,1,0,0,1,0,1
4472,33,0,0,0,0,1,0,1,0,1
5271,55,1,8,6,1,0,0,1,0,1
2009,27,0,1,1,1,0,0,1,0,1
5047,33,1,9,49,1,0,0,1,0,0
4940,24,0,2,0,0,1,0,1,0,1
3569,28,0,2,125,1,0,0,1,1,1
5859,29,1,5,8,1,0,1,0,1,1
841,45,0,2,47,1,0,0,1,0,1
448,31,0,0,0,1,0,0,1,1,1
2023,44,0,16,81,0,1,0,1,0,1
730,46,0,0,1,1,0,0,1,0,1
2274,26,0,0,1,1,0,0,1,0,1
2058,52,0,8,43,1,0,1,0,1,0
1124,31,1,0,35,1,0,0,1,0,1
3169,40,0,3,13,1,0,0,1,1,1
1364,32,0,1,15,1,0,0,1,0,1
5924,36,1,11,36,1,0,0,1,1,1
3207,33,1,0,1,0,1,1,0,0,1
4486,35,0,0,1,1,0,0,1,1,1
1720,33,0,1,0,0,1,1,0,0,1
2098,41,1,18,33,0,1,0,1,1,0
4880,30,0,0,3,1,0,0,1,1,1
4513,41,0,0,0,0,1,0,1,0,1
5314,50,1,1,40,0,1,0,1,0,1
1787,38,0,9,2,1,0,0,1,1,1
5042,43,0,0,0,1,0,1,0,0,1
3029,23,1,3,3,1,0,0,1,1,1
2428,33,1,5,1,0,1,0,1,0,1
107,33,1,19,0,1,0,0,1,1,0
4841,23,0,0,2,1,0,0,1,1,1
5560,31,0,1,1,0,1,0,1,1,1
387,26,1,10,0,1,0,0,1,1,0
581,31,0,5,6,1,0,0,1,1,1
5776,43,1,3,1,1,0,0,1,1,1
4787,29,1,6,1,1,0,0,1,1,1
4592,20,1,0,-1,0,1,1,0,1,1
2235,24,1,1,0,1,0,0,1,1,1
4012,33,0,1,0,1,0,1,0,1,1
3658,33,0,5,186,1,0,1,0,1,1
6034,47,0,0,1,0,1,0,1,1,1
618,36,1,4,0,1,0,1,0,1,0
6053,20,1,1,4,1,0,0,1,1,1
4218,21,1,1,1,1,0,0,1,1,1
1281,23,1,0,1,1,0,1,0,0,1
3877,38,0,10,0,0,1,0,1,1,1
566,30,1,4,0,0,1,0,1,0,0
863,53,0,0,1,0,1,0,1,0,1
5649,44,1,3,11,1,0,1,0,0,1
1314,28,0,0,1,0,1,1,0,1,1
5587,54,1,12,118,0,1,0,1,1,1
3264,39,1,7,0,1,0,0,1,1,0
3319,26,1,2,-1,1,0,0,1,0,1
2708,35,0,0,0,0,1,1,0,0,1
3220,34,1,13,0,1,0,0,1,1,1
1128,22,0,6,1,1,0,0,1,1,0
460,27,1,5,1,1,0,0,1,1,0
4266,31,0,0,1,0,1,0,1,0,1
3598,31,0,0,1,0,1,0,1,0,1
469,39,1,3,3,1,0,0,1,1,1
3312,23,1,0,0,1,0,0,1,0,0
2495,37,0,3,1,0,1,0,1,1,1
751,28,0,1,2,1,0,0,1,1,1
1164,26,0,0,0,1,0,0,1,0,1
2054,37,1,9,1,1,0,0,1,1,1
5555,52,1,7,117,1,0,0,1,1,0
4320,28,1,8,2,1,0,0,1,1,0
954,43,1,9,0,1,0,0,1,1,1
2727,45,0,0,1,0,1,0,1,0,1
3602,28,0,5,0,1,0,0,1,0,1
1602,21,1,3,0,1,0,0,1,0,1
5256,22,0,0,0,0,1,0,1,0,1
5819,26,0,7,68,0,1,0,1,0,1
4345,34,1,8,2,1,0,0,1,1,0
4617,39,0,1,0,1,0,0,1,0,1
5111,31,1,11,0,1,0,0,1,0,1
4594,38,0,0,0,0,1,0,1,0,1
770,42,0,0,0,0,1,1,0,0,1
5069,43,1,3,1,0,1,0,1,1,1
2651,30,0,4,3,1,0,0,1,0,1
1969,19,1,1,-1,1,0,0,1,1,0
4475,41,1,14,0,1,0,0,1,1,1
4650,48,1,0,0,0,1,0,1,0,1
902,53,0,2,0,1,0,0,1,1,1
334,25,0,0,0,1,0,0,1,0,1
3156,28,0,5,0,1,0,0,1,1,1
2408,56,0,2,2,1,0,0,1,0,1
1599,37,1,11,1,1,0,0,1,0,0
3827,25,0,1,0,1,0,0,1,1,1
2624,56,0,0,1,1,0,0,1,0,1
2409,34,0,22,1,1,0,0,1,1,0
3344,22,0,1,1,1,0,0,1,1,1
491,50,1,5,1,1,0,0,1,0,1
1326,34,0,3,0,0,1,0,1,1,1
6056,25,1,3,172,0,1,0,1,0,0
6005,42,0,0,6,0,1,0,1,1,1
4194,42,1,2,1,1,0,0,1,0,1
1407,57,0,19,1,1,0,0,1,1,1
2303,48,0,1,0,0,1,1,0,0,1
1137,34,0,2,1,0,1,0,1,0,1
4963,50,0,1,9,1,0,0,1,0,1
1242,24,0,4,4,1,0,0,1,1,1
960,47,0,5,0,1,0,0,1,1,1
5953,45,1,4,4,0,1,0,1,0,1
4965,51,0,0,0,0,1,0,1,0,1
4550,28,0,0,1,0,1,0,1,0,1
5195,33,0,3,0,1,0,0,1,1,1
5249,48,1,5,0,1,0,0,1,1,1
4445,21,1,0,28,1,0,0,1,0,1
3031,56,1,9,19,0,1,0,1,0,1
5958,59,1,20,198,1,0,0,1,0,1
413,50,1,5,11,1,0,0,1,0,1
5797,29,0,5,258,1,0,0,1,0,1
6096,24,0,1,3,1,0,1,0,0,1
1208,30,1,20,317,1,0,0,1,1,0
3364,30,0,0,0,1,0,0,1,0,1
5400,27,1,6,0,1,0,0,1,1,0
4298,41,0,1,2,1,0,0,1,1,1
5830,30,0,0,1,0,1,0,1,0,1
3999,45,0,8,1,1,0,0,1,0,1
1071,44,0,1,4,0,1,1,0,0,1
3898,21,0,0,2,1,0,0,1,1,1
173,24,1,5,0,1,0,0,1,0,1
5333,24,1,0,15,0,1,0,1,1,0
2225,34,1,0,29,0,1,0,1,1,1
1876,31,1,15,2,1,0,0,1,1,0
184,51,0,0,0,0,1,0,1,0,1
6162,44,0,0,1,1,0,0,1,0,1
1821,21,0,0,1,1,0,0,1,1,1
1522,35,1,0,1,1,0,1,0,1,1
404,34,1,4,1,1,0,0,1,0,1
6067,27,1,0,0,0,1,1,0,0,0
1499,21,0,0,1,0,1,0,1,1,1
4800,20,1,1,1,1,0,0,1,1,0
739,24,0,0,2,1,0,0,1,1,1
2674,24,0,5,5,0,1,0,1,0,1
1983,23,0,0,0,1,0,0,1,0,1
4949,28,0,5,2,0,1,1,0,1,0
4424,55,0,0,0,1,0,0,1,0,1
5862,25,0,0,0,1,0,1,0,0,1
5166,56,0,6,0,1,0,0,1,0,1
4972,31,1,19,0,1,0,0,1,0,1
2320,21,0,0,2,1,0,0,1,1,0
5799,36,0,1,0,1,0,0,1,0,1
917,26,0,0,0,1,0,0,1,0,1
928,27,1,9,799,1,0,0,1,1,0
3512,21,1,1,2,1,0,0,1,0,1
2738,49,0,1,10,0,1,0,1,1,1
603,45,0,0,1,0,1,0,1,1,1
3854,35,0,2,13,1,0,0,1,0,1
3865,31,1,0,-1,1,0,0,1,0,0
1464,28,0,6,2,1,0,0,1,0,1
805,26,0,0,0,1,0,1,0,0,1
2661,23,0,1,0,1,0,0,1,1,1
2632,21,1,0,0,0,1,0,1,1,0
5355,55,0,5,300,1,0,0,1,1,1
211,25,0,0,0,1,0,0,1,1,1
2170,21,0,1,0,1,0,0,1,0,1
4821,26,0,0,0,0,1,1,0,0,1
116,32,1,3,8,1,0,0,1,1,1
5371,22,1,0,7,1,0,0,1,1,1
2991,52,1,16,11,1,0,0,1,0,0
1830,38,0,15,55,1,0,0,1,1,1
5852,30,0,8,0,1,0,0,1,1,1
42,49,0,0,0,0,1,0,1,0,1
1070,44,0,0,2,0,1,0,1,0,1
5758,21,0,0,1,1,0,0,1,1,0
1606,36,0,0,1,0,1,0,1,0,1
3404,27,0,0,1,1,0,0,1,1,1
112,28,1,0,0,0,1,0,1,0,1
982,21,0,0,4,1,0,0,1,0,1
4014,22,0,0,0,1,0,0,1,0,1
3747,42,0,0,0,1,0,0,1,0,1
1157,33,0,1,0,1,0,1,0,1,1
4564,37,0,12,52,0,1,0,1,1,0
4291,68,0,2,0,1,0,0,1,1,1
4186,26,1,5,27,1,0,0,1,1,1
1327,32,1,15,7,1,0,0,1,1,0
4743,42,0,7,0,1,0,0,1,1,1
2230,32,1,0,1,0,1,1,0,1,1
680,83,0,0,0,0,1,0,1,0,1
3912,28,0,1,1,0,1,0,1,0,1
1213,22,1,0,0,0,1,0,1,1,1
3450,24,1,8,35,1,0,0,1,0,0
3139,53,1,0,3,0,1,0,1,0,1
5820,29,1,3,1,1,0,0,1,0,1
1951,36,0,2,0,1,0,0,1,0,1
3262,45,0,0,37,1,0,0,1,0,1
509,40,0,0,1,1,0,0,1,1,1
3188,22,0,0,1,0,1,1,0,1,1
3948,22,1,0,1,1,0,0,1,1,1
3252,49,0,4,1,1,0,0,1,1,1
2693,37,0,1,3,1,0,0,1,1,0
3056,22,0,0,1,1,0,0,1,1,1
2868,54,0,2,0,1,0,1,0,0,1
3021,31,0,2,2,0,1,0,1,1,1
2022,50,0,0,30,1,0,0,1,0,1
568,31,0,0,-1,0,1,1,0,1,1
973,35,1,4,1,1,0,0,1,0,1
160,45,1,8,71,0,1,0,1,0,1
4937,27,0,0,0,0,1,1,0,0,1
4133,40,1,15,72,1,0,0,1,1,0
4327,24,1,0,22,1,0,0,1,1,1
810,35,0,2,0,1,0,0,1,0,1
3544,27,1,2,15,0,1,0,1,1,1
4878,36,0,1,40,1,0,0,1,0,1
323,53,0,2,0,1,0,0,1,1,1
3165,33,0,2,0,1,0,1,0,1,1
5619,54,0,0,0,1,0,0,1,0,1
1174,20,0,0,1,1,0,0,1,1,1
795,33,0,1,0,0,1,1,0,0,1
2422,41,1,19,42,1,0,0,1,0,0
1992,27,1,8,1,1,0,0,1,1,1
4978,26,0,1,1,0,1,0,1,0,1
5930,34,0,11,1,1,0,0,1,0,1
4348,30,1,3,5,0,1,0,1,1,1
254,62,0,0,1,1,0,0,1,0,1
5232,47,0,0,2,1,0,0,1,0,1
552,27,1,13,2,1,0,0,1,1,1
5389,26,1,3,1,1,0,1,0,0,1
2403,27,1,6,0,0,1,0,1,1,0
4083,35,0,13,2,1,0,1,0,1,0
6063,30,1,8,54,1,0,0,1,1,1
2506,32,1,6,4,1,0,0,1,1,1
5086,20,1,3,-1,1,0,0,1,1,0
1099,47,1,7,1,1,0,0,1,1,1
4002,21,0,0,45,0,1,0,1,1,1
1609,32,1,15,70,1,0,0,1,0,0
2719,27,1,1,1,1,0,0,1,1,1
2370,23,1,0,0,1,0,0,1,0,1
5630,57,0,0,-1,1,0,0,1,0,1
1533,26,1,9,2,1,0,0,1,1,0
514,27,1,6,34,1,0,0,1,0,1
2804,45,1,13,6,0,1,0,1,1,1
5113,50,0,2,0,0,1,0,1,0,1
5753,27,1,2,0,1,0,0,1,1,0
5900,29,1,4,3,1,0,0,1,0,1
1617,27,0,0,1,0,1,0,1,1,1
