,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,y
549,1,44.25,11.0,1,2,4,1.5,1,0,0,0,1,0,1,0
267,1,34.17,1.54,2,13,4,1.54,1,1,1,1,2,520,50001,1
218,1,19.5,0.29,2,4,4,0.29,0,0,0,0,2,280,365,0
210,0,29.5,0.46,2,4,4,0.54,1,1,4,0,2,380,501,1
26,1,22.5,0.125,1,4,4,0.125,0,0,0,0,2,200,71,0
114,1,33.58,0.25,2,3,5,4.0,0,0,0,1,1,420,1,0
150,1,23.17,0.0,2,8,4,0.0,0,0,0,0,3,184,1,1
459,1,23.08,11.5,2,3,4,3.5,1,1,9,0,2,56,743,1
535,0,20.67,1.835,2,11,4,2.085,1,1,5,0,2,220,2504,1
593,1,20.5,2.415,2,8,4,2.0,1,1,11,1,2,200,3001,1
527,0,45.33,1.0,2,11,4,0.125,0,0,0,1,2,263,1,0
572,0,41.33,1.0,2,3,5,2.25,1,0,0,1,2,0,301,1
160,1,34.08,2.5,2,8,4,1.0,0,0,0,0,2,460,17,0
254,0,40.83,10.0,2,11,8,1.75,1,0,0,0,2,29,838,1
215,0,33.08,4.625,2,11,8,1.625,1,1,2,0,2,0,1,1
148,1,34.83,4.0,2,2,5,12.5,1,0,0,1,2,184,1,0
105,0,25.0,0.875,2,14,8,1.04,1,0,0,1,2,160,5861,1
276,0,57.08,0.335,2,3,5,1.0,1,0,0,1,2,252,2198,0
475,1,23.58,0.46,1,9,4,2.625,1,1,6,1,2,208,348,0
625,1,25.67,2.21,1,6,4,4.0,1,0,0,0,2,188,1,0
512,1,28.0,3.0,2,9,4,0.75,0,0,0,1,2,300,68,0
280,1,34.17,2.75,2,3,5,2.5,0,0,0,1,2,232,201,0
541,1,26.67,14.585,2,3,5,0.0,0,0,0,1,2,178,1,0
383,1,16.25,0.0,1,6,4,0.25,0,0,0,0,2,60,1,0
361,0,18.83,9.5,2,9,4,1.625,1,1,6,1,2,40,601,1
498,0,18.08,0.375,3,13,1,10.0,0,0,0,1,1,300,1,1
81,0,35.17,3.75,2,1,1,0.0,0,1,6,0,2,0,201,0
93,1,36.25,5.0,2,8,5,2.5,1,1,6,0,2,0,368,1
174,0,23.5,9.0,2,11,4,8.5,1,1,5,1,2,120,1,1
271,1,23.25,1.0,2,8,4,0.835,1,0,0,0,1,300,1,1
28,0,30.67,12.0,2,8,4,2.0,1,1,1,0,2,220,20,1
582,0,28.5,3.04,1,14,8,2.54,1,1,1,0,2,70,1,1
378,0,31.75,3.0,1,5,3,0.0,0,0,0,0,2,160,21,0
18,1,20.0,1.25,1,4,4,0.125,0,0,0,0,2,140,5,0
295,1,51.83,3.0,1,1,1,1.5,0,0,0,0,2,180,5,0
533,1,29.67,1.415,2,9,8,0.75,1,1,1,0,2,240,101,1
297,1,38.42,0.705,2,8,4,0.375,0,1,2,0,2,225,501,0
547,1,22.92,0.17,2,7,4,0.085,0,0,0,0,1,0,1,0
34,1,42.83,1.25,2,7,4,13.875,0,1,1,1,2,352,113,0
674,0,25.75,0.5,2,8,8,0.875,1,0,0,1,2,491,1,1
95,1,21.25,1.5,2,9,4,1.5,0,0,0,0,2,150,9,1
212,1,34.0,5.5,1,8,4,1.5,0,0,0,1,2,60,1,0
111,1,47.33,6.5,2,8,4,1.0,0,0,0,1,2,0,229,0
15,1,48.08,6.04,2,4,4,0.04,0,0,0,0,2,0,2691,1
422,1,29.83,1.25,1,4,4,0.25,0,0,0,0,2,224,1,0
567,1,34.25,1.75,2,9,5,0.25,1,0,0,1,2,163,1,0
424,1,21.17,0.25,1,8,8,0.25,0,0,0,0,2,280,205,0
23,1,41.58,1.75,2,4,4,0.21,1,0,0,0,2,160,1,0
451,1,34.0,4.5,2,6,4,1.0,1,0,0,1,2,240,1,0
576,0,33.17,2.25,1,13,4,3.5,0,0,0,1,2,200,142,0
167,0,22.5,8.46,1,14,4,2.46,0,0,0,0,2,164,1,1
313,0,19.67,0.21,2,11,8,0.29,1,1,11,0,2,80,100,1
270,0,19.17,5.415,2,3,8,0.29,0,0,0,0,2,80,485,0
520,1,42.08,1.04,2,9,4,5.0,1,1,6,1,2,500,10001,1
614,1,41.92,0.42,2,8,8,0.21,1,1,6,0,2,220,949,1
448,1,40.58,3.29,2,7,4,3.5,0,0,0,1,1,400,1,0
519,0,27.33,1.665,2,1,1,0.0,0,0,0,0,2,340,2,0
126,0,58.33,10.0,2,11,4,4.0,1,1,14,0,2,0,1603,1
553,1,49.58,19.0,2,1,1,0.0,1,1,1,0,2,94,1,0
237,0,69.5,6.0,2,1,1,0.0,0,0,0,0,1,0,1,0
488,1,51.33,10.0,2,3,5,0.0,1,1,11,0,2,0,1250,1
321,1,22.08,11.0,2,13,4,0.665,1,0,0,0,2,100,1,1
425,1,31.42,15.5,2,8,4,0.5,1,0,0,0,2,120,1,0
427,1,37.5,1.75,1,8,5,0.25,1,0,0,1,2,164,401,0
309,1,25.67,3.25,2,8,8,2.29,0,1,1,1,2,416,22,0
352,1,31.57,4.0,2,14,4,5.0,1,1,3,1,2,290,2280,1
235,0,22.42,11.25,1,14,8,0.75,1,1,4,0,2,0,322,1
24,1,19.5,9.585,2,6,4,0.79,0,0,0,0,2,80,351,0
299,1,18.17,2.46,2,8,7,0.96,0,1,2,1,2,160,588,0
287,1,41.33,0.0,2,8,5,15.0,1,0,0,0,2,0,1,1
83,1,39.92,5.0,2,3,5,0.21,0,0,0,0,2,550,1,0
484,1,42.83,4.625,2,11,4,4.58,1,0,0,0,1,0,1,1
655,0,25.25,12.5,2,2,4,1.0,0,0,0,1,2,180,1063,0
627,1,22.92,3.165,1,8,4,0.165,0,0,0,0,2,160,1059,0
548,0,34.83,1.25,1,3,8,0.5,0,0,0,1,2,160,1,0
681,1,35.25,16.5,1,8,4,4.0,1,0,0,0,2,80,1,0
581,1,56.0,12.5,2,4,8,8.0,1,0,0,1,2,24,2029,1
31,0,20.42,10.5,1,14,8,0.0,0,0,0,1,2,154,33,0
217,1,36.17,5.5,2,3,5,5.0,0,0,0,0,2,210,688,0
336,0,36.0,1.0,2,8,4,2.0,1,1,11,0,2,0,457,1
450,1,29.5,0.58,2,9,4,0.29,0,1,1,0,2,340,2804,0
341,1,19.42,1.5,1,13,4,2.0,1,0,0,1,2,100,21,0
325,1,38.17,10.125,2,14,4,2.5,1,1,6,0,2,520,197,1
191,1,29.25,14.79,2,6,4,5.04,1,1,5,1,2,168,1,1
101,1,38.67,0.21,2,4,4,0.085,1,0,0,1,2,280,1,1
42,1,26.75,1.125,2,14,8,1.25,1,0,0,0,2,0,5299,1
437,1,32.67,5.5,2,11,8,5.5,1,1,12,1,2,408,1001,1
196,0,18.75,7.5,2,11,4,2.71,1,1,5,0,2,184,26727,1
342,0,22.58,10.75,2,11,4,0.415,1,1,5,1,2,0,561,1
269,1,28.58,3.625,2,6,4,0.25,0,0,0,1,2,100,1,0
220,0,30.5,6.5,2,8,5,4.0,1,1,7,1,2,0,3066,1
598,1,24.08,0.875,2,7,4,0.085,0,1,4,0,2,254,1951,0
385,1,28.92,15.0,2,8,8,5.335,1,1,11,0,2,0,2284,1
119,1,48.75,8.5,2,8,8,12.5,1,1,9,0,2,181,1656,1
462,1,20.42,1.085,2,11,4,1.5,0,0,0,0,2,108,8,0
489,1,39.83,0.5,2,7,4,0.25,1,0,0,0,1,288,1,0
69,1,27.25,1.585,2,13,8,1.835,1,1,12,1,2,583,714,1
343,1,39.92,6.21,2,11,4,0.04,1,1,1,0,2,200,301,1
494,1,29.67,0.75,1,8,4,0.04,0,0,0,0,2,240,1,0
172,1,22.67,0.75,2,3,4,1.585,0,1,1,1,2,400,10,0
149,0,47.42,8.0,2,10,5,6.5,1,1,6,0,2,375,51101,1
236,0,24.33,2.5,1,3,5,4.5,0,0,0,0,2,200,457,0
441,1,36.67,2.0,2,3,4,0.25,0,0,0,1,2,221,1,0
330,0,60.92,5.0,2,6,4,4.0,1,1,4,0,2,0,100,1
658,0,17.67,0.0,1,5,1,0.0,0,0,0,0,2,86,1,0
610,1,39.5,4.25,2,8,5,6.5,1,1,16,0,2,117,1211,1
180,1,41.17,1.25,1,9,4,0.25,0,0,0,0,2,0,196,0
100,0,39.08,4.0,2,8,4,3.0,0,0,0,0,2,480,1,0
604,0,46.67,0.46,2,13,8,0.415,1,1,11,1,2,440,7,1
127,1,28.92,0.375,2,8,4,0.29,0,0,0,0,2,220,141,0
682,0,22.92,11.585,2,13,4,0.04,1,0,0,0,2,80,1350,1
421,1,36.75,0.125,1,8,4,1.5,0,0,0,1,2,232,114,1
590,1,37.33,2.665,2,13,4,0.165,0,0,0,1,2,0,502,0
103,1,27.75,0.585,1,13,4,0.25,1,1,2,0,2,260,501,1
300,1,39.0,5.0,2,13,4,3.5,1,1,10,1,2,0,1,1
369,1,33.58,2.75,2,7,4,4.25,1,1,6,0,2,204,1,1
324,1,36.67,4.415,1,4,4,0.25,1,1,10,1,2,320,1,1
246,0,16.0,0.165,2,6,4,1.0,0,1,2,1,2,320,2,0
568,0,45.0,4.585,2,4,8,1.0,0,0,0,1,1,240,1,0
120,1,40.58,5.0,2,8,4,5.0,1,1,7,0,2,0,3066,1
76,1,25.58,0.335,2,4,8,3.5,0,0,0,1,2,340,1,0
53,1,19.0,1.75,1,8,4,2.335,0,0,0,1,2,112,7,0
229,0,22.83,2.29,2,11,8,2.29,1,1,7,1,2,140,2385,1
449,0,16.33,0.21,2,6,4,0.125,0,0,0,0,2,200,2,0
406,1,34.42,4.25,2,3,5,3.25,1,1,2,0,2,274,611,1
110,1,38.25,10.125,1,4,4,0.125,0,0,0,0,2,160,1,0
314,1,21.83,0.25,2,2,8,0.665,1,0,0,1,2,0,1,1
7,0,58.67,4.46,2,11,8,3.04,1,1,6,0,2,43,561,1
25,1,32.75,1.5,2,13,8,5.5,1,1,3,1,2,0,1,1
367,1,51.58,15.0,2,8,4,8.5,1,1,9,0,2,0,1,1
390,1,73.42,17.75,2,1,1,0.0,1,0,0,1,2,0,1,1
318,0,15.75,0.375,2,8,4,1.0,0,0,0,0,2,120,19,0
503,1,57.42,8.5,2,10,8,7.0,1,1,3,0,2,0,1,1
310,1,21.08,10.085,1,10,8,1.25,0,0,0,0,2,260,1,0
429,1,36.33,3.79,2,9,4,1.165,1,0,0,1,2,200,1,0
301,1,20.0,11.045,2,8,4,2.0,0,0,0,1,2,136,1,0
642,1,35.17,25.125,2,14,8,1.625,1,1,1,1,2,515,501,1
207,0,40.33,8.125,1,4,4,0.165,0,1,2,0,2,184,19,0
585,1,34.17,9.17,2,8,4,4.5,1,1,12,1,2,0,222,1
20,0,28.17,0.585,2,6,4,0.04,0,0,0,0,2,260,1005,0
605,0,52.17,0.0,1,1,1,0.0,0,0,0,0,2,0,1,0
657,1,39.5,1.625,2,8,4,1.5,0,0,0,0,2,0,317,0
9,0,55.75,7.08,2,4,8,6.75,1,1,3,1,2,100,51,0
86,0,24.75,13.665,2,11,8,1.5,0,0,0,0,2,280,2,0
491,1,30.17,6.5,2,13,4,3.125,1,1,8,0,2,330,1201,1
476,1,16.92,0.335,1,4,4,0.29,0,0,0,0,1,200,1,0
61,0,23.75,0.71,2,9,4,0.25,0,1,1,1,2,240,5,0
446,1,51.42,0.04,2,14,8,0.04,1,0,0,0,2,0,3001,1
570,1,27.67,0.75,2,11,8,0.165,0,0,0,1,2,220,252,0
188,0,29.75,0.665,2,9,4,0.25,0,0,0,1,2,300,1,0
162,1,43.08,0.375,1,8,4,0.375,1,1,8,1,2,300,163,1
392,0,27.17,1.25,2,1,1,0.0,0,1,1,0,2,92,301,0
447,1,62.75,7.0,2,10,9,0.0,0,0,0,0,2,0,13,0
216,1,33.67,2.165,2,8,4,1.5,0,0,0,0,3,120,1,0
559,1,47.67,0.29,2,8,5,15.0,1,1,20,0,2,0,15001,1
628,0,24.5,1.04,1,1,1,0.5,1,1,3,0,2,180,148,0
363,0,19.58,0.665,1,8,4,1.0,0,1,1,0,2,2000,3,0
644,1,18.67,5.0,2,11,4,0.375,1,1,2,0,2,0,39,0
357,1,16.0,3.125,2,9,4,0.085,0,1,1,0,2,0,7,0
597,1,34.92,2.5,2,9,4,0.0,1,0,0,1,2,239,201,1
636,1,24.58,1.25,2,8,4,0.25,0,0,0,0,2,110,1,0
96,0,38.92,1.665,2,6,4,0.25,0,0,0,0,2,0,391,0
244,1,29.25,13.0,2,2,8,0.5,0,0,0,0,2,228,1,0
113,0,35.75,0.915,2,6,4,0.75,1,1,4,0,2,0,1584,1
14,1,58.58,2.71,2,8,4,2.415,0,0,0,1,2,320,1,0
242,1,49.5,7.585,2,3,5,7.585,1,1,15,1,2,0,5001,1
412,0,56.5,16.0,2,5,1,0.0,1,1,15,0,2,0,248,1
414,0,20.5,11.835,2,8,8,6.0,1,0,0,0,2,340,1,1
530,1,33.0,2.5,1,9,4,7.0,0,0,0,1,2,280,1,0
563,1,34.75,2.5,2,13,5,0.5,0,0,0,0,2,348,1,0
461,0,17.58,9.0,2,6,4,1.375,1,0,0,1,2,0,1,1
611,1,36.42,0.75,1,2,4,0.585,0,0,0,0,2,240,4,0
551,1,25.5,0.375,2,7,4,0.25,1,1,3,0,2,260,15109,1
340,1,32.42,3.0,2,2,4,0.165,0,0,0,1,2,120,1,0
372,1,50.75,0.585,2,1,1,0.0,0,0,0,0,2,145,1,0
163,1,34.5,4.04,1,3,5,8.5,1,1,7,1,2,195,1,1
391,1,22.5,11.5,1,7,4,1.5,0,0,0,1,2,0,4001,0
11,1,41.42,5.0,2,11,8,5.0,1,1,6,1,2,470,1,1
622,0,23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,1
286,1,65.42,11.0,2,10,9,20.0,1,1,7,1,2,22,1,1
249,1,41.5,1.54,2,3,5,3.5,0,0,0,0,2,216,1,1
264,1,36.33,2.125,1,9,4,0.085,1,1,1,0,2,50,1188,1
550,1,59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,1
293,1,21.92,0.54,1,14,4,0.04,1,1,1,1,2,840,60,1
580,1,23.92,0.585,1,13,8,0.125,0,0,0,0,2,240,2,0
612,1,26.17,0.25,2,3,5,0.0,1,0,0,1,2,0,1,1
294,1,34.25,3.0,2,13,8,7.415,1,0,0,1,2,0,1,1
232,1,40.92,2.25,1,14,8,10.0,1,0,0,1,2,176,1,0
623,1,23.58,1.79,2,8,4,0.54,0,0,0,1,2,136,2,0
606,1,39.17,2.5,1,3,8,10.0,0,0,0,1,1,200,1,0
304,0,15.83,7.625,2,11,4,0.125,0,1,1,1,2,0,161,0
379,1,19.42,6.5,2,9,8,1.46,1,1,7,0,2,80,2955,1
517,0,21.25,2.335,2,3,5,0.5,1,1,4,0,1,80,1,1
471,1,48.17,7.625,2,9,8,15.5,1,1,12,0,2,0,791,1
624,1,28.33,5.0,2,9,4,11.0,1,0,0,1,2,70,1,1
669,1,17.67,4.46,2,8,4,0.25,0,0,0,0,1,80,1,0
400,0,32.0,6.0,2,2,4,1.25,0,0,0,0,2,272,1,0
171,0,18.92,9.25,1,8,4,1.0,1,1,4,1,2,80,501,1
157,1,37.5,0.835,2,10,4,0.04,0,0,0,0,2,120,6,0
652,1,26.33,13.0,2,10,2,0.0,0,0,0,1,2,140,1111,0
307,1,21.33,10.5,2,8,4,3.0,1,0,0,1,2,0,1,1
516,0,20.42,7.5,2,4,4,1.5,1,1,1,0,2,160,235,1
680,1,21.17,0.0,2,8,4,0.5,0,0,0,1,1,0,1,0
485,1,26.67,1.75,1,8,4,1.0,1,1,5,1,2,160,5778,1
339,1,27.25,0.625,2,6,4,0.455,1,0,0,1,2,200,1,0
213,1,25.0,12.0,2,4,4,2.25,1,1,2,1,2,120,6,0
482,1,20.42,0.0,2,8,4,0.0,0,0,0,0,3,184,1,0
445,1,19.67,0.375,2,11,4,2.0,1,1,2,1,2,80,1,1
377,1,31.57,0.625,2,4,4,0.25,0,0,0,0,2,380,2011,0
401,1,27.0,1.5,1,9,4,0.375,1,0,0,1,2,260,1066,1
460,1,25.92,0.875,2,4,4,0.375,0,1,2,1,2,174,4,0
156,1,18.0,0.165,2,11,7,0.21,0,0,0,0,2,200,41,1
386,0,26.17,2.0,2,5,3,0.0,0,0,0,1,2,276,2,0
179,1,42.17,5.04,2,11,8,12.75,1,0,0,1,2,92,1,1
409,1,25.25,1.0,2,6,4,0.5,0,0,0,0,2,200,1,0
152,1,15.17,7.0,2,10,4,1.0,0,0,0,0,2,600,1,0
151,1,45.17,1.5,2,8,4,2.5,1,0,0,1,2,140,1,0
78,1,23.08,0.0,2,4,4,1.0,0,1,11,0,1,0,1,0
514,1,22.75,11.5,2,3,4,0.415,0,0,0,0,2,0,1,0
140,1,19.67,10.0,1,4,8,0.835,1,0,0,1,2,140,1,0
607,1,39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,1
618,1,21.58,0.79,1,13,4,0.665,0,0,0,0,2,160,1,0
35,1,74.83,19.0,1,1,1,0.04,0,1,2,0,2,0,352,0
92,1,28.67,14.5,2,2,4,0.125,0,0,0,0,2,0,287,0
609,1,19.17,9.5,2,9,4,1.5,1,0,0,0,2,120,2207,1
651,1,23.5,3.165,1,4,4,0.415,0,1,1,1,2,280,81,0
319,0,24.5,12.75,2,8,5,4.75,1,1,2,0,2,73,445,1
131,0,20.83,0.5,1,10,2,1.0,0,0,0,0,2,260,1,0
197,1,17.08,0.25,2,11,4,0.335,0,1,4,0,2,160,9,0
521,0,18.25,10.0,2,9,4,1.0,0,1,1,0,2,120,2,0
198,0,16.08,0.335,2,1,1,0.0,0,1,1,0,2,160,127,0
104,1,19.0,0.0,1,1,1,0.0,0,1,4,0,2,45,2,0
659,1,23.92,0.665,2,8,4,0.165,0,0,0,0,2,100,1,1
566,0,44.33,0.0,2,8,4,2.5,1,0,0,0,2,0,1,1
668,0,32.25,1.5,2,8,4,0.25,0,0,0,1,2,372,123,0
199,1,32.92,2.5,2,6,4,1.75,0,1,2,1,2,720,1,0
356,1,31.57,0.5,2,8,5,0.835,1,0,0,1,1,320,1,0
677,1,23.0,0.75,2,7,4,0.5,1,0,0,1,1,320,1,0
539,1,31.92,4.46,2,13,8,6.04,1,1,3,0,2,311,301,1
583,1,32.08,4.0,2,7,4,2.5,1,0,0,1,2,360,1,1
438,1,30.17,0.5,2,8,4,1.75,1,1,11,0,2,32,541,1
647,1,26.17,0.835,2,13,4,1.165,0,0,0,0,2,100,1,0
133,0,26.5,2.71,1,8,4,0.085,0,0,0,0,1,80,1,0
118,1,22.75,11.0,2,11,4,2.5,1,1,7,1,2,100,810,1
370,0,20.83,3.0,2,6,4,0.04,1,0,0,0,2,100,1,1
302,1,32.75,2.335,2,2,8,5.75,0,0,0,1,2,292,1,0
134,1,40.92,0.835,2,1,1,0.0,1,0,0,0,2,130,2,0
670,0,37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,1
543,1,30.17,1.085,1,8,4,0.04,0,0,0,0,2,170,180,0
596,1,20.5,10.0,1,8,4,2.5,1,0,0,0,1,40,1,1
387,1,38.58,3.335,2,9,4,4.0,1,1,14,0,2,383,1345,1
407,0,33.25,3.0,1,6,4,2.0,0,0,0,0,2,180,1,0
532,1,34.67,1.08,2,7,4,1.165,0,0,0,0,1,28,1,0
5,0,15.83,0.585,2,8,8,1.5,1,1,2,0,2,100,1,1
278,1,32.83,2.5,2,13,8,2.75,1,1,6,0,2,160,2073,1
525,1,21.92,0.5,2,8,4,0.125,0,0,0,0,2,360,1,0
282,1,44.25,0.5,2,7,4,10.75,1,0,0,0,1,400,1,0
315,1,26.83,0.54,2,4,1,0.0,0,0,0,0,2,100,1,0
676,0,22.75,6.165,2,6,4,0.165,0,0,0,0,2,220,1001,0
115,1,34.08,0.08,1,7,5,0.04,1,1,1,1,2,280,2001,1
496,1,25.75,0.75,2,8,5,0.25,1,0,0,0,2,349,24,1
75,1,36.5,4.25,2,11,4,3.5,0,0,0,0,2,454,51,0
84,1,23.42,1.0,2,8,4,0.5,0,0,0,1,1,280,1,0
487,1,55.92,11.5,2,1,1,5.0,1,1,5,0,2,0,8852,1
452,0,71.58,0.0,2,8,4,0.0,0,0,0,0,3,184,1,1
546,1,49.17,2.29,2,1,1,0.29,0,0,0,0,2,200,4,0
393,0,19.17,8.585,2,13,8,0.75,1,1,7,0,2,96,1,1
601,1,36.67,3.25,2,11,8,9.0,1,0,0,1,2,102,640,1
333,1,36.17,0.42,1,9,4,0.29,0,0,0,1,2,309,3,0
208,1,29.42,1.25,2,8,8,0.25,0,1,2,1,2,400,109,0
206,1,20.75,5.085,1,5,4,0.29,0,0,0,0,2,140,185,0
73,1,28.25,5.04,1,8,5,1.5,1,1,8,1,2,144,8,1
8,1,27.83,1.0,1,2,8,3.0,0,0,0,0,2,176,538,0
222,1,25.33,0.58,2,8,4,0.29,1,1,7,1,2,96,5125,1
45,0,20.75,10.25,2,11,4,0.71,1,1,2,1,2,49,1,1
468,1,48.58,6.5,2,11,8,6.0,1,0,0,1,2,350,1,1
262,0,21.75,11.75,2,8,4,0.25,0,0,0,1,2,180,1,0
27,1,33.17,3.04,1,8,8,2.04,1,1,1,1,2,180,18028,1
3,0,21.67,11.5,1,5,3,0.0,1,1,11,1,2,0,1,1
323,1,18.08,5.5,2,4,4,0.5,1,0,0,0,2,80,1,1
16,1,29.58,4.5,2,9,4,7.5,1,1,2,1,2,330,1,1
404,1,18.83,0.0,2,11,4,0.665,0,0,0,0,2,160,2,0
239,1,48.33,12.0,2,7,4,16.0,1,0,0,0,1,110,1,1
41,1,22.58,1.5,1,6,4,0.54,0,0,0,1,2,120,68,0
176,0,56.83,4.25,1,1,1,5.0,0,0,0,1,2,0,5,0
272,1,16.5,0.125,2,8,4,0.165,0,0,0,0,2,132,1,0
678,1,25.67,0.29,1,8,4,1.5,0,0,0,1,2,160,1,0
457,0,23.0,11.75,2,14,8,0.5,1,1,2,1,2,300,552,1
419,0,32.33,0.54,2,13,4,0.04,1,0,0,0,2,440,11178,1
556,0,24.5,2.415,1,8,4,0.0,0,0,0,0,2,120,1,0
79,0,32.17,1.46,2,9,4,1.085,1,1,16,0,2,120,2080,1
59,1,56.75,12.25,2,7,4,1.25,1,1,4,1,2,200,1,1
430,0,47.25,0.75,2,11,8,2.75,1,1,1,0,2,333,893,1
202,1,33.17,1.04,2,12,8,6.5,1,0,0,1,2,164,31286,1
183,1,24.33,6.625,1,2,4,5.5,1,0,0,1,1,100,1,1
320,1,21.0,4.79,1,9,4,2.25,1,1,1,1,2,80,301,1
177,0,53.33,0.165,2,1,1,0.0,0,0,0,1,1,62,28,0
613,1,39.42,1.71,1,7,4,0.165,0,0,0,0,1,400,1,0
168,1,17.92,0.205,2,6,4,0.04,0,0,0,0,2,280,751,0
201,0,21.75,1.75,1,5,3,0.0,0,0,0,0,2,160,1,0
82,0,18.58,10.0,2,2,4,0.415,0,0,0,0,2,80,43,0
688,0,27.42,14.5,2,14,8,3.085,1,1,1,0,2,120,12,1
158,1,22.67,1.585,1,9,4,3.085,1,1,6,0,2,80,1,1
85,1,37.58,0.0,2,8,4,0.0,0,0,0,0,3,184,1,1
153,1,18.83,0.415,1,8,4,0.165,0,1,1,0,2,200,2,0
154,1,52.5,6.5,2,4,4,6.29,1,1,15,0,2,0,11203,1
405,0,28.75,3.75,2,8,4,1.085,1,1,1,1,2,371,1,1
684,1,43.0,0.29,1,13,8,1.75,1,1,8,0,2,100,376,1
522,0,28.5,1.0,2,11,4,1.0,1,1,2,1,2,167,501,0
656,1,33.17,3.165,1,14,4,3.165,1,1,3,1,2,380,1,1
