,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
4241,21,1,0,1,0,1,0,1,1,1
6107,25,1,7,3,0,1,0,1,0,1
3370,33,1,3,11,0,1,0,1,0,1
3008,38,0,3,0,1,0,1,0,0,1
2793,27,1,6,34,1,0,0,1,1,0
1933,28,1,9,16,1,0,0,1,1,1
5474,24,0,0,1,1,0,0,1,1,1
2510,25,1,1,0,1,0,0,1,1,1
253,23,1,4,11,0,1,0,1,1,0
1643,26,1,8,0,1,0,0,1,1,0
1114,43,0,2,5,1,0,0,1,1,1
3783,35,1,2,2,1,0,0,1,0,1
2232,29,0,0,1,0,1,0,1,0,1
2537,32,0,0,0,0,1,1,0,1,1
4685,36,1,13,33,1,0,1,0,1,0
1012,43,1,0,0,0,1,0,1,0,1
3656,24,1,1,6,0,1,0,1,1,0
4601,36,1,4,1,1,0,0,1,0,1
4582,27,0,3,3,0,1,0,1,0,1
1736,34,1,2,9,1,0,0,1,0,1
4937,27,0,0,0,0,1,1,0,0,1
156,47,1,23,0,0,1,0,1,1,0
624,50,0,11,2,1,0,0,1,1,0
2764,27,1,0,1,1,0,0,1,0,1
500,25,0,0,0,0,1,0,1,1,1
726,26,1,4,1,0,1,0,1,1,0
4266,31,0,0,1,0,1,0,1,0,1
4008,23,1,5,1,1,0,0,1,1,1
1691,35,0,4,29,0,1,0,1,1,1
3771,29,0,0,0,0,1,1,0,0,1
2108,54,0,0,0,0,1,0,1,0,1
1772,50,1,1,5,0,1,0,1,0,1
3915,59,1,1,1,1,0,0,1,0,1
18,21,1,1,3,1,0,0,1,1,0
6023,44,0,1,0,0,1,0,1,0,1
6037,33,1,2,1,0,1,0,1,0,1
2070,74,0,0,0,0,1,0,1,0,1
1741,21,1,0,0,1,0,0,1,0,1
3410,26,1,2,0,1,0,0,1,0,0
2100,37,1,1,0,1,0,0,1,0,1
2848,22,1,7,11,1,0,0,1,1,0
3488,49,0,1,5,1,0,0,1,1,1
1237,24,1,12,36,0,1,0,1,1,0
507,31,1,3,19,0,1,0,1,1,0
4663,21,1,3,1,0,1,1,0,0,1
88,24,1,8,12,1,0,0,1,0,1
1826,37,1,11,0,1,0,0,1,0,0
4466,37,0,0,0,0,1,1,0,0,1
470,21,1,3,-1,1,0,0,1,1,1
5561,34,0,1,0,0,1,0,1,0,1
3700,22,0,0,0,1,0,1,0,1,0
4692,21,1,0,1,1,0,0,1,1,1
4246,25,1,3,19,1,0,0,1,0,1
5922,27,0,1,2,1,0,1,0,1,1
3551,61,1,8,30,1,0,1,0,0,1
9,37,0,0,0,0,1,1,0,0,1
439,24,0,0,1,1,0,0,1,0,1
4486,35,0,0,1,1,0,0,1,1,1
2849,31,1,3,15,1,0,0,1,1,1
4140,23,1,2,2,1,0,0,1,1,1
2891,24,0,1,2,0,1,0,1,1,1
1082,37,1,1,0,0,1,0,1,0,1
34,29,0,0,-1,0,1,0,1,0,1
2095,27,1,2,0,1,0,0,1,0,1
5498,26,1,0,1,1,0,0,1,0,1
3986,27,1,0,1,0,1,0,1,1,1
5187,39,0,3,0,1,0,0,1,0,1
285,51,0,1,1,0,1,0,1,0,1
6105,31,1,9,0,1,0,1,0,1,0
3464,42,0,1,7,0,1,0,1,1,1
5620,35,1,7,1,1,0,1,0,1,1
4372,24,1,1,0,1,0,0,1,1,1
481,24,0,8,-1,1,0,0,1,0,0
4732,23,0,0,0,0,1,1,0,1,1
3037,36,1,3,0,1,0,1,0,1,1
3572,28,1,2,1,1,0,0,1,0,1
942,25,0,4,1,0,1,0,1,0,0
565,37,0,11,1,1,0,0,1,1,1
6089,28,1,6,2,0,1,1,0,1,1
3956,35,0,9,173,1,0,1,0,1,0
104,31,1,13,471,1,0,0,1,0,0
1766,38,1,2,7,1,0,0,1,0,1
1688,50,1,0,14,0,1,0,1,0,1
188,30,0,2,2,1,0,1,0,1,1
342,56,0,0,0,0,1,0,1,0,1
5427,22,1,1,0,1,0,0,1,0,1
1464,28,0,6,2,1,0,0,1,0,1
2266,45,1,1,1,1,0,1,0,0,1
2986,26,1,0,0,0,1,0,1,1,1
5612,21,1,0,-1,1,0,0,1,0,1
599,23,0,0,0,0,1,0,1,0,1
2323,41,1,1,1,1,0,0,1,0,1
4367,27,1,1,28,0,1,0,1,0,1
1864,38,1,37,30,0,1,0,1,1,1
649,26,1,5,22,1,0,0,1,1,1
2103,42,1,7,1,1,0,0,1,1,1
2591,35,0,1,0,0,1,1,0,0,1
2551,47,0,0,0,0,1,1,0,1,1
667,36,0,0,5,1,0,0,1,0,1
4220,23,1,1,9,1,0,0,1,1,0
1285,27,1,6,10,1,0,0,1,1,1
4265,29,0,6,26,1,0,0,1,1,1
5941,47,1,3,7,0,1,0,1,1,1
689,24,0,0,0,1,0,0,1,1,1
5356,26,0,0,1,0,1,0,1,0,1
1119,39,0,3,13,1,0,0,1,0,1
5045,20,0,1,2,1,0,0,1,1,1
5693,57,0,2,0,0,1,0,1,1,1
5723,31,0,2,0,1,0,0,1,1,1
538,27,1,18,0,1,0,0,1,1,0
4598,21,1,0,1,0,1,0,1,0,1
3183,33,1,1,10,1,0,0,1,0,0
5128,30,0,0,1,1,0,0,1,0,1
383,29,1,3,1,1,0,0,1,1,1
3112,35,1,5,225,1,0,0,1,1,1
3757,38,0,0,0,0,1,1,0,1,1
3479,22,1,0,0,1,0,0,1,1,1
1358,45,0,2,28,0,1,0,1,1,1
1670,48,1,5,242,1,0,0,1,1,0
2165,61,0,0,2,0,1,0,1,0,1
1500,43,0,0,-1,0,1,1,0,0,1
1248,23,0,1,1,1,0,1,0,1,0
3998,29,1,1,1,1,0,0,1,1,1
1662,28,0,3,0,0,1,0,1,0,1
1542,27,1,5,4,1,0,0,1,1,0
2905,24,0,8,37,1,0,0,1,0,0
3080,54,0,0,-1,0,1,0,1,0,1
5121,26,0,0,0,1,0,1,0,0,1
2058,52,0,8,43,1,0,1,0,1,0
5895,21,0,0,0,1,0,0,1,0,0
3833,37,0,1,2,1,0,0,1,0,1
2932,19,1,3,0,1,0,0,1,1,0
296,26,1,6,3,0,1,0,1,1,0
3787,39,1,0,0,0,1,1,0,0,1
3597,29,1,1,13,1,0,1,0,0,1
1123,21,1,2,140,1,0,0,1,1,0
5125,23,1,1,0,0,1,0,1,1,1
3614,53,0,0,-1,0,1,0,1,0,1
6150,24,1,2,33,0,1,0,1,1,1
1293,24,0,0,0,0,1,0,1,0,1
4894,20,1,0,1,0,1,1,0,1,1
3559,26,1,10,1,1,0,0,1,1,0
639,22,1,2,1,1,0,0,1,1,1
5180,29,1,3,1,1,0,0,1,0,1
3475,25,0,1,-1,1,0,0,1,1,1
893,22,0,0,0,0,1,0,1,0,1
6127,31,1,7,1,0,1,0,1,0,0
5495,27,1,2,0,1,0,0,1,1,1
1531,47,1,23,403,1,0,0,1,1,1
4806,55,1,8,2,1,0,0,1,1,1
5233,30,1,10,0,1,0,0,1,1,1
2373,27,0,0,0,1,0,1,0,1,1
4839,34,0,1,1,1,0,0,1,1,1
1141,32,1,11,1,0,1,0,1,1,0
233,22,1,3,1,0,1,0,1,1,0
4015,39,0,2,8,1,0,0,1,0,1
271,24,1,2,19,1,0,0,1,1,0
2036,20,0,0,1,1,0,0,1,1,1
1456,34,1,7,0,1,0,0,1,1,1
4615,31,1,3,1,0,1,0,1,0,1
3844,58,0,3,0,0,1,0,1,0,1
3082,36,0,0,3,1,0,0,1,0,1
2104,26,1,20,29,1,0,0,1,1,0
1275,21,1,5,1,1,0,0,1,0,0
2201,33,0,3,1,1,0,0,1,0,1
5646,25,0,6,0,0,1,0,1,1,1
3438,33,0,0,53,1,0,0,1,0,1
1380,50,0,0,0,0,1,0,1,0,1
4612,27,1,2,39,1,0,0,1,1,0
1680,32,1,21,64,1,0,0,1,1,0
57,27,1,6,30,1,0,0,1,1,1
5956,23,1,6,84,1,0,0,1,0,0
3090,23,1,2,0,1,0,0,1,0,0
4957,40,0,2,0,0,1,0,1,1,1
2303,48,0,1,0,0,1,1,0,0,1
4510,20,1,0,0,1,0,1,0,0,0
3904,49,0,2,0,1,0,1,0,0,1
4473,33,0,0,0,0,1,0,1,1,1
4102,20,1,0,1,1,0,0,1,0,1
1419,21,0,0,0,1,0,0,1,0,1
1250,42,0,1,0,0,1,0,1,0,1
2631,52,1,0,118,1,0,1,0,0,1
261,28,1,3,0,0,1,0,1,0,1
4682,54,0,4,1,1,0,0,1,1,1
4637,36,0,1,1,0,1,1,0,1,1
5688,49,0,1,0,0,1,0,1,0,1
1706,40,0,4,1,0,1,1,0,1,1
5606,20,1,0,0,0,1,0,1,0,0
2447,26,1,1,0,1,0,0,1,0,1
440,48,1,1,129,1,0,0,1,0,1
2690,33,0,10,1,0,1,0,1,0,1
5000,30,0,0,1,1,0,0,1,1,1
450,32,1,1,0,1,0,0,1,0,1
619,48,0,2,1,1,0,0,1,1,1
1288,33,1,7,1,0,1,0,1,1,1
1936,48,0,1,0,1,0,0,1,1,1
1247,31,1,6,31,1,0,0,1,1,0
157,23,1,0,1,0,1,0,1,1,1
4536,24,1,2,2,1,0,0,1,0,1
4759,35,0,0,0,1,0,0,1,1,1
3014,25,0,9,12,1,0,0,1,1,1
1075,24,1,0,182,1,0,0,1,1,1
5927,24,0,12,17,0,1,0,1,1,0
5454,23,1,8,2,1,0,0,1,1,0
252,21,0,0,0,0,1,1,0,1,1
5127,25,1,0,1,1,0,0,1,0,0
5318,38,0,14,56,1,0,0,1,1,1
2936,31,0,0,21,0,1,0,1,1,1
1165,22,0,3,0,1,0,0,1,1,0
1520,45,0,1,26,0,1,0,1,0,1
526,22,0,0,7,0,1,1,0,1,1
4616,28,0,9,36,1,0,0,1,0,0
2669,44,0,0,3,1,0,0,1,1,1
729,26,0,0,-1,1,0,0,1,0,1
1213,22,1,0,0,0,1,0,1,1,1
5572,50,0,0,1,0,1,0,1,0,1
173,24,1,5,0,1,0,0,1,0,1
4480,37,1,0,1,0,1,0,1,1,1
371,20,1,1,1,1,0,0,1,1,0
4316,24,1,2,1,1,0,1,0,1,1
1754,32,0,0,1,1,0,0,1,0,1
2747,34,1,9,17,1,0,0,1,1,0
1379,30,0,0,0,0,1,0,1,1,1
3978,47,1,3,12,0,1,0,1,0,1
5631,25,1,5,35,1,0,0,1,0,0
5969,32,1,6,130,1,0,0,1,1,0
1516,29,1,0,12,1,0,0,1,1,1
831,21,1,1,0,0,1,0,1,1,1
1545,32,0,6,0,0,1,0,1,0,1
5617,31,1,6,48,0,1,0,1,1,1
5112,58,1,7,185,1,0,0,1,0,1
4774,31,0,0,3,0,1,1,0,0,1
5591,55,0,0,1,1,0,1,0,0,1
628,36,0,0,7,1,0,0,1,0,1
2500,30,1,0,0,0,1,0,1,1,1
5588,27,1,2,4,1,0,1,0,1,1
410,29,0,2,0,0,1,0,1,0,1
346,21,0,0,0,0,1,0,1,0,1
5061,30,1,4,0,0,1,0,1,0,1
1482,32,0,0,0,1,0,0,1,0,1
883,43,1,0,1,0,1,0,1,1,1
5395,25,0,2,0,1,0,0,1,0,1
2875,41,0,0,1,1,0,1,0,0,1
6078,38,0,0,1,0,1,0,1,0,1
1065,45,0,5,0,0,1,1,0,0,1
4769,22,1,0,0,0,1,0,1,0,1
2969,39,0,5,18,1,0,0,1,0,1
718,43,0,3,1,1,0,0,1,0,1
906,26,1,0,1,1,0,0,1,1,1
1084,26,1,1,0,0,1,0,1,0,1
6057,34,0,1,0,1,0,0,1,1,1
2708,35,0,0,0,0,1,1,0,0,1
4235,66,1,11,5,1,0,1,0,1,0
1559,58,0,0,0,0,1,0,1,0,1
2224,42,0,0,2,0,1,0,1,0,1
2689,25,0,2,29,1,0,0,1,0,1
5307,24,0,0,2,1,0,1,0,1,1
4989,20,1,0,-1,1,0,0,1,1,1
5183,23,1,1,3,1,0,0,1,1,1
2769,32,0,1,0,1,0,0,1,1,1
345,25,1,0,0,0,1,0,1,0,1
771,33,1,0,0,1,0,0,1,1,1
2421,50,0,5,31,1,0,0,1,1,1
2175,54,1,0,20,1,0,1,0,0,1
2147,48,0,0,27,1,0,0,1,0,1
5665,25,1,7,0,1,0,0,1,1,0
2804,45,1,13,6,0,1,0,1,1,1
220,20,1,1,1,1,0,0,1,1,0
5889,33,0,1,20,1,0,0,1,0,1
4290,57,1,0,0,1,0,0,1,1,1
5282,33,1,18,1,1,0,0,1,1,0
3420,34,1,0,0,0,1,0,1,1,1
4715,36,0,0,0,1,0,0,1,0,1
792,69,0,0,-1,0,1,1,0,0,1
6008,74,0,0,1,0,1,0,1,0,1
2568,39,0,2,0,1,0,0,1,1,1
2340,44,1,1,1,1,0,1,0,0,1
1979,23,0,0,1,1,0,0,1,0,1
45,28,0,0,0,1,0,1,0,0,1
3517,38,1,5,41,1,0,1,0,0,1
5880,25,0,14,0,1,0,1,0,0,1
2832,24,0,0,0,0,1,1,0,1,1
87,39,1,0,1,1,0,1,0,0,1
1744,40,1,8,0,1,0,0,1,0,1
4698,21,0,0,0,1,0,1,0,1,1
3243,25,0,0,0,0,1,1,0,0,1
4318,48,0,1,21,1,0,0,1,0,1
479,25,1,2,12,1,0,0,1,0,1
4544,43,1,0,0,1,0,0,1,1,1
5098,26,0,2,0,1,0,0,1,0,1
3261,24,1,11,51,1,0,0,1,1,0
3001,30,0,0,0,1,0,0,1,0,1
5232,47,0,0,2,1,0,0,1,0,1
3284,31,1,4,2,1,0,0,1,1,1
4174,23,0,2,1,1,0,0,1,0,1
993,23,0,0,0,0,1,1,0,1,1
2580,38,0,1,0,1,0,0,1,0,1
6165,30,1,0,0,0,1,0,1,1,1
2152,35,0,2,8,1,0,0,1,0,1
5602,20,0,0,3,0,1,0,1,0,1
1505,21,0,0,0,1,0,1,0,1,1
3555,24,0,1,33,1,0,0,1,1,1
4764,32,0,5,4,1,0,1,0,0,1
811,41,0,5,1,1,0,0,1,0,1
5689,33,1,0,23,0,1,0,1,0,1
2216,59,1,14,33,1,0,0,1,1,0
5231,50,1,3,0,1,0,1,0,0,1
4137,26,1,5,0,1,0,0,1,1,1
1284,53,0,0,0,0,1,0,1,0,1
162,39,1,0,0,1,0,0,1,0,1
4237,24,0,3,0,1,0,0,1,0,1
5492,26,1,7,1,1,0,0,1,1,0
6148,36,0,0,0,0,1,0,1,0,1
985,20,1,2,192,1,0,0,1,0,0
1069,53,0,1,0,0,1,1,0,0,1
1786,49,0,2,1,0,1,0,1,0,1
1755,33,0,3,0,1,0,0,1,0,1
3724,33,0,3,2,0,1,1,0,1,1
5678,44,0,0,1,0,1,1,0,0,1
3119,43,0,5,0,1,0,0,1,1,0
2404,28,1,14,20,0,1,0,1,1,1
4360,54,0,1,0,0,1,0,1,1,1
3939,33,1,16,33,0,1,0,1,1,0
4561,28,1,0,37,1,0,0,1,0,1
5426,21,0,0,2,1,0,0,1,1,0
1109,28,0,11,0,0,1,0,1,0,1
2448,25,0,1,1,1,0,0,1,0,1
3848,26,1,6,1,0,1,0,1,1,0
3040,42,1,1,21,1,0,1,0,0,1
4597,27,0,1,0,1,0,0,1,1,1
3382,50,0,3,14,1,0,0,1,0,1
4193,21,0,0,0,0,1,1,0,0,1
2784,33,0,1,0,1,0,0,1,0,1
996,33,1,2,43,1,0,1,0,0,1
3132,58,0,1,3,1,0,0,1,0,1
4394,26,0,7,1,1,0,0,1,1,1
2481,54,0,1,0,0,1,1,0,0,1
4858,25,1,6,0,0,1,0,1,1,1
1698,31,0,5,3,1,0,0,1,0,1
976,23,1,2,1,1,0,0,1,1,1
5735,26,0,0,1,1,0,0,1,0,1
2043,26,0,0,1,0,1,1,0,1,1
2426,55,1,1,33,1,0,0,1,0,1
892,36,1,4,2,0,1,0,1,1,1
3101,24,1,14,180,1,0,0,1,1,0
4964,21,1,1,0,1,0,0,1,1,1
5707,25,1,1,1,0,1,1,0,1,0
2134,26,1,9,1,0,1,0,1,0,1
4150,28,1,4,1,0,1,0,1,0,1
1581,22,1,0,0,0,1,1,0,1,1
135,26,1,2,0,0,1,1,0,1,1
4483,45,1,21,1,1,0,0,1,0,1
2615,40,0,0,-1,0,1,0,1,0,1
384,52,1,6,1,1,0,0,1,0,1
3932,25,1,0,1,0,1,0,1,1,1
3905,41,0,2,15,1,0,1,0,0,1
5595,34,0,1,1,0,1,1,0,0,1
2472,53,1,1,4,0,1,0,1,0,1
5724,59,0,0,0,0,1,0,1,0,1
1471,37,0,8,1,1,0,0,1,1,1
658,25,0,0,0,0,1,0,1,0,1
5404,24,0,1,0,0,1,1,0,0,1
2851,25,0,0,0,0,1,1,0,0,1
4823,38,1,2,10,0,1,0,1,1,1
3875,23,0,1,35,1,0,0,1,1,1
3987,29,0,5,1,1,0,1,0,1,1
3019,39,0,0,1,1,0,1,0,0,1
576,29,1,7,0,1,0,0,1,0,0
3447,37,0,1,8,1,0,1,0,1,1
4086,57,0,0,0,0,1,0,1,0,1
1298,20,1,2,0,1,0,0,1,1,0
1788,61,0,0,0,0,1,0,1,0,1
849,69,0,0,0,0,1,0,1,0,1
3450,24,1,8,35,1,0,0,1,0,0
5327,31,0,0,8,1,0,0,1,1,1
1969,19,1,1,-1,1,0,0,1,1,0
1854,63,0,0,0,0,1,0,1,0,1
4842,29,1,11,49,1,0,0,1,0,0
3645,36,0,1,1,1,0,0,1,0,1
2883,35,0,1,0,1,0,0,1,1,1
2106,22,1,0,0,0,1,0,1,0,1
3362,31,1,11,-1,1,0,0,1,1,0
3993,37,0,0,1,1,0,1,0,1,1
5309,28,1,12,1,0,1,0,1,1,1
4060,26,1,3,0,1,0,1,0,1,0
2629,44,1,2,1,1,0,0,1,0,1
5339,57,0,2,0,1,0,1,0,0,1
6115,35,1,12,1,0,1,0,1,1,1
3601,24,1,1,2,0,1,0,1,1,1
3843,28,0,0,0,0,1,1,0,1,1
3064,57,0,1,17,1,0,0,1,0,1
3744,44,0,0,34,0,1,0,1,1,1
1567,27,1,4,1,0,1,0,1,0,1
2549,25,1,0,1,1,0,1,0,1,1
646,27,0,3,0,0,1,0,1,0,1
4607,21,0,0,1,1,0,0,1,1,1
4808,30,1,13,474,1,0,0,1,1,0
5771,31,1,3,0,0,1,1,0,1,1
4501,29,1,6,22,1,0,0,1,1,1
3350,34,0,4,0,0,1,0,1,1,1
1986,20,1,1,16,1,0,0,1,1,1
5779,23,0,0,0,0,1,0,1,0,1
5999,31,1,9,1,0,1,0,1,0,0
5931,45,0,0,1,1,0,0,1,0,1
668,37,0,3,28,1,0,1,0,1,1
3407,30,1,7,0,1,0,0,1,0,0
5238,50,1,3,33,1,0,0,1,0,0
1721,30,0,3,0,1,0,0,1,1,1
1475,45,1,15,330,1,0,0,1,1,0
3571,21,1,6,0,1,0,0,1,1,0
4729,24,0,0,0,1,0,1,0,1,1
5799,36,0,1,0,1,0,0,1,0,1
2044,56,0,0,1,0,1,0,1,0,1
4205,21,1,0,34,1,0,0,1,1,0
4130,28,0,3,50,1,0,0,1,0,1
1813,55,1,21,85,1,0,0,1,1,1
1485,40,0,0,-1,1,0,1,0,1,1
2071,38,0,0,0,1,0,1,0,0,1
2518,22,0,0,1,1,0,0,1,0,1
5111,31,1,11,0,1,0,0,1,0,1
1115,37,0,2,0,1,0,0,1,0,1
5195,33,0,3,0,1,0,0,1,1,1
4807,47,0,2,27,0,1,0,1,0,1
2378,25,0,0,0,0,1,0,1,0,1
522,29,1,2,25,0,1,0,1,0,1
4067,64,0,13,1,0,1,0,1,1,1
2734,48,0,0,-1,0,1,0,1,0,1
5153,47,1,13,0,1,0,0,1,1,1
246,34,0,5,0,0,1,0,1,1,1
4064,26,1,8,1,1,0,0,1,1,1
2132,28,1,0,1,1,0,0,1,0,1
4849,30,1,6,0,1,0,0,1,1,1
2131,27,0,1,0,0,1,0,1,1,1
4233,31,1,6,1,1,0,0,1,1,0
1295,56,0,0,-1,1,0,0,1,0,1
4898,37,0,9,2,1,0,0,1,0,1
4056,25,1,5,3,0,1,0,1,1,0
3034,54,0,1,3,0,1,1,0,0,1
3124,27,1,6,1,1,0,0,1,1,1
5391,32,1,8,7,0,1,1,0,0,1
3092,35,0,5,0,0,1,0,1,0,1
5861,34,1,12,1,1,0,0,1,1,1
514,27,1,6,34,1,0,0,1,0,1
1678,20,1,2,21,1,0,0,1,0,0
1011,37,0,1,1,0,1,1,0,0,1
5275,53,0,1,0,0,1,0,1,0,1
2088,44,0,4,1,1,0,0,1,0,1
3166,51,0,4,8,1,0,1,0,0,1
406,34,1,4,31,1,0,0,1,0,1
2080,64,0,1,1,1,0,1,0,0,1
2664,38,1,3,4,1,0,0,1,1,1
3812,44,0,1,1,1,0,0,1,0,0
5580,23,1,1,22,1,0,0,1,1,1
3906,20,0,0,1,0,1,0,1,0,1
5727,27,1,3,0,1,0,0,1,1,1
3540,51,1,0,1,1,0,0,1,1,1
4462,36,0,2,0,0,1,0,1,0,1
630,21,1,0,1,1,0,0,1,1,0
2250,34,1,11,1,1,0,0,1,1,0
3681,36,0,1,0,1,0,0,1,0,1
2682,22,0,0,1,0,1,1,0,0,0
4632,26,1,6,3,1,0,1,0,1,1
633,25,0,1,0,0,1,1,0,1,0
1458,52,0,0,0,0,1,1,0,0,1
2702,65,1,1,1,0,1,1,0,0,1
4336,23,0,0,32,0,1,0,1,1,1
3234,26,0,1,-1,1,0,0,1,0,1
1931,34,0,3,0,1,0,0,1,1,1
2762,56,1,10,13,0,1,0,1,0,1
37,29,1,2,0,0,1,0,1,0,1
2212,30,0,0,1,1,0,0,1,1,1
2644,21,0,0,46,1,0,0,1,1,1
6085,74,0,2,9,1,0,0,1,0,1
2730,25,0,0,4,0,1,0,1,0,1
3065,22,1,0,5,1,0,0,1,1,0
5559,23,1,4,7,0,1,0,1,0,1
5445,28,1,0,2,1,0,1,0,1,1
1765,27,1,13,14,1,0,0,1,1,1
3539,26,0,2,0,0,1,1,0,0,1
2624,56,0,0,1,1,0,0,1,0,1
3976,28,1,10,20,1,0,0,1,1,1
720,20,1,1,0,0,1,0,1,1,1
122,38,1,9,13,1,0,0,1,1,0
2971,38,0,8,1,0,1,0,1,1,1
