,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
1214,27,1,6,1,1,0,1,0,0,1
5017,24,1,2,0,0,1,0,1,1,1
4773,26,1,7,2,1,0,0,1,1,0
877,59,0,2,0,0,1,0,1,1,1
2998,27,0,11,4,1,0,0,1,1,0
5053,23,0,0,0,1,0,0,1,1,1
1314,28,0,0,1,0,1,1,0,1,1
5257,36,0,6,0,0,1,0,1,1,1
2257,28,1,0,2,0,1,0,1,0,1
4277,32,0,0,0,1,0,0,1,0,1
2727,45,0,0,1,0,1,0,1,0,1
5979,23,1,0,1,0,1,0,1,0,1
1806,23,0,2,18,1,0,0,1,1,1
2949,44,0,7,1,1,0,0,1,1,1
2422,41,1,19,42,1,0,0,1,0,0
6112,21,1,0,0,1,0,0,1,1,1
5216,22,0,0,-1,1,0,1,0,1,1
2938,42,0,0,1,1,0,0,1,0,1
5595,34,0,1,1,0,1,1,0,0,1
1907,45,0,1,2,1,0,0,1,1,1
1997,24,1,2,1,1,0,0,1,1,1
4759,35,0,0,0,1,0,0,1,1,1
5284,38,1,7,39,1,0,1,0,1,0
2380,25,1,1,0,1,0,0,1,1,1
4043,24,1,1,0,1,0,0,1,1,1
4428,39,1,17,35,1,0,0,1,0,1
4253,33,1,16,6,1,0,0,1,1,0
1467,34,1,27,118,1,0,0,1,1,0
534,27,0,5,1,0,1,0,1,0,0
5686,28,1,5,3,1,0,0,1,1,1
3882,43,1,1,5,0,1,0,1,1,1
2432,51,0,0,0,0,1,0,1,0,1
1949,47,1,22,1,1,0,0,1,1,1
3891,24,1,4,2,1,0,1,0,1,1
4556,24,0,0,0,0,1,1,0,0,1
1157,33,0,1,0,1,0,1,0,1,1
3476,21,1,1,5,1,0,0,1,1,0
4557,27,1,4,34,1,0,0,1,1,0
2074,19,1,1,1,1,0,0,1,1,1
3282,50,1,13,242,1,0,0,1,1,1
2270,22,0,0,0,1,0,0,1,1,1
1669,44,0,9,25,1,0,0,1,1,0
4901,24,0,0,0,0,1,1,0,0,1
1472,51,1,0,1,1,0,0,1,1,1
1719,34,0,0,116,1,0,0,1,0,1
1224,28,1,3,1,1,0,0,1,0,1
3791,29,1,8,2,1,0,0,1,1,0
2349,38,1,8,9,0,1,0,1,1,1
3266,46,0,1,1,1,0,0,1,0,1
5052,21,1,0,6,1,0,0,1,1,0
1940,39,0,1,0,1,0,0,1,0,1
681,28,0,2,0,1,0,0,1,0,1
5793,24,0,1,0,0,1,0,1,1,1
5925,27,0,4,1,0,1,0,1,1,1
1480,31,0,0,1,0,1,0,1,0,1
1604,22,1,2,1,1,0,0,1,1,1
1255,23,1,0,0,0,1,0,1,1,1
353,20,1,0,0,1,0,0,1,1,1
2173,31,1,10,1,1,0,0,1,1,1
2571,20,1,1,5,1,0,0,1,1,0
5906,42,1,8,1,1,0,1,0,1,0
1585,58,0,3,18,0,1,1,0,1,1
881,55,0,2,1,1,0,0,1,0,1
3613,31,0,15,-1,1,0,0,1,1,0
4964,21,1,1,0,1,0,0,1,1,1
3972,25,1,11,29,0,1,0,1,1,0
1072,21,1,0,-1,1,0,0,1,0,1
2016,48,1,10,4,1,0,0,1,1,1
5311,24,0,0,0,0,1,0,1,0,1
4827,35,0,6,0,1,0,0,1,1,1
472,22,1,3,7,1,0,0,1,1,1
5141,52,0,1,0,1,0,0,1,0,1
5771,31,1,3,0,0,1,1,0,1,1
1726,23,0,0,0,0,1,1,0,1,1
3892,44,0,0,0,0,1,1,0,0,1
5864,28,1,9,43,1,0,0,1,1,1
2295,24,1,3,8,0,1,0,1,0,0
243,26,1,1,1,0,1,0,1,1,0
5627,34,1,0,29,0,1,0,1,0,1
5874,42,1,1,51,1,0,0,1,0,1
5162,25,0,1,0,0,1,0,1,1,1
4393,27,1,27,0,0,1,0,1,1,0
4855,24,0,0,1,0,1,1,0,0,1
5107,24,1,6,1,1,0,0,1,1,1
5078,34,0,1,1,0,1,0,1,0,1
1142,66,0,0,1,0,1,0,1,0,1
5007,38,0,5,5,0,1,0,1,1,1
5948,30,1,0,0,0,1,1,0,1,1
483,44,0,11,180,0,1,0,1,0,1
3706,47,0,0,3,1,0,1,0,0,1
2852,39,0,1,0,0,1,0,1,0,1
1204,42,1,1,0,0,1,0,1,0,1
3073,33,1,3,3,1,0,0,1,1,1
1239,57,0,3,1,1,0,0,1,0,1
4327,24,1,0,22,1,0,0,1,1,1
4122,38,0,0,1,0,1,0,1,1,1
4781,20,0,1,1,0,1,1,0,0,1
1009,24,0,0,0,1,0,0,1,0,1
5776,43,1,3,1,1,0,0,1,1,1
2211,44,0,0,1,1,0,0,1,0,1
5900,29,1,4,3,1,0,0,1,0,1
3606,51,1,11,79,0,1,0,1,1,1
3113,33,0,0,1,1,0,1,0,1,1
2683,35,0,2,14,1,0,1,0,1,1
2335,38,1,20,1,1,0,1,0,0,0
2321,52,0,1,9,0,1,0,1,1,1
570,27,0,0,1,0,1,0,1,1,1
3227,30,0,0,0,1,0,0,1,0,1
1751,30,1,7,0,1,0,0,1,1,1
6023,44,0,1,0,0,1,0,1,0,1
2936,31,0,0,21,0,1,0,1,1,1
874,27,0,1,6,1,0,0,1,1,1
4887,43,1,4,25,1,0,0,1,1,1
2666,23,0,2,7,1,0,0,1,0,1
1691,35,0,4,29,0,1,0,1,1,1
354,29,1,0,5,0,1,0,1,0,1
3317,49,0,0,0,0,1,0,1,1,1
1862,22,0,0,0,0,1,0,1,1,1
2684,29,1,2,2,0,1,0,1,1,1
1256,28,0,2,49,1,0,0,1,0,1
3348,44,1,1,6,0,1,1,0,0,1
4821,26,0,0,0,0,1,1,0,0,1
3821,24,0,1,2,1,0,0,1,0,1
530,61,1,15,1,1,0,0,1,1,1
3557,48,1,8,11,1,0,0,1,1,0
4735,26,1,1,0,1,0,1,0,0,0
1269,20,1,3,0,0,1,1,0,0,0
5022,26,0,1,0,0,1,1,0,1,1
5538,32,0,1,115,0,1,0,1,1,0
3216,29,0,2,27,1,0,0,1,1,1
5800,25,0,2,2,0,1,0,1,1,1
1175,55,1,2,0,0,1,0,1,0,1
1089,39,0,1,0,1,0,1,0,1,1
4987,24,0,6,7,1,0,0,1,0,0
3569,28,0,2,125,1,0,0,1,1,1
1090,30,0,0,5,1,0,0,1,0,1
3220,34,1,13,0,1,0,0,1,1,1
1176,36,0,0,1,1,0,0,1,1,0
3403,34,0,3,10,0,1,1,0,0,1
1263,26,1,0,0,0,1,0,1,0,1
807,30,1,1,1,0,1,0,1,1,1
152,78,1,1,0,0,1,0,1,0,1
608,24,0,1,6,1,0,0,1,0,0
4229,30,1,3,0,1,0,0,1,1,1
2913,23,1,0,0,1,0,0,1,1,1
2659,40,0,1,41,1,0,0,1,0,1
4382,25,0,4,1,1,0,1,0,1,1
621,24,0,0,1,1,0,0,1,1,0
5548,26,0,1,14,0,1,0,1,1,1
5285,40,0,20,1,1,0,0,1,1,1
2065,54,0,0,0,0,1,0,1,0,1
1052,30,0,3,0,0,1,0,1,0,1
491,50,1,5,1,1,0,0,1,0,1
4495,31,1,9,470,1,0,0,1,0,1
804,22,1,6,2,1,0,0,1,1,1
706,43,0,20,1,1,0,0,1,1,0
36,51,0,2,1,0,1,0,1,1,1
3830,25,1,0,0,1,0,0,1,1,1
4243,64,0,0,0,0,1,1,0,0,1
209,28,1,25,25,1,0,0,1,1,0
4692,21,1,0,1,1,0,0,1,1,1
2630,52,1,3,31,0,1,0,1,1,1
677,20,0,0,1,1,0,0,1,0,1
1110,45,0,0,1,0,1,0,1,0,1
5243,61,1,8,0,1,0,0,1,1,1
683,33,0,0,1,0,1,1,0,1,1
5659,41,1,7,1,1,0,1,0,1,1
1165,22,0,3,0,1,0,0,1,1,0
4697,22,1,0,1,1,0,0,1,1,1
5048,55,0,7,0,1,0,0,1,0,0
5909,31,1,1,1,0,1,1,0,0,1
4817,45,0,1,0,0,1,0,1,1,1
2610,48,1,20,46,1,0,0,1,0,0
5865,37,0,0,0,0,1,0,1,0,1
5549,27,0,1,-1,1,0,0,1,1,1
3541,25,0,0,0,0,1,0,1,1,1
44,29,1,1,0,1,0,0,1,0,1
3589,22,0,2,2,1,0,1,0,1,0
2820,37,1,7,6,1,0,1,0,0,1
5695,36,0,1,1,0,1,0,1,1,0
288,47,0,3,0,1,0,0,1,1,1
3881,31,1,1,39,1,0,0,1,0,1
4526,31,0,1,0,1,0,1,0,0,1
3956,35,0,9,173,1,0,1,0,1,0
4677,30,0,0,0,1,0,0,1,1,1
1798,29,0,4,80,1,0,0,1,1,0
1437,28,1,2,0,1,0,1,0,1,1
3133,29,1,1,2,0,1,1,0,0,1
4800,20,1,1,1,1,0,0,1,1,0
1039,40,0,0,0,0,1,0,1,0,1
1501,29,0,0,2,1,0,0,1,1,0
3156,28,0,5,0,1,0,0,1,1,1
4258,34,0,2,1,0,1,0,1,0,1
767,32,1,3,2,1,0,0,1,1,1
5841,56,0,1,35,1,0,0,1,0,1
5153,47,1,13,0,1,0,0,1,1,1
279,21,1,0,1,1,0,1,0,1,0
4664,37,0,8,14,1,0,0,1,1,1
6042,67,0,1,0,1,0,0,1,0,1
2333,27,0,0,4,1,0,0,1,0,1
182,28,0,2,0,0,1,0,1,1,1
1867,38,1,2,192,1,0,0,1,1,1
5680,28,1,3,8,0,1,0,1,1,1
5438,44,0,2,5,0,1,0,1,1,1
3709,61,1,2,3,1,0,0,1,0,1
3823,21,0,2,1,1,0,0,1,1,0
2903,20,1,1,0,1,0,0,1,1,1
4537,32,0,6,0,1,0,0,1,0,0
1227,44,0,2,1,1,0,0,1,1,1
568,31,0,0,-1,0,1,1,0,1,1
4593,25,0,0,1,0,1,0,1,1,1
2406,52,1,7,3,1,0,0,1,1,0
117,31,1,2,15,0,1,0,1,0,1
3323,24,1,3,1,1,0,0,1,1,1
4686,21,1,1,0,1,0,0,1,1,0
2851,25,0,0,0,0,1,1,0,0,1
3588,24,1,9,3,0,1,0,1,1,0
5505,32,0,8,1,1,0,0,1,1,0
1773,41,0,4,0,1,0,0,1,1,1
2751,27,1,2,62,1,0,1,0,0,1
644,20,1,1,17,1,0,1,0,0,0
3925,34,0,6,0,1,0,1,0,1,1
4364,46,1,0,0,1,0,0,1,0,1
1688,50,1,0,14,0,1,0,1,0,1
2872,28,1,18,12,1,0,0,1,1,0
3123,30,0,1,0,0,1,1,0,0,1
2145,21,1,0,7,1,0,0,1,0,0
729,26,0,0,-1,1,0,0,1,0,1
3843,28,0,0,0,0,1,1,0,1,1
2693,37,0,1,3,1,0,0,1,1,0
4617,39,0,1,0,1,0,0,1,0,1
4284,38,0,0,1,0,1,1,0,1,1
1047,21,1,1,36,1,0,0,1,0,1
2241,29,0,0,42,0,1,0,1,1,1
5080,39,0,0,0,0,1,0,1,1,1
947,25,1,0,4,0,1,0,1,1,1
5788,34,1,0,0,1,0,1,0,0,1
1431,35,1,3,1,0,1,0,1,0,1
5015,27,1,1,0,1,0,0,1,1,1
477,30,0,0,1,0,1,1,0,1,1
4069,57,0,0,0,0,1,1,0,0,1
3614,53,0,0,-1,0,1,0,1,0,1
2197,33,1,5,0,1,0,1,0,1,0
983,41,0,9,0,0,1,0,1,1,0
539,35,1,0,-1,1,0,1,0,0,1
4218,21,1,1,1,1,0,0,1,1,1
2038,26,1,4,0,1,0,0,1,1,0
6010,24,0,1,0,0,1,1,0,0,1
2363,22,1,2,11,1,0,0,1,0,0
4954,25,1,0,90,1,0,0,1,1,1
2304,56,1,7,194,1,0,0,1,0,1
5675,34,1,2,0,1,0,0,1,1,1
5869,45,0,2,0,0,1,0,1,0,1
3885,22,1,3,142,1,0,0,1,0,1
427,35,0,1,74,1,0,0,1,0,1
73,25,1,14,7,1,0,0,1,1,0
5791,46,0,4,8,1,0,0,1,1,1
4192,27,0,0,1,0,1,0,1,0,1
487,26,0,4,-1,1,0,0,1,0,1
2017,42,0,4,0,0,1,0,1,1,1
4846,21,1,2,77,1,0,0,1,0,1
615,42,0,1,0,1,0,0,1,0,1
4066,54,1,0,1,1,0,0,1,0,1
1871,31,0,1,13,1,0,0,1,1,1
1564,43,0,0,0,0,1,0,1,0,1
1619,58,0,1,60,1,0,0,1,1,1
1208,30,1,20,317,1,0,0,1,1,0
4480,37,1,0,1,0,1,0,1,1,1
766,28,1,3,1,0,1,0,1,1,1
5277,29,0,4,0,1,0,0,1,0,0
4854,41,0,0,0,0,1,1,0,1,1
2359,34,1,16,1,1,0,0,1,1,0
4711,35,0,1,1,0,1,0,1,1,1
4683,23,1,0,0,1,0,0,1,0,1
1536,48,1,1,0,0,1,0,1,0,1
1924,21,0,0,2,1,0,1,0,0,1
5614,23,1,3,6,1,0,0,1,1,1
951,33,1,12,2,0,1,0,1,1,0
962,37,0,0,0,0,1,0,1,0,1
4452,37,0,8,1,1,0,0,1,1,1
630,21,1,0,1,1,0,0,1,1,0
5861,34,1,12,1,1,0,0,1,1,1
102,31,0,1,1,0,1,0,1,1,1
5827,30,0,0,1,0,1,0,1,0,1
6147,57,1,14,19,1,0,0,1,0,1
6049,46,1,7,3,1,0,1,0,0,1
4722,19,1,0,0,1,0,0,1,1,1
430,26,0,0,1,0,1,1,0,1,1
6150,24,1,2,33,0,1,0,1,1,1
2504,33,0,2,1,0,1,0,1,1,1
3665,21,1,1,1,1,0,0,1,1,1
4391,55,1,0,6,1,0,1,0,0,1
4116,25,1,0,-1,0,1,0,1,1,1
4829,35,0,1,64,0,1,0,1,1,1
90,31,0,0,38,0,1,0,1,0,1
5768,49,1,2,91,1,0,0,1,0,1
1792,30,1,3,1,0,1,1,0,0,1
4345,34,1,8,2,1,0,0,1,1,0
100,22,1,0,0,1,0,0,1,1,1
231,27,1,0,1,1,0,0,1,0,1
1677,42,0,0,0,1,0,1,0,1,1
5037,22,1,1,5,1,0,0,1,1,1
5904,40,1,8,6,1,0,0,1,0,0
2577,24,1,4,51,1,0,0,1,1,0
5648,33,0,0,0,0,1,0,1,0,1
6063,30,1,8,54,1,0,0,1,1,1
3805,61,0,12,241,1,0,0,1,1,1
1305,45,0,0,0,0,1,0,1,1,1
1816,27,0,0,1,0,1,0,1,1,1
4072,39,0,0,0,0,1,1,0,0,1
4334,24,1,3,17,1,0,0,1,0,0
5120,20,0,0,0,0,1,0,1,0,1
67,22,0,0,57,1,0,0,1,0,0
1921,21,1,0,3,1,0,0,1,1,1
5420,31,1,6,0,1,0,0,1,1,1
1241,43,1,4,1,1,0,0,1,1,1
4760,29,1,4,1,1,0,0,1,1,1
1526,35,0,12,10,1,0,0,1,0,0
5273,29,0,1,2,1,0,0,1,0,1
1959,24,1,6,1,1,0,0,1,1,0
3029,23,1,3,3,1,0,0,1,1,1
5351,33,0,0,0,0,1,0,1,0,1
1882,22,0,0,0,1,0,0,1,1,1
5071,22,0,0,9,1,0,0,1,1,1
3164,37,0,0,126,1,0,0,1,0,1
4111,24,1,2,1,1,0,0,1,1,1
1635,62,0,0,1,0,1,0,1,0,1
4741,24,0,1,0,1,0,0,1,1,1
1549,26,0,0,-1,0,1,1,0,1,1
2996,21,0,0,0,1,0,0,1,0,1
4962,26,0,5,0,1,0,0,1,0,1
2838,30,0,7,1,1,0,0,1,0,0
1918,24,1,6,218,1,0,0,1,0,0
4503,49,0,0,0,1,0,1,0,0,1
4029,21,1,1,2,1,0,0,1,1,1
2139,21,1,4,0,0,1,1,0,1,0
1123,21,1,2,140,1,0,0,1,1,0
4211,44,0,1,1,0,1,0,1,0,1
5739,28,0,4,190,1,0,0,1,0,1
5057,79,0,1,1,0,1,0,1,0,1
567,54,0,0,-1,1,0,0,1,0,1
790,28,1,10,1,0,1,0,1,1,1
4808,30,1,13,474,1,0,0,1,1,0
4548,29,1,5,3,1,0,0,1,1,1
4103,41,1,19,48,1,0,0,1,1,1
511,38,0,1,0,1,0,1,0,1,1
768,27,1,5,0,0,1,0,1,1,1
1938,24,1,3,0,1,0,0,1,1,1
1315,33,0,2,1,0,1,0,1,0,1
3857,29,0,0,89,1,0,0,1,0,0
933,23,1,1,0,1,0,0,1,1,1
1377,31,1,8,0,0,1,0,1,1,1
2641,58,0,0,1,1,0,1,0,0,1
3960,23,1,4,133,0,1,1,0,0,0
1,34,1,0,10,1,0,0,1,1,1
3172,37,0,0,0,0,1,0,1,0,1
266,51,0,0,1,0,1,1,0,0,1
105,27,1,3,0,1,0,0,1,1,0
1051,27,0,0,2,1,0,0,1,0,1
226,22,0,0,2,1,0,0,1,0,1
5617,31,1,6,48,0,1,0,1,1,1
4388,35,0,3,1,0,1,0,1,0,1
4385,30,1,2,0,1,0,0,1,1,0
4498,31,1,13,1,1,0,0,1,1,0
6007,26,0,1,5,1,0,0,1,0,1
3603,31,1,0,0,0,1,0,1,0,1
4949,28,0,5,2,0,1,1,0,1,0
4386,25,1,11,531,0,1,0,1,1,0
5064,43,0,2,2,0,1,0,1,1,1
1804,41,0,0,-1,0,1,0,1,0,1
2095,27,1,2,0,1,0,0,1,0,1
2402,21,1,1,5,1,0,0,1,0,1
2690,33,0,10,1,0,1,0,1,0,1
5389,26,1,3,1,1,0,1,0,0,1
1609,32,1,15,70,1,0,0,1,0,0
1678,20,1,2,21,1,0,0,1,0,0
3947,23,0,0,1,1,0,0,1,0,0
5145,20,1,0,2,1,0,1,0,0,0
5820,29,1,3,1,1,0,0,1,0,1
1521,32,1,5,65,1,0,0,1,0,1
4092,58,1,0,1,1,0,1,0,0,1
2033,23,1,1,2,1,0,0,1,1,1
5033,20,1,1,5,1,0,0,1,0,0
2097,32,1,1,1,1,0,0,1,1,0
2150,28,0,5,136,1,0,0,1,1,0
5833,49,0,1,-1,0,1,0,1,1,1
2301,56,0,9,0,0,1,0,1,1,0
4620,48,0,0,9,0,1,0,1,0,1
3937,49,1,0,4,0,1,0,1,1,1
3738,25,1,2,11,0,1,0,1,0,1
4047,30,1,4,96,1,0,0,1,0,1
4803,46,0,1,29,1,0,1,0,0,1
1067,23,0,4,27,1,0,0,1,0,0
4320,28,1,8,2,1,0,0,1,1,0
4551,34,1,5,3,0,1,0,1,1,1
262,42,0,0,1,1,0,1,0,0,1
4019,37,0,4,0,0,1,0,1,0,1
3068,53,1,1,2,0,1,0,1,0,1
5696,30,0,1,0,0,1,0,1,1,0
2396,20,1,0,0,1,0,0,1,0,0
6077,29,1,2,10,1,0,1,0,1,1
1740,28,0,2,2,0,1,0,1,1,1
1587,22,1,0,71,1,0,0,1,1,1
4757,21,0,0,2,1,0,0,1,1,1
4973,21,0,0,4,0,1,0,1,0,1
5774,56,0,0,1,0,1,0,1,0,1
5895,21,0,0,0,1,0,0,1,0,0
3676,47,0,2,6,1,0,0,1,0,1
5754,63,0,0,0,0,1,1,0,0,1
967,62,0,0,0,0,1,1,0,0,1
2275,28,1,4,3,1,0,0,1,0,1
4329,28,1,2,2,1,0,0,1,1,1
3454,70,0,0,1,0,1,0,1,1,1
3196,34,0,5,4,1,0,0,1,1,1
3884,31,0,0,3,0,1,0,1,1,1
162,39,1,0,0,1,0,0,1,0,1
2070,74,0,0,0,0,1,0,1,0,1
5138,22,0,0,1,1,0,0,1,1,1
1983,23,0,0,0,1,0,0,1,0,1
2115,27,0,1,2,0,1,0,1,1,1
4148,28,0,1,0,1,0,1,0,0,1
5912,67,0,0,0,0,1,0,1,0,1
710,52,1,9,38,0,1,0,1,1,0
5385,38,1,10,-1,1,0,0,1,0,1
5006,20,1,1,13,1,0,0,1,0,0
2418,37,0,0,0,1,0,0,1,1,0
2298,33,1,7,0,1,0,0,1,0,0
5563,50,1,0,0,0,1,1,0,0,1
1979,23,0,0,1,1,0,0,1,0,1
5972,23,0,0,0,0,1,0,1,0,1
4272,23,0,1,0,1,0,1,0,1,1
663,21,1,2,5,1,0,0,1,0,0
193,54,0,11,129,1,0,0,1,1,0
247,23,1,0,0,1,0,0,1,0,1
4582,27,0,3,3,0,1,0,1,0,1
1641,40,0,0,1,1,0,0,1,1,1
2428,33,1,5,1,0,1,0,1,0,1
485,42,0,0,0,0,1,0,1,0,1
4922,25,1,6,12,1,0,1,0,1,1
1598,25,0,2,274,1,0,0,1,1,0
5457,23,0,0,0,0,1,0,1,1,1
5562,32,0,0,0,0,1,0,1,1,1
6081,28,0,5,0,1,0,1,0,1,0
3268,22,1,1,0,0,1,0,1,1,1
2100,37,1,1,0,1,0,0,1,0,1
1099,47,1,7,1,1,0,0,1,1,1
4373,28,1,6,30,0,1,1,0,0,0
1307,24,1,0,9,1,0,0,1,1,1
4914,52,1,0,7,1,0,0,1,0,1
2021,22,1,1,0,1,0,0,1,1,1
3686,53,1,6,10,1,0,1,0,0,1
6099,50,1,1,0,1,0,1,0,0,1
3924,26,1,2,0,1,0,1,0,0,0
3408,31,1,15,4,0,1,0,1,1,0
3154,23,1,6,1,1,0,0,1,1,1
2603,43,0,8,1,0,1,0,1,1,1
5316,55,0,2,1,1,0,1,0,1,1
1041,60,0,12,1,1,0,0,1,1,1
2007,24,1,3,1,0,1,0,1,0,1
2174,22,0,0,1,1,0,0,1,0,1
1044,24,0,4,0,0,1,0,1,0,0
6164,21,1,0,3,0,1,0,1,0,1
1312,49,0,1,12,1,0,0,1,0,1
2599,35,1,2,34,0,1,0,1,0,1
5934,31,0,6,3,1,0,0,1,0,1
4046,50,0,3,11,1,0,0,1,0,1
5942,21,1,5,1,0,1,0,1,1,1
5731,30,1,10,7,1,0,0,1,1,1
1029,32,0,0,6,0,1,0,1,0,1
2789,34,1,14,40,1,0,0,1,0,0
2419,23,0,1,0,1,0,0,1,1,1
757,32,0,4,108,1,0,0,1,1,1
3575,24,1,2,49,0,1,0,1,1,0
1708,51,0,0,1,0,1,0,1,1,1
990,21,1,0,1,1,0,0,1,1,1
2371,37,0,0,2,0,1,0,1,1,1
4104,30,0,0,0,1,0,0,1,0,1
5155,21,1,4,0,1,0,0,1,0,0
2923,28,0,0,0,1,0,0,1,1,1
2312,57,0,0,4,1,0,0,1,0,1
4983,31,1,5,37,1,0,0,1,0,1
5400,27,1,6,0,1,0,0,1,1,0
1333,32,1,2,0,0,1,0,1,0,1
370,25,1,2,0,1,0,0,1,0,1
2265,28,0,1,0,1,0,0,1,1,1
5783,40,0,1,1,1,0,0,1,0,1
1268,37,1,12,0,0,1,0,1,1,0
2376,27,0,0,0,1,0,0,1,0,1
2236,34,1,0,241,1,0,0,1,1,1
5300,28,1,2,0,1,0,0,1,1,1
4485,24,0,2,3,0,1,0,1,1,1
971,24,0,0,0,1,0,1,0,1,1
2409,34,0,22,1,1,0,0,1,1,0
5725,39,1,2,1,0,1,0,1,1,1
2494,45,1,7,0,1,0,1,0,0,1
4165,24,0,0,0,1,0,0,1,1,1
