,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
4516,67,0,0,1,1,0,1,0,1,1
3551,61,1,8,30,1,0,1,0,0,1
3279,39,1,19,179,1,0,0,1,1,0
841,45,0,2,47,1,0,0,1,0,1
5039,26,0,2,0,1,0,0,1,1,1
2444,21,1,1,0,1,0,0,1,1,0
4968,25,0,0,0,0,1,1,0,0,1
3067,20,0,0,0,1,0,0,1,0,1
3025,59,0,2,18,1,0,0,1,0,1
203,30,0,4,-1,1,0,0,1,1,1
581,31,0,5,6,1,0,0,1,1,1
2231,96,1,2,0,1,0,0,1,0,1
1168,44,0,0,0,0,1,0,1,0,1
993,23,0,0,0,0,1,1,0,1,1
5327,31,0,0,8,1,0,0,1,1,1
5860,44,0,0,0,1,0,1,0,1,1
859,27,1,11,2,0,1,0,1,1,0
1253,36,0,5,11,1,0,0,1,1,1
5278,26,1,0,2,1,0,0,1,0,1
3219,30,0,0,56,0,1,0,1,0,1
2556,46,0,7,18,0,1,1,0,1,0
3577,24,1,1,1,0,1,0,1,1,1
557,35,1,1,79,0,1,0,1,1,0
3100,56,0,0,0,0,1,0,1,0,1
3990,40,1,4,33,1,0,0,1,0,1
3045,31,0,2,1,1,0,1,0,0,1
3515,24,1,7,199,1,0,0,1,1,0
5796,24,0,0,1,0,1,1,0,1,1
1280,55,0,11,57,0,1,0,1,0,1
4008,23,1,5,1,1,0,0,1,1,1
4397,41,0,1,62,1,0,0,1,0,1
4804,29,1,17,15,1,0,0,1,1,0
2267,33,1,3,14,1,0,0,1,0,0
2898,23,1,0,4,0,1,0,1,0,0
3407,30,1,7,0,1,0,0,1,0,0
730,46,0,0,1,1,0,0,1,0,1
2453,37,1,2,0,1,0,0,1,1,1
2524,24,1,1,4,1,0,0,1,0,1
4395,42,1,4,0,0,1,1,0,0,1
5952,27,1,5,37,0,1,0,1,1,0
3898,21,0,0,2,1,0,0,1,1,1
4950,52,0,3,0,1,0,1,0,1,1
4772,37,0,8,1,0,1,0,1,1,1
927,54,0,0,0,0,1,1,0,0,1
131,52,1,13,1,1,0,0,1,0,1
5319,31,0,1,1,1,0,0,1,1,1
423,52,0,20,27,1,0,0,1,0,1
4152,22,1,1,38,1,0,0,1,1,0
4915,29,0,1,0,1,0,0,1,0,1
38,51,0,7,1,1,0,1,0,1,1
5568,58,0,0,1,0,1,0,1,1,1
1850,40,0,0,1,1,0,1,0,0,1
2651,30,0,4,3,1,0,0,1,0,1
2545,33,0,3,1,0,1,1,0,1,1
4529,36,0,1,0,0,1,0,1,1,1
2614,63,0,6,24,1,0,0,1,1,1
5251,21,0,2,0,1,0,0,1,0,1
6011,22,0,0,1,1,0,0,1,0,1
2329,50,0,10,0,1,0,0,1,0,1
2551,47,0,0,0,0,1,1,0,1,1
4704,24,0,0,1,0,1,0,1,1,1
5592,24,0,0,0,0,1,0,1,1,1
828,23,0,6,17,0,1,1,0,1,1
1179,23,0,1,5,0,1,0,1,1,0
5241,41,0,0,1,1,0,1,0,0,1
157,23,1,0,1,0,1,0,1,1,1
3648,39,1,11,1,1,0,1,0,0,1
2452,60,1,18,3,0,1,0,1,0,1
5271,55,1,8,6,1,0,0,1,0,1
4639,23,0,1,0,1,0,0,1,1,1
4824,23,1,4,0,1,0,0,1,1,1
5619,54,0,0,0,1,0,0,1,0,1
618,36,1,4,0,1,0,1,0,1,0
968,23,1,0,1,1,0,0,1,0,1
4133,40,1,15,72,1,0,0,1,1,0
4857,27,0,1,0,1,0,0,1,0,1
387,26,1,10,0,1,0,0,1,1,0
1928,44,1,0,1,1,0,0,1,0,1
1776,25,0,2,26,1,0,0,1,1,1
1185,38,1,14,4,1,0,1,0,1,0
2114,28,1,1,-1,0,1,0,1,0,1
3735,24,0,3,0,1,0,1,0,1,0
2318,37,0,5,0,1,0,0,1,1,1
5390,23,0,0,11,1,0,1,0,0,1
1222,48,1,9,3,1,0,0,1,1,1
4906,27,0,8,3,1,0,1,0,1,1
2634,56,0,6,1,1,0,0,1,1,1
2352,38,1,0,1,1,0,1,0,0,1
1129,30,0,6,133,1,0,0,1,1,1
5775,62,0,0,0,0,1,0,1,1,1
1101,29,1,7,1,0,1,0,1,0,0
5885,31,1,15,91,1,0,0,1,1,1
3498,38,1,2,9,1,0,0,1,0,1
4710,28,1,3,0,1,0,1,0,0,1
4305,57,0,0,109,0,1,0,1,0,1
2424,40,1,8,40,1,0,0,1,0,1
4762,28,1,7,0,1,0,0,1,1,0
2944,27,1,0,0,1,0,0,1,0,0
5074,69,0,0,0,1,0,0,1,0,1
1053,22,1,1,0,1,0,0,1,1,1
2309,30,1,0,0,1,0,0,1,1,1
1170,28,0,4,0,1,0,1,0,1,1
4124,49,0,4,3,0,1,1,0,0,1
444,24,0,0,15,1,0,0,1,0,1
1876,31,1,15,2,1,0,0,1,1,0
2042,22,0,0,2,0,1,0,1,1,0
3039,25,0,2,1,1,0,0,1,1,0
5968,31,0,0,-1,1,0,0,1,1,1
4326,34,1,11,0,1,0,0,1,1,0
1050,32,0,1,-1,1,0,0,1,1,1
954,43,1,9,0,1,0,0,1,1,1
5570,28,1,5,0,1,0,0,1,1,1
1741,21,1,0,0,1,0,0,1,0,1
5061,30,1,4,0,0,1,0,1,0,1
1671,25,0,0,1,1,0,1,0,0,1
4491,51,1,19,2,1,0,0,1,1,0
4880,30,0,0,3,1,0,0,1,1,1
454,32,0,20,0,1,0,0,1,0,0
5813,27,1,7,27,0,1,0,1,1,1
5150,52,1,0,0,0,1,1,0,0,1
1430,26,0,7,1,0,1,0,1,0,1
3772,20,1,1,15,1,0,0,1,0,0
4450,27,1,10,1,1,0,0,1,1,0
362,24,1,3,0,1,0,0,1,0,0
3455,23,0,4,3,1,0,0,1,1,0
2175,54,1,0,20,1,0,1,0,0,1
6020,63,0,1,1,1,0,0,1,1,1
3062,30,1,5,62,1,0,0,1,0,1
519,22,1,0,0,1,0,0,1,1,0
397,23,1,1,0,0,1,0,1,0,1
1267,27,0,2,0,0,1,0,1,0,1
3989,25,0,2,64,0,1,0,1,0,1
2975,38,1,5,3,1,0,0,1,0,1
4073,68,0,4,11,0,1,0,1,0,1
3888,29,0,0,28,1,0,1,0,0,1
1020,38,0,0,158,1,0,0,1,0,1
2511,20,0,0,0,1,0,1,0,1,1
3641,37,1,1,0,1,0,0,1,0,1
5492,26,1,7,1,1,0,0,1,1,0
558,23,1,2,19,0,1,0,1,0,1
3680,31,1,2,0,1,0,1,0,1,1
656,31,0,0,0,0,1,0,1,1,1
2521,54,0,2,39,0,1,0,1,0,1
3337,22,1,1,0,1,0,0,1,0,1
1909,25,0,0,0,0,1,0,1,0,1
3445,31,0,6,41,1,0,0,1,1,1
2357,20,1,1,1,1,0,0,1,0,1
5643,36,0,0,1,1,0,1,0,0,1
3723,24,1,0,1,0,1,0,1,1,0
674,23,0,0,1,0,1,1,0,0,1
3788,30,1,12,9,1,0,0,1,1,0
1489,58,0,1,0,1,0,0,1,0,1
3413,29,0,4,1,1,0,0,1,1,1
6052,22,1,0,1,1,0,1,0,1,1
1220,23,0,0,1,0,1,1,0,1,1
3851,22,0,0,1,1,0,0,1,0,0
4502,40,1,10,4,1,0,0,1,0,1
4231,39,0,1,1,1,0,0,1,0,1
3351,65,0,0,0,0,1,0,1,0,1
3673,31,1,4,26,0,1,0,1,0,1
3625,34,1,5,0,1,0,0,1,1,1
1992,27,1,8,1,1,0,0,1,1,1
1068,26,1,0,3,0,1,0,1,0,1
2264,33,0,1,0,0,1,0,1,0,1
1496,23,0,1,2,1,0,0,1,1,1
4789,22,0,1,0,1,0,1,0,0,1
3883,39,0,0,5,1,0,0,1,0,1
480,40,0,5,0,1,0,0,1,0,1
4641,29,1,7,8,1,0,1,0,0,1
5167,23,0,0,0,1,0,0,1,1,1
2272,37,0,3,0,0,1,0,1,1,1
4560,21,0,1,0,1,0,0,1,0,1
2555,25,1,5,236,1,0,0,1,1,0
2221,28,0,1,0,0,1,0,1,0,1
1295,56,0,0,-1,1,0,0,1,0,1
41,35,1,13,0,1,0,0,1,1,0
5283,32,1,1,21,0,1,0,1,1,1
2185,67,0,0,0,1,0,0,1,0,1
4770,47,1,7,0,1,0,1,0,1,0
6014,50,0,4,26,0,1,0,1,0,1
2508,23,1,2,7,1,0,0,1,0,0
3490,44,0,2,1,1,0,0,1,0,1
476,28,1,16,1,1,0,0,1,1,0
5639,51,0,0,5,0,1,0,1,1,1
3432,34,0,0,1,1,0,0,1,1,0
5907,26,1,8,1,1,0,0,1,1,0
2814,21,1,1,20,1,0,0,1,1,1
2284,41,0,13,2,1,0,0,1,1,1
497,30,1,0,1,0,1,0,1,0,1
1910,30,1,0,-1,1,0,0,1,0,1
2930,28,0,0,0,0,1,0,1,1,1
5406,32,0,7,1,1,0,0,1,0,1
3916,52,0,4,4,0,1,0,1,1,1
188,30,0,2,2,1,0,1,0,1,1
5753,27,1,2,0,1,0,0,1,1,0
3509,30,0,0,-1,1,0,1,0,1,1
2431,64,0,0,0,1,0,1,0,0,1
4562,34,0,4,0,0,1,0,1,1,1
4145,20,1,0,11,0,1,0,1,1,0
3260,28,0,0,0,0,1,1,0,1,1
1152,33,0,0,0,0,1,1,0,0,1
930,20,1,0,0,0,1,0,1,0,1
2515,24,0,0,0,1,0,0,1,1,1
5610,21,1,0,1,1,0,0,1,1,0
4375,35,1,3,0,0,1,0,1,1,1
356,22,0,3,106,1,0,0,1,1,1
5755,27,1,6,0,1,0,0,1,1,1
2974,46,1,7,36,1,0,0,1,0,1
5951,25,1,0,21,0,1,0,1,0,1
784,49,1,3,0,1,0,0,1,1,1
3506,28,0,0,0,1,0,1,0,1,1
2945,32,0,0,0,0,1,0,1,0,1
775,28,0,1,8,1,0,0,1,0,1
3470,37,1,4,1,0,1,0,1,0,1
682,36,1,3,1,1,0,0,1,1,1
1264,25,1,8,1,0,1,0,1,1,0
5427,22,1,1,0,1,0,0,1,0,1
4421,37,0,2,7,1,0,0,1,1,1
1784,35,1,1,1,1,0,0,1,1,1
3019,39,0,0,1,1,0,1,0,0,1
2841,40,1,5,30,1,0,0,1,1,1
2689,25,0,2,29,1,0,0,1,0,1
6038,52,0,1,1,0,1,0,1,0,1
5926,41,1,1,1,1,0,0,1,0,1
5700,21,0,1,15,0,1,0,1,1,1
3151,60,0,1,1,0,1,0,1,0,1
2725,28,1,9,8,1,0,0,1,0,0
3074,24,1,1,0,1,0,0,1,1,1
137,30,1,3,530,1,0,1,0,0,1
5356,26,0,0,1,0,1,0,1,0,1
6043,47,0,1,0,1,0,0,1,1,1
3977,55,0,0,0,1,0,0,1,0,1
5533,39,0,2,18,1,0,0,1,0,1
670,22,1,1,4,1,0,0,1,1,0
3814,56,1,5,597,1,0,0,1,1,1
1988,67,0,3,1,1,0,0,1,0,1
1827,46,1,5,2,1,0,0,1,1,1
4112,30,0,2,1,1,0,0,1,0,1
2073,38,0,0,4,1,0,1,0,1,1
5693,57,0,2,0,0,1,0,1,1,1
1647,20,1,0,1,1,0,0,1,0,1
4661,26,1,10,1,1,0,0,1,1,0
1033,25,1,2,0,1,0,1,0,1,0
4431,51,1,8,3,0,1,0,1,1,1
374,50,0,3,-1,1,0,1,0,1,1
3142,53,0,2,40,1,0,0,1,0,1
3086,26,0,1,0,0,1,1,0,0,1
1887,46,1,10,9,1,0,0,1,1,1
949,33,1,4,1,0,1,0,1,1,1
4627,32,0,1,2,1,0,0,1,0,1
5249,48,1,5,0,1,0,0,1,1,1
4923,32,1,4,1,0,1,0,1,0,1
4619,21,1,1,0,1,0,1,0,1,1
3208,24,0,0,-1,1,0,0,1,1,1
3946,36,1,3,1,1,0,1,0,0,1
1976,25,1,0,3,1,0,0,1,0,1
2805,23,1,0,18,1,0,0,1,0,0
868,26,0,0,2,1,0,0,1,0,1
5551,34,1,10,13,1,0,1,0,0,0
2753,29,0,1,14,1,0,0,1,0,1
1692,30,1,14,2,1,0,0,1,1,0
4681,30,1,6,0,0,1,0,1,0,1
3668,40,0,1,1,0,1,0,1,0,1
2675,33,0,9,0,1,0,0,1,0,1
385,28,1,1,4,1,0,0,1,0,1
4838,28,0,0,0,1,0,0,1,0,1
3950,25,0,1,0,1,0,0,1,1,1
2518,22,0,0,1,1,0,0,1,0,1
4904,32,0,2,1,0,1,0,1,1,1
2688,56,0,1,1,1,0,1,0,1,1
2549,25,1,0,1,1,0,1,0,1,1
5898,24,1,0,0,1,0,1,0,1,1
5021,48,0,0,9,0,1,1,0,1,1
1105,22,1,0,0,1,0,0,1,1,0
6034,47,0,0,1,0,1,0,1,1,1
2946,28,1,7,77,1,0,0,1,1,1
2827,33,1,1,1,0,1,0,1,1,1
1457,27,0,10,7,1,0,0,1,1,0
3873,20,1,0,0,0,1,0,1,0,1
5535,29,1,1,0,0,1,0,1,1,1
420,38,0,0,1,1,0,0,1,1,1
2796,30,1,8,64,1,0,0,1,1,0
650,25,0,6,6,1,0,0,1,1,1
5494,63,0,2,1,0,1,0,1,1,1
2632,21,1,0,0,0,1,0,1,1,0
736,22,0,1,1,1,0,1,0,0,1
5517,67,0,0,1,1,0,0,1,0,1
5929,29,0,3,0,1,0,1,0,0,1
3150,52,0,3,0,0,1,1,0,0,1
5142,37,1,0,0,0,1,0,1,0,1
194,23,0,2,71,1,0,0,1,1,0
1649,24,0,6,310,0,1,1,0,1,1
3818,29,0,0,1,1,0,0,1,1,1
2752,21,1,3,17,0,1,0,1,1,0
3246,24,1,8,214,1,0,0,1,1,0
1091,44,0,2,2,1,0,0,1,1,1
688,35,0,7,1,1,0,0,1,1,1
2592,32,1,12,1,0,1,0,1,1,0
3352,33,1,5,119,1,0,0,1,0,1
6091,26,1,2,199,1,0,0,1,0,1
313,25,1,7,127,1,0,0,1,1,0
236,25,0,0,0,1,0,1,0,0,1
1399,37,0,2,1,0,1,0,1,0,1
1582,25,0,1,0,1,0,0,1,0,1
2106,22,1,0,0,0,1,0,1,0,1
473,50,0,3,0,0,1,0,1,1,1
599,23,0,0,0,0,1,0,1,0,1
4791,26,0,0,6,0,1,1,0,1,0
4733,31,1,2,1,1,0,1,0,0,0
5341,33,1,6,152,1,0,0,1,0,1
6138,22,0,1,0,1,0,1,0,0,1
2943,23,0,0,2,0,1,0,1,0,1
1075,24,1,0,182,1,0,0,1,1,1
1031,47,0,0,0,0,1,0,1,0,1
5304,36,1,17,15,1,0,0,1,1,0
5198,28,0,0,0,1,0,0,1,1,1
5870,33,1,5,2,1,0,1,0,0,1
348,58,0,2,1,0,1,1,0,0,1
5185,43,0,2,0,1,0,0,1,0,1
3502,45,0,1,1,0,1,0,1,0,1
629,30,1,22,3,1,0,0,1,0,1
1400,30,1,21,1,1,0,0,1,1,1
3179,31,1,4,24,1,0,0,1,1,0
707,25,1,3,0,1,0,0,1,1,0
2498,58,0,0,0,0,1,0,1,0,1
5095,22,1,0,32,1,0,0,1,0,1
6097,30,1,3,2,1,0,0,1,1,1
2977,32,0,0,0,1,0,0,1,0,1
560,35,0,0,1,0,1,0,1,1,1
3238,33,0,0,0,1,0,0,1,1,1
107,33,1,19,0,1,0,0,1,1,0
759,29,0,1,179,1,0,1,0,1,1
3654,29,1,6,0,1,0,0,1,1,1
2006,57,0,0,27,1,0,0,1,0,1
216,23,1,1,1,1,0,0,1,0,1
2160,33,1,3,9,1,0,1,0,1,1
2189,22,0,0,-1,1,0,0,1,1,1
3618,21,1,0,0,1,0,1,0,1,1
3824,29,0,0,1,0,1,1,0,1,1
3982,55,0,0,0,1,0,0,1,0,1
1802,46,0,0,1,1,0,1,0,1,1
510,22,1,11,0,1,0,0,1,1,0
5609,29,1,9,4,1,0,0,1,1,1
253,23,1,4,11,0,1,0,1,1,0
991,27,1,3,3,1,0,1,0,1,0
5028,26,0,0,1,0,1,0,1,0,1
4189,53,1,3,2,0,1,0,1,0,1
2677,31,0,5,1,1,0,0,1,0,1
165,23,1,0,0,1,0,0,1,1,1
1803,29,1,12,5,1,0,0,1,1,0
3631,25,1,1,0,1,0,0,1,1,1
5403,33,0,0,1,0,1,0,1,0,1
401,24,0,0,1,1,0,0,1,0,0
1982,24,1,1,6,1,0,0,1,1,1
923,32,0,6,27,0,1,0,1,0,1
3359,29,1,29,5,1,0,0,1,1,0
2077,53,0,1,0,0,1,0,1,0,1
1808,34,0,1,2,1,0,0,1,0,1
4182,36,1,13,2,1,0,0,1,1,0
1282,28,0,3,0,1,0,0,1,1,1
4354,38,0,8,15,0,1,0,1,1,1
1428,21,1,0,0,1,0,0,1,0,0
13,37,0,0,0,0,1,0,1,0,1
3703,55,0,0,1,1,0,0,1,1,1
753,32,0,1,1,1,0,0,1,1,1
3877,38,0,10,0,0,1,0,1,1,1
2159,32,0,0,0,1,0,1,0,1,1
1594,25,0,0,1,1,0,0,1,1,0
3530,30,1,9,1,1,0,0,1,1,1
604,22,0,1,0,1,0,0,1,1,1
1540,46,0,2,3,1,0,1,0,0,1
774,24,0,0,1,1,0,0,1,0,1
4089,36,1,2,2,1,0,0,1,1,1
3697,30,1,1,-1,1,0,0,1,0,1
1271,72,0,1,1,0,1,0,1,0,1
4972,31,1,19,0,1,0,0,1,0,1
4742,21,1,0,2,1,0,0,1,0,1
772,28,0,3,45,0,1,1,0,0,1
2532,29,1,0,6,1,0,0,1,0,1
1490,29,0,2,2,1,0,0,1,0,1
2617,21,1,1,86,1,0,0,1,1,0
3466,20,1,2,2,1,0,0,1,1,0
1445,35,0,4,13,1,0,1,0,0,1
920,49,0,0,0,1,0,0,1,0,1
3744,44,0,0,34,0,1,0,1,1,1
4736,57,1,16,12,0,1,0,1,1,1
3739,23,1,0,1,1,0,1,0,0,1
4075,39,1,19,0,0,1,0,1,1,1
4337,44,1,6,194,1,0,0,1,1,1
5838,26,1,2,19,1,0,0,1,0,1
5308,28,1,4,5,1,0,0,1,1,1
158,57,0,1,19,1,0,0,1,0,1
1028,36,0,0,24,1,0,0,1,0,1
106,52,0,3,0,0,1,0,1,0,0
4530,58,0,10,0,0,1,0,1,0,1
5910,26,1,4,2,1,0,0,1,0,1
5749,22,0,0,1,0,1,0,1,1,1
5887,21,0,0,5,1,0,0,1,1,0
672,24,1,0,0,1,0,0,1,1,1
2483,28,0,0,1,1,0,1,0,0,1
457,24,1,9,10,0,1,0,1,0,0
5414,28,1,9,12,0,1,1,0,1,0
1378,43,0,1,1,1,0,0,1,1,1
2743,28,0,21,1,1,0,0,1,1,0
5034,32,0,0,0,0,1,0,1,0,1
1414,19,1,0,2,0,1,0,1,0,1
5835,24,0,1,24,0,1,0,1,1,1
2644,21,0,0,46,1,0,0,1,1,1
1310,49,1,2,11,0,1,1,0,0,1
880,25,0,1,0,1,0,0,1,0,1
3862,20,1,1,1,1,0,0,1,1,1
6040,47,1,7,57,1,0,0,1,1,1
3267,47,0,3,2,1,0,0,1,0,1
6128,23,1,0,1,1,0,0,1,1,1
3130,28,0,0,0,0,1,1,0,0,1
6025,52,0,0,1,0,1,1,0,0,1
2889,50,0,1,0,1,0,0,1,0,1
4130,28,0,3,50,1,0,0,1,0,1
3845,22,1,0,6,1,0,0,1,0,1
111,37,0,2,1,0,1,1,0,0,1
6105,31,1,9,0,1,0,1,0,1,0
337,52,1,4,7,1,0,0,1,0,1
3869,23,0,1,0,1,0,1,0,1,1
2468,29,0,0,1,1,0,0,1,1,0
1367,36,0,0,0,1,0,0,1,1,1
4399,30,1,4,1,0,1,0,1,1,1
2010,28,1,10,3,0,1,1,0,1,1
5377,52,1,0,0,1,0,1,0,1,1
3024,22,1,2,16,1,0,0,1,1,1
2747,34,1,9,17,1,0,0,1,1,0
2210,37,0,0,0,0,1,0,1,0,1
3778,21,0,1,1,0,1,0,1,1,1
3872,33,1,18,0,1,0,0,1,1,0
3747,42,0,0,0,1,0,0,1,0,1
5577,34,0,10,1,1,0,0,1,1,1
2111,23,0,0,1,0,1,0,1,0,1
2025,21,1,0,1,1,0,0,1,1,1
3082,36,0,0,3,1,0,0,1,0,1
344,53,0,11,110,1,0,0,1,1,1
3320,34,1,0,31,1,0,1,0,0,0
3749,25,1,7,20,1,0,0,1,1,0
4161,43,0,0,0,0,1,0,1,0,1
1714,42,0,1,2,0,1,0,1,0,1
1458,52,0,0,0,0,1,1,0,0,1
5585,21,0,2,1,1,0,1,0,1,0
2438,20,1,1,0,0,1,0,1,1,1
2293,35,0,0,0,1,0,0,1,1,1
6158,23,0,0,2,1,0,0,1,0,0
5890,25,0,3,1,1,0,0,1,1,1
500,25,0,0,0,0,1,0,1,1,1
802,21,0,1,108,1,0,0,1,1,0
3505,51,1,0,7,0,1,1,0,0,1
2343,25,1,3,0,0,1,0,1,1,0
3375,23,0,0,3,0,1,0,1,1,0
11,47,1,1,14,1,0,1,0,0,1
4988,46,0,0,1,0,1,0,1,1,1
495,22,0,0,-1,0,1,1,0,0,1
693,32,1,1,0,0,1,1,0,0,1
6060,51,1,0,1,1,0,0,1,0,1
129,26,0,0,0,0,1,1,0,0,1
2594,21,0,1,0,0,1,0,1,0,1
4545,36,0,1,0,0,1,1,0,1,1
5418,48,1,3,1,1,0,0,1,1,1
3572,28,1,2,1,1,0,0,1,0,1
486,38,0,15,0,1,0,0,1,1,1
2220,30,0,7,0,1,0,0,1,1,1
3269,34,0,0,1,0,1,1,0,0,1
4863,53,0,5,2,0,1,0,1,1,1
3410,26,1,2,0,1,0,0,1,0,0
5554,22,1,2,24,0,1,0,1,0,1
5085,29,0,2,1,0,1,0,1,0,1
2158,37,0,7,1,1,0,1,0,1,1
3291,30,1,4,1,1,0,1,0,0,1
3725,30,0,4,29,1,0,1,0,0,1
789,46,0,0,1,0,1,0,1,1,1
4745,30,0,3,2,0,1,0,1,0,1
6123,29,1,7,4,1,0,0,1,1,1
2296,31,1,8,3,0,1,0,1,1,0
1756,39,1,4,0,1,0,0,1,0,1
186,48,0,0,1,1,0,0,1,1,1
1783,21,0,0,5,1,0,0,1,0,1
5393,53,1,9,117,1,0,0,1,0,1
1838,29,1,3,1,1,0,0,1,1,1
671,31,0,2,0,0,1,0,1,0,1
2874,36,0,11,0,1,0,0,1,1,1
698,43,0,0,0,0,1,0,1,0,1
4718,27,1,7,34,1,0,0,1,1,0
754,24,1,3,97,1,0,0,1,0,1
1899,35,0,13,0,1,0,0,1,1,0
1021,38,0,3,1,1,0,0,1,1,1
1409,28,0,0,-1,1,0,0,1,0,1
5113,50,0,2,0,0,1,0,1,0,1
2203,37,0,0,1,0,1,0,1,0,1
525,23,0,3,5,1,0,1,0,0,0
5894,42,0,0,1,1,0,1,0,0,1
3590,45,0,1,0,0,1,0,1,0,1
1106,32,1,4,1,0,1,0,1,1,1
6064,44,1,0,1,0,1,0,1,0,1
992,50,0,4,2,0,1,0,1,1,1
4977,49,1,12,2,1,0,0,1,0,1
1331,57,0,0,1,0,1,1,0,0,1
5854,23,0,0,0,1,0,0,1,1,1
4090,41,1,24,1,1,0,0,1,1,0
835,23,1,2,6,1,0,0,1,1,1
4183,32,1,13,38,0,1,0,1,1,0
5124,28,1,0,15,1,0,0,1,1,1
5752,30,0,14,5,1,0,0,1,1,1
4501,29,1,6,22,1,0,0,1,1,1
1334,30,0,11,0,1,0,0,1,1,0
3962,31,1,8,0,1,0,0,1,1,0
2043,26,0,0,1,0,1,1,0,1,1
3296,46,1,2,2,1,0,0,1,0,1
2123,29,0,1,0,1,0,0,1,0,1
2300,41,1,25,185,1,0,0,1,1,0
3035,20,1,1,1,1,0,0,1,1,0
3305,42,0,0,1,1,0,0,1,1,1
2146,62,0,0,3,0,1,1,0,0,1
5769,31,0,6,25,1,0,0,1,1,1
4454,37,0,0,0,1,0,0,1,0,1
3932,25,1,0,1,0,1,0,1,1,1
309,21,1,0,12,1,0,0,1,1,1
396,58,1,12,3,0,1,0,1,1,1
1930,35,1,12,0,1,0,1,0,1,1
901,53,0,0,0,1,0,0,1,0,1
1363,51,1,5,20,0,1,1,0,0,1
4418,29,1,8,0,1,0,0,1,0,1
1382,33,0,7,0,0,1,1,0,0,1
765,57,0,1,0,0,1,1,0,0,1
5467,51,1,12,151,1,0,0,1,1,0
5985,26,1,4,0,1,0,0,1,1,1
151,58,0,0,0,1,0,0,1,0,1
1843,26,1,5,1,1,0,0,1,0,1
2082,23,1,4,0,1,0,0,1,1,0
3980,22,1,0,1,1,0,0,1,1,1
5601,23,1,0,0,0,1,1,0,1,1
1218,52,0,1,24,1,0,0,1,0,1
4188,30,1,3,2,0,1,0,1,0,1
97,37,0,3,1,1,0,0,1,1,1
1754,32,0,0,1,1,0,0,1,0,1
1820,21,1,1,49,1,0,0,1,1,0
5997,33,1,9,2,0,1,0,1,1,0
2328,22,0,0,11,1,0,0,1,1,1
926,32,0,0,-1,1,0,0,1,1,1
5158,34,0,1,1,0,1,1,0,1,1
314,53,0,1,0,0,1,1,0,0,1
577,23,1,2,80,0,1,0,1,1,0
675,63,0,0,0,0,1,0,1,1,1
3420,34,1,0,0,0,1,0,1,1,1
3813,38,0,1,1,0,1,1,0,0,1
496,23,0,1,9,0,1,0,1,0,1
5305,25,0,0,0,1,0,1,0,0,1
5817,22,0,1,24,0,1,0,1,0,1
448,31,0,0,0,1,0,0,1,1,1
5157,52,1,2,33,1,0,0,1,1,0
1131,20,1,0,1,1,0,0,1,1,1
3326,45,0,2,0,1,0,0,1,0,1
886,55,1,17,25,1,0,0,1,1,0
187,37,1,4,1,1,0,0,1,0,1
2204,38,1,1,7,1,0,0,1,1,1
