,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,y
106,1,27.67,2.0,2,14,8,1.0,1,1,4,0,2,140,7545,1
317,0,50.08,12.54,2,6,4,2.29,1,1,3,1,2,156,1,1
646,0,19.75,0.75,2,8,4,0.795,1,1,5,1,2,140,6,0
505,1,19.33,9.5,2,11,4,1.0,1,0,0,1,2,60,401,1
259,1,35.0,3.375,2,8,8,8.29,0,0,0,1,2,0,1,0
308,0,22.67,0.75,2,8,4,2.0,0,1,2,1,2,200,395,0
683,0,48.17,1.335,2,3,7,0.335,0,0,0,0,2,0,121,0
70,1,48.75,26.335,1,1,1,0.0,1,0,0,1,2,0,1,0
255,1,20.42,1.835,2,8,4,2.25,1,1,1,0,2,100,151,1
464,0,57.58,2.0,2,1,1,6.5,0,1,1,0,2,0,11,0
62,1,18.5,2.0,2,3,4,1.5,1,1,2,0,2,120,301,1
194,1,23.42,0.585,2,8,8,0.085,1,0,0,0,2,180,1,0
39,0,47.42,3.0,2,14,4,13.875,1,1,2,1,2,519,1705,1
504,1,13.75,4.0,1,9,4,1.75,1,1,2,1,2,120,1001,1
686,1,20.67,0.415,2,8,4,0.125,0,0,0,0,2,0,45,0
453,1,42.0,0.205,2,3,8,5.125,1,0,0,0,2,400,1,1
540,0,22.67,0.79,2,3,4,0.085,0,0,0,0,2,144,1,0
289,0,36.75,4.71,2,1,1,0.0,0,0,0,0,2,160,1,0
165,1,18.25,0.165,2,2,4,0.25,0,0,0,1,1,280,1,0
595,1,22.0,7.835,1,3,5,0.165,0,0,0,1,2,184,1,0
65,1,42.0,9.79,2,14,8,7.96,1,1,8,0,2,0,1,1
44,1,23.75,0.415,1,8,4,0.04,0,1,2,0,2,128,7,0
376,1,28.25,0.875,2,7,4,0.96,1,1,3,1,2,396,1,1
128,0,46.0,4.0,2,5,3,0.0,1,0,0,0,2,100,961,1
344,1,22.67,0.165,2,8,3,2.25,0,0,0,1,1,0,1,1
77,1,29.83,3.5,2,8,4,0.165,0,0,0,0,2,216,1,0
442,1,25.83,12.835,2,13,4,0.5,0,0,0,0,2,0,3,0
630,1,32.0,1.75,1,10,8,0.04,1,0,0,1,2,393,1,1
55,1,27.83,1.5,2,9,4,2.0,1,1,11,1,2,434,36,1
181,0,33.75,0.75,2,4,5,1.0,1,1,3,1,2,212,1,0
415,0,30.25,5.5,2,4,4,5.5,0,0,0,1,1,100,1,0
586,1,43.25,25.21,2,11,8,0.21,1,1,1,0,2,760,91,0
146,1,76.75,22.29,2,10,9,12.75,1,1,1,1,2,0,110,1
617,0,27.58,3.0,2,7,4,2.79,0,1,1,1,2,280,11,0
554,0,33.92,1.585,1,1,1,0.0,1,0,0,0,2,320,1,0
99,0,20.42,0.835,2,11,4,1.585,1,1,1,0,2,0,1,1
433,1,27.83,1.54,2,9,4,3.75,1,1,5,1,2,100,4,1
345,0,23.42,0.79,1,11,4,1.5,1,1,2,1,2,80,401,1
626,0,28.58,1.665,2,11,4,2.415,1,0,0,1,2,440,1,0
444,1,20.08,0.25,2,11,4,0.125,0,0,0,0,2,200,1,0
284,1,31.58,0.75,1,6,4,3.5,0,0,0,1,2,320,1,0
560,0,33.25,2.5,1,8,4,2.5,0,0,0,1,2,0,3,0
334,0,42.25,1.75,1,8,4,0.0,0,0,0,1,2,150,2,0
499,1,20.42,7.0,2,8,4,1.625,1,1,3,0,2,200,1392,1
47,1,16.17,0.04,2,8,4,0.04,0,0,0,0,2,0,1,1
178,1,41.17,4.04,2,13,8,7.0,1,1,8,0,2,320,1,1
439,1,22.25,0.46,2,4,4,0.125,0,0,0,1,2,280,56,0
91,1,42.75,4.085,2,6,4,0.04,0,0,0,0,2,108,101,0
256,1,37.5,1.125,1,2,4,1.5,0,0,0,1,2,431,1,1
509,1,29.17,3.5,2,9,4,3.5,1,1,3,1,2,329,1,0
384,0,41.17,6.5,2,11,4,0.5,1,1,3,1,2,145,1,1
250,1,24.08,9.0,2,6,4,0.25,0,0,0,1,2,0,1,0
565,0,44.17,6.665,2,11,4,7.375,1,1,3,1,2,0,1,1
402,1,19.33,10.915,2,8,5,0.585,0,1,2,1,2,200,8,0
184,1,23.33,11.625,1,9,4,0.835,1,0,0,1,2,160,301,1
316,0,38.58,5.0,2,13,4,13.5,1,0,0,1,2,980,1,0
124,0,31.25,3.75,2,13,8,0.625,1,1,9,1,2,181,1,1
537,1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,1
329,1,52.42,1.5,2,2,4,3.75,0,0,0,1,2,0,351,0
349,1,31.0,2.085,2,8,4,0.085,0,0,0,0,2,300,1,0
634,1,18.58,10.29,2,1,1,0.415,0,0,0,0,2,80,1,0
351,1,27.42,12.5,2,6,5,0.25,0,0,0,1,2,720,1,0
544,1,37.75,7.0,2,11,8,11.5,1,1,7,1,2,300,6,0
600,0,20.75,9.54,2,3,4,0.04,0,0,0,0,2,200,1001,0
32,1,52.33,1.375,1,8,8,9.46,1,0,0,1,2,200,101,0
418,0,31.57,11.25,2,1,1,0.0,0,0,0,0,2,184,5201,0
94,0,18.17,10.0,1,11,8,0.165,0,0,0,0,2,340,1,0
689,1,41.0,0.04,2,10,4,0.04,0,1,1,0,1,560,1,1
71,0,30.42,1.375,2,9,8,0.04,0,1,3,0,2,0,34,0
480,0,25.0,12.33,2,13,8,3.5,1,1,6,0,2,400,459,1
4,1,20.17,8.17,2,6,4,1.96,1,1,14,0,2,60,159,1
2,0,29.58,1.75,1,4,4,1.25,0,0,0,1,2,280,1,0
145,0,68.67,15.0,2,10,9,0.0,1,1,14,0,2,0,3377,1
673,1,24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,1
192,0,28.58,3.54,2,3,5,0.5,1,0,0,1,2,171,1,0
159,1,47.83,4.165,2,14,5,0.085,0,0,0,1,2,520,1,0
398,1,23.25,12.625,2,8,4,0.125,0,1,2,0,2,0,5553,0
87,0,47.0,13.0,2,3,5,5.165,1,1,9,1,2,0,1,1
524,1,21.83,11.0,2,14,4,0.29,1,1,6,0,2,121,1,1
416,0,24.58,0.67,2,6,8,1.75,1,0,0,0,2,400,1,0
639,1,48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,1
72,1,29.42,1.25,2,9,4,1.75,0,0,0,0,2,200,1,0
173,1,62.5,12.75,1,8,8,5.0,1,0,0,0,2,112,1,0
490,1,27.58,2.04,1,6,4,2.0,1,1,3,1,2,370,561,1
633,1,25.42,0.54,2,9,4,0.165,0,1,1,0,2,272,445,0
170,0,27.67,1.5,2,7,4,2.0,1,0,0,0,1,368,1,0
54,1,27.58,3.25,1,11,8,5.085,0,1,2,1,2,369,2,0
578,0,25.42,1.125,2,11,4,1.29,1,1,2,0,2,200,1,0
511,1,18.17,10.25,2,8,8,1.085,0,0,0,0,2,320,14,0
130,0,24.75,12.5,2,6,4,1.5,1,1,12,1,2,120,568,1
506,0,21.92,11.665,2,4,8,0.085,0,0,0,0,2,320,6,0
685,1,31.57,10.5,2,14,4,6.5,1,0,0,0,2,0,1,1
466,0,65.17,14.0,2,1,1,0.0,1,1,11,1,2,0,1401,1
10,1,33.5,1.75,2,14,8,4.5,1,1,4,1,2,253,858,1
116,0,20.75,10.335,2,13,8,0.335,1,1,1,1,2,80,51,1
362,0,27.25,0.29,2,7,8,0.125,0,1,1,1,2,272,109,0
90,1,27.75,1.29,2,4,8,0.25,0,0,0,1,1,140,1,0
426,1,22.83,3.0,2,7,4,1.29,1,1,1,0,2,260,801,1
650,1,26.0,1.0,2,11,4,1.75,1,0,0,1,2,280,1,1
37,1,39.58,13.915,2,9,4,8.625,1,1,6,1,2,70,1,1
260,1,16.33,2.75,2,6,4,0.665,0,1,1,0,2,80,22,0
660,1,26.67,2.71,1,13,4,5.25,1,1,1,0,2,211,1,1
365,0,50.25,0.835,2,6,4,0.5,0,0,0,1,2,240,118,0
396,0,22.5,8.5,2,11,4,1.75,1,1,10,0,2,80,991,0
562,1,23.0,0.625,1,6,4,0.125,1,0,0,0,2,180,2,0
88,1,34.17,5.25,2,9,4,0.085,0,0,0,1,2,290,7,1
21,0,19.17,0.585,1,6,4,0.585,1,0,0,1,2,160,1,0
603,0,26.92,13.5,2,11,8,5.0,1,1,2,0,2,0,5001,1
277,1,16.25,0.835,2,7,4,0.085,1,0,0,0,1,200,1,0
474,1,33.58,0.335,1,13,4,0.085,0,0,0,0,2,180,1,0
107,1,22.25,9.0,2,6,4,0.085,0,0,0,0,2,0,1,0
538,0,35.42,12.0,2,11,8,14.0,1,1,8,0,2,0,6591,1
423,0,24.08,0.5,2,11,8,1.25,1,1,1,0,2,0,679,1
50,1,32.33,3.5,2,4,4,0.5,0,0,0,1,2,232,1,0
479,1,31.57,5.0,1,6,4,8.5,1,0,0,0,2,0,1,0
665,1,31.57,4.0,1,3,4,0.085,0,0,0,1,2,411,1,0
36,1,25.0,12.5,2,6,4,3.0,1,0,0,1,1,20,1,1
141,0,22.25,1.25,1,1,1,3.25,0,0,0,0,2,280,1,0
17,0,18.92,9.0,2,6,4,0.75,1,1,2,0,2,88,592,1
335,1,23.58,0.835,2,3,8,0.085,0,0,0,1,2,220,6,0
592,1,36.08,2.54,2,1,1,0.0,0,0,0,0,2,0,1001,0
389,0,28.17,0.375,2,11,4,0.585,1,1,4,0,2,80,1,1
579,1,40.58,1.5,2,3,5,0.0,0,0,0,0,1,300,1,0
51,1,21.08,4.125,1,3,8,0.04,0,0,0,0,2,140,101,0
98,0,17.33,9.5,2,6,4,1.75,0,1,10,1,2,0,11,0
109,1,32.33,2.5,2,8,4,1.25,0,0,0,1,2,280,1,0
200,0,20.33,10.0,2,8,8,1.0,1,1,4,0,2,50,1466,1
364,1,30.75,1.585,2,2,4,0.585,0,0,0,1,1,0,1,0
654,1,31.57,0.375,2,2,4,0.875,1,0,0,1,1,928,1,0
561,1,43.25,3.0,2,11,8,6.0,1,1,11,0,2,80,1,1
428,0,24.83,4.5,2,9,4,1.0,0,0,0,1,2,360,7,0
431,1,32.08,4.0,1,13,4,1.5,0,0,0,1,2,120,1,0
38,0,47.75,8.0,2,8,4,7.875,1,1,6,1,2,0,1261,1
481,1,21.5,9.75,2,8,4,0.25,1,0,0,0,2,140,1,0
635,1,21.67,1.165,1,4,4,2.5,1,1,1,0,2,180,21,0
164,1,42.75,3.0,2,3,5,1.0,1,0,0,0,2,0,201,0
123,0,57.08,19.5,2,8,4,5.5,1,1,7,0,2,0,3001,1
616,0,20.08,1.25,2,8,4,0.0,0,0,0,0,2,0,1,0
397,0,22.92,1.25,2,11,4,0.25,0,0,0,1,2,120,810,0
587,0,38.25,6.0,2,4,4,1.0,1,0,0,1,2,0,1,1
359,1,25.17,3.0,2,8,4,1.25,0,1,1,0,2,0,23,0
588,1,37.42,2.04,2,9,4,0.04,1,0,0,1,2,400,5801,1
195,1,25.0,11.25,2,8,4,2.5,1,1,17,0,2,200,1209,1
281,1,18.33,1.21,1,10,2,0.0,0,0,0,0,2,100,1,0
221,1,20.0,7.0,2,8,4,0.5,0,0,0,0,2,0,1,0
