,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
1246,21,0,1,8,1,0,0,1,1,0
5248,29,0,8,5,0,1,0,1,1,0
4534,46,0,2,7,1,0,0,1,0,1
4480,37,1,0,1,0,1,0,1,1,1
4881,41,0,19,220,1,0,0,1,1,0
2584,55,1,0,30,0,1,0,1,0,1
6140,61,0,1,-1,0,1,1,0,0,1
3178,32,1,6,2,0,1,0,1,1,1
4974,60,1,1,1,0,1,0,1,0,1
3495,28,1,3,0,1,0,0,1,0,1
524,55,1,9,3,0,1,0,1,1,1
1069,53,0,1,0,0,1,1,0,0,1
5589,45,1,5,1,1,0,0,1,0,1
5054,28,0,1,0,0,1,1,0,0,1
2734,48,0,0,-1,0,1,0,1,0,1
304,36,0,1,95,1,0,0,1,0,1
1745,30,1,5,2,1,0,0,1,0,1
815,27,1,10,1,1,0,0,1,1,1
3539,26,0,2,0,0,1,1,0,0,1
3808,25,1,13,5,1,0,0,1,0,1
1599,37,1,11,1,1,0,0,1,0,0
944,25,0,1,266,1,0,0,1,0,1
3865,31,1,0,-1,1,0,0,1,0,0
3804,41,0,0,0,1,0,0,1,0,1
1066,31,1,4,0,1,0,0,1,1,1
5024,23,1,1,19,1,0,0,1,0,1
6068,23,0,2,2,1,0,0,1,0,1
5303,25,1,1,1,1,0,0,1,1,0
249,39,1,6,2,1,0,0,1,1,1
2797,41,0,0,0,1,0,0,1,1,1
5284,38,1,7,39,1,0,1,0,1,0
6042,67,0,1,0,1,0,0,1,0,1
541,58,1,4,1,1,0,1,0,1,1
4427,25,0,0,1,0,1,0,1,1,1
2495,37,0,3,1,0,1,0,1,1,1
2954,36,0,8,1,0,1,0,1,0,1
1980,20,1,0,8,1,0,0,1,0,1
5845,41,0,3,0,0,1,0,1,0,1
4928,34,0,0,1,0,1,0,1,0,1
315,24,0,0,1,1,0,1,0,1,1
5177,22,0,0,53,0,1,0,1,1,0
2890,52,0,1,0,1,0,0,1,0,1
569,59,0,2,29,1,0,1,0,0,1
4964,21,1,1,0,1,0,0,1,1,1
1858,51,0,1,7,1,0,0,1,1,1
3575,24,1,2,49,0,1,0,1,1,0
833,30,1,4,1,0,1,0,1,1,1
5850,31,0,0,81,1,0,0,1,0,1
1914,27,1,7,10,1,0,0,1,1,1
1224,28,1,3,1,1,0,0,1,0,1
4684,25,1,1,68,1,0,0,1,0,1
2509,23,1,3,3,1,0,0,1,0,1
1290,22,1,0,0,0,1,0,1,0,1
2411,23,1,1,1,0,1,0,1,1,1
4715,36,0,0,0,1,0,0,1,0,1
238,43,0,0,41,1,0,0,1,1,1
2664,38,1,3,4,1,0,0,1,1,1
5911,51,1,2,0,0,1,0,1,0,1
958,52,0,1,0,1,0,1,0,1,1
4474,33,1,12,1,1,0,0,1,1,0
3211,51,0,3,2,1,0,0,1,1,1
5827,30,0,0,1,0,1,0,1,0,1
5809,23,1,0,0,0,1,0,1,1,1
6154,35,1,8,62,0,1,0,1,1,1
5200,30,1,0,37,1,0,0,1,0,0
5337,26,0,1,0,1,0,0,1,1,1
3368,29,0,2,22,1,0,0,1,0,1
4333,22,1,0,2,1,0,0,1,0,1
948,33,1,16,0,1,0,0,1,1,0
2960,26,1,1,0,0,1,0,1,1,1
4692,21,1,0,1,1,0,0,1,1,1
51,35,0,5,0,1,0,0,1,1,1
5194,40,0,4,1,1,0,0,1,0,1
6143,24,1,0,0,1,0,1,0,1,1
1712,25,1,4,0,1,0,0,1,1,1
2950,25,1,1,0,1,0,0,1,1,1
2215,67,0,0,0,0,1,0,1,0,1
4634,51,0,0,-1,0,1,0,1,0,1
4272,23,0,1,0,1,0,1,0,1,1
509,40,0,0,1,1,0,0,1,1,1
4524,33,0,2,1,1,0,0,1,0,1
5986,47,0,4,0,0,1,1,0,1,1
2777,32,1,10,6,1,0,0,1,0,1
3885,22,1,3,142,1,0,0,1,0,1
3844,58,0,3,0,0,1,0,1,0,1
2256,35,0,0,0,0,1,1,0,1,1
3870,37,0,0,0,0,1,1,0,0,1
336,27,1,9,52,1,0,0,1,1,0
3715,32,0,0,1,0,1,1,0,0,1
4674,27,1,6,0,1,0,0,1,1,1
2964,58,1,1,0,1,0,0,1,0,1
6165,30,1,0,0,0,1,0,1,1,1
4794,45,0,0,1,1,0,0,1,0,1
3685,29,1,3,0,1,0,0,1,1,0
2465,48,0,3,0,1,0,0,1,0,1
663,21,1,2,5,1,0,0,1,0,0
4689,45,0,0,0,1,0,0,1,0,1
3274,25,1,2,0,0,1,1,0,0,1
4828,24,1,0,0,1,0,0,1,1,1
5229,20,1,0,0,0,1,0,1,1,1
1699,33,0,1,1,0,1,1,0,1,1
4223,30,0,1,21,1,0,0,1,1,1
3491,51,0,3,3,1,0,0,1,1,1
2455,44,0,0,2,1,0,0,1,1,1
4129,24,1,11,77,0,1,1,0,1,0
2355,35,1,2,0,1,0,0,1,0,1
3229,65,0,7,0,0,1,0,1,1,1
4724,30,1,5,2,1,0,0,1,0,0
5008,46,0,0,0,0,1,0,1,0,1
529,29,0,0,0,0,1,0,1,1,1
1217,49,0,4,35,0,1,0,1,1,1
3850,32,0,11,141,1,0,0,1,0,0
453,25,0,0,0,1,0,0,1,0,1
2646,46,0,3,2,1,0,0,1,1,1
5406,32,0,7,1,1,0,0,1,0,1
6137,22,0,0,0,0,1,0,1,0,1
4594,38,0,0,0,0,1,0,1,0,1
890,32,1,2,5,0,1,0,1,0,1
2545,33,0,3,1,0,1,1,0,1,1
2491,30,1,7,38,1,0,0,1,1,0
5744,27,0,0,1,0,1,0,1,0,1
4526,31,0,1,0,1,0,1,0,0,1
4249,33,0,1,0,0,1,1,0,0,1
3799,34,0,1,2,1,0,1,0,1,1
1326,34,0,3,0,0,1,0,1,1,1
1774,22,1,5,4,1,0,0,1,0,0
4207,20,1,0,2,1,0,1,0,1,1
600,46,0,2,19,1,0,1,0,0,0
4092,58,1,0,1,1,0,1,0,0,1
1931,34,0,3,0,1,0,0,1,1,1
1556,32,1,9,4,0,1,0,1,0,1
5045,20,0,1,2,1,0,0,1,1,1
5675,34,1,2,0,1,0,0,1,1,1
1827,46,1,5,2,1,0,0,1,1,1
5265,26,1,5,1,1,0,1,0,1,1
1367,36,0,0,0,1,0,0,1,1,1
3277,27,1,0,0,1,0,0,1,1,1
966,25,1,1,0,0,1,0,1,0,1
4578,24,1,1,13,0,1,0,1,1,0
1349,30,1,9,50,1,0,0,1,1,0
2446,28,1,6,2,1,0,0,1,1,0
5604,20,0,0,1,0,1,0,1,1,1
4824,23,1,4,0,1,0,0,1,1,1
3672,54,0,6,1,1,0,1,0,1,1
1309,51,1,6,0,1,0,0,1,0,1
1157,33,0,1,0,1,0,1,0,1,1
3801,24,0,2,91,1,0,0,1,0,0
3548,21,1,2,86,1,0,0,1,1,0
3592,30,1,5,5,0,1,0,1,0,0
4662,28,1,8,0,0,1,0,1,1,1
4623,24,0,0,0,0,1,1,0,0,1
1276,27,1,4,0,1,0,0,1,0,1
5433,37,0,2,169,1,0,0,1,1,0
4391,55,1,0,6,1,0,1,0,0,1
4226,32,0,0,0,1,0,1,0,0,1
2956,31,1,5,1,1,0,0,1,0,1
2432,51,0,0,0,0,1,0,1,0,1
5444,42,0,1,1,1,0,0,1,0,1
4095,50,0,0,0,0,1,0,1,0,1
47,24,1,2,1,1,0,0,1,1,1
2604,32,0,0,1,1,0,1,0,0,1
1035,28,0,1,1,0,1,1,0,0,1
4168,19,1,0,2,0,1,0,1,0,0
27,30,1,9,44,1,0,0,1,0,0
5944,40,1,4,0,1,0,0,1,0,1
261,28,1,3,0,0,1,0,1,0,1
5162,25,0,1,0,0,1,0,1,1,1
2468,29,0,0,1,1,0,0,1,1,0
755,51,0,3,1,1,0,0,1,1,1
1509,53,1,4,0,1,0,1,0,0,1
5860,44,0,0,0,1,0,1,0,1,1
30,49,1,7,3,1,0,0,1,0,1
2601,52,0,0,0,0,1,0,1,0,1
1451,27,1,0,4,0,1,0,1,0,1
3753,23,0,0,3,1,0,0,1,1,1
4994,40,1,0,4,1,0,0,1,1,0
5169,66,0,0,1,0,1,0,1,0,1
285,51,0,1,1,0,1,0,1,0,1
3930,23,0,0,1,1,0,0,1,0,1
1272,38,0,0,2,1,0,0,1,0,1
6071,27,1,3,2,1,0,1,0,1,1
2130,47,1,0,0,0,1,0,1,1,1
1865,23,0,2,237,1,0,0,1,1,1
457,24,1,9,10,0,1,0,1,0,0
3521,25,0,6,24,1,0,1,0,0,1
491,50,1,5,1,1,0,0,1,0,1
2624,56,0,0,1,1,0,0,1,0,1
1781,37,0,0,0,0,1,0,1,0,1
1764,39,0,0,18,0,1,0,1,0,1
2106,22,1,0,0,0,1,0,1,0,1
3010,56,0,3,191,1,0,0,1,0,1
106,52,0,3,0,0,1,0,1,0,0
4365,22,1,0,0,1,0,0,1,1,1
3835,39,1,2,0,1,0,1,0,0,1
2051,34,0,0,0,0,1,0,1,0,1
4936,41,1,5,0,0,1,0,1,0,1
3301,41,0,0,1,1,0,0,1,0,1
3612,23,1,3,0,1,0,0,1,1,0
195,41,0,0,0,0,1,0,1,1,1
3443,31,0,15,104,1,0,0,1,1,0
578,27,0,3,0,1,0,0,1,1,1
628,36,0,0,7,1,0,0,1,0,1
1763,29,1,7,27,0,1,0,1,0,1
5641,47,0,5,2,1,0,0,1,1,1
2391,51,0,2,22,1,0,0,1,0,1
5283,32,1,1,21,0,1,0,1,1,1
5450,21,0,1,4,1,0,1,0,1,0
2114,28,1,1,-1,0,1,0,1,0,1
194,23,0,2,71,1,0,0,1,1,0
4102,20,1,0,1,1,0,0,1,0,1
3918,30,1,2,1,1,0,0,1,1,1
1184,31,0,0,1,1,0,0,1,1,1
2327,40,0,4,2,1,0,1,0,0,1
4887,43,1,4,25,1,0,0,1,1,1
2158,37,0,7,1,1,0,1,0,1,1
5921,26,1,2,2,1,0,0,1,1,1
5388,18,1,4,23,1,0,0,1,1,1
3139,53,1,0,3,0,1,0,1,0,1
757,32,0,4,108,1,0,0,1,1,1
1597,26,0,6,1,1,0,0,1,1,1
2458,21,0,0,7,1,0,0,1,0,0
2315,26,0,0,0,1,0,0,1,1,1
3646,26,0,2,1,1,0,0,1,0,1
2941,24,1,0,1,0,1,0,1,0,1
1717,31,0,9,0,1,0,0,1,1,1
4342,24,0,0,6,1,0,0,1,0,1
1029,32,0,0,6,0,1,0,1,0,1
2528,24,1,5,0,1,0,0,1,1,1
2694,41,0,2,1,0,1,0,1,0,1
2527,22,0,0,5,1,0,1,0,1,1
1384,46,1,0,2,0,1,1,0,0,1
3710,26,0,0,2,1,0,0,1,1,1
1282,28,0,3,0,1,0,0,1,1,1
2441,36,1,9,1,0,1,0,1,0,1
4844,38,0,1,0,1,0,0,1,0,1
1075,24,1,0,182,1,0,0,1,1,1
3354,44,0,0,0,0,1,1,0,0,1
5572,50,0,0,1,0,1,0,1,0,1
2903,20,1,1,0,1,0,0,1,1,1
24,27,1,8,17,1,0,0,1,1,1
3958,27,1,6,1,0,1,0,1,1,1
5528,21,1,2,1,1,0,0,1,1,0
5917,28,0,0,0,0,1,0,1,0,1
1799,43,1,1,69,1,0,0,1,0,1
5784,20,1,0,0,1,0,0,1,1,1
5375,26,0,5,323,0,1,0,1,1,1
3362,31,1,11,-1,1,0,0,1,1,0
4437,55,0,0,1,0,1,0,1,0,1
1156,48,0,0,0,0,1,1,0,0,1
1623,24,0,3,6,0,1,0,1,1,1
1314,28,0,0,1,0,1,1,0,1,1
4947,21,1,2,7,1,0,0,1,1,1
3677,51,1,12,0,1,0,0,1,1,0
2862,50,0,4,13,1,0,1,0,1,1
5224,26,1,4,0,1,0,1,0,1,0
234,22,0,1,0,1,0,1,0,0,1
5875,21,0,0,3,0,1,0,1,1,1
2864,22,1,0,6,1,0,0,1,0,1
3107,51,1,0,30,0,1,0,1,1,1
1496,23,0,1,2,1,0,0,1,1,1
4782,29,0,0,1,0,1,0,1,1,1
4148,28,0,1,0,1,0,1,0,0,1
3023,27,0,0,1,1,0,0,1,1,1
960,47,0,5,0,1,0,0,1,1,1
3220,34,1,13,0,1,0,0,1,1,1
4186,26,1,5,27,1,0,0,1,1,1
2635,35,1,12,0,1,0,0,1,1,0
816,22,0,0,1,0,1,0,1,0,1
3451,29,1,8,0,0,1,0,1,1,0
5668,56,0,5,0,0,1,0,1,0,1
1154,53,0,0,0,1,0,0,1,0,1
1952,24,0,1,3,1,0,1,0,1,0
4440,30,0,0,1,1,0,0,1,0,1
1445,35,0,4,13,1,0,1,0,0,1
1714,42,0,1,2,0,1,0,1,0,1
1168,44,0,0,0,0,1,0,1,0,1
4098,27,0,2,83,1,0,0,1,1,1
1885,45,0,1,6,1,0,1,0,1,1
6,39,0,0,2,0,1,1,0,0,1
5252,34,0,4,0,1,0,0,1,0,1
2617,21,1,1,86,1,0,0,1,1,0
5255,31,1,1,36,1,0,0,1,0,1
1025,29,1,0,0,0,1,0,1,1,1
1315,33,0,2,1,0,1,0,1,0,1
4100,22,1,3,1,1,0,0,1,0,0
1834,27,0,0,0,1,0,1,0,0,1
4038,30,1,7,0,0,1,1,0,1,1
900,35,0,0,2,1,0,0,1,0,1
3463,45,0,7,1,1,0,0,1,0,1
685,29,0,3,0,0,1,0,1,0,1
564,21,0,0,0,1,0,0,1,1,1
5871,29,0,0,1,0,1,0,1,1,1
153,56,0,0,1,1,0,0,1,0,1
5484,22,1,3,16,1,0,0,1,1,1
4328,28,1,6,80,1,0,0,1,1,0
5112,58,1,7,185,1,0,0,1,0,1
2230,32,1,0,1,0,1,1,0,1,1
4274,59,1,2,6,0,1,0,1,0,1
4998,27,1,5,1,1,0,1,0,0,1
5936,40,1,8,0,0,1,0,1,1,1
714,56,0,4,0,0,1,0,1,0,1
3009,47,0,1,1,0,1,0,1,1,1
3802,47,1,21,21,0,1,1,0,1,0
1895,21,1,3,127,1,0,0,1,0,0
5715,22,1,0,1,0,1,0,1,1,1
2330,35,0,2,0,0,1,0,1,0,1
1313,26,0,0,0,0,1,0,1,0,1
5783,40,0,1,1,1,0,0,1,0,1
2818,24,1,1,75,1,0,0,1,1,1
5333,24,1,0,15,0,1,0,1,1,0
6064,44,1,0,1,0,1,0,1,0,1
5499,37,0,1,0,0,1,0,1,0,1
191,37,0,0,1,0,1,0,1,1,1
4886,37,1,17,1,1,0,0,1,1,0
3452,45,0,1,2,1,0,1,0,1,1
3838,28,0,4,2,1,0,1,0,1,1
4658,39,0,3,1,1,0,1,0,0,1
2151,56,0,1,1,1,0,0,1,0,1
739,24,0,0,2,1,0,0,1,1,1
1760,42,0,0,1,1,0,0,1,0,1
246,34,0,5,0,0,1,0,1,1,1
877,59,0,2,0,0,1,0,1,1,1
5855,52,0,1,0,1,0,0,1,0,1
3719,35,0,2,1,1,0,0,1,0,1
4085,41,1,31,242,1,0,0,1,0,0
1747,33,0,0,0,0,1,1,0,0,1
2456,42,0,0,4,0,1,0,1,0,1
534,27,0,5,1,0,1,0,1,0,0
5951,25,1,0,21,0,1,0,1,0,1
4665,22,1,12,35,1,0,0,1,1,0
3981,32,0,9,111,1,0,0,1,1,0
2610,48,1,20,46,1,0,0,1,0,0
3141,58,0,1,0,0,1,0,1,0,1
1368,58,1,3,15,1,0,0,1,0,1
1436,24,1,4,26,1,0,0,1,1,0
4663,21,1,3,1,0,1,1,0,0,1
4285,41,0,9,9,1,0,0,1,0,1
4748,31,1,3,0,0,1,0,1,0,1
6067,27,1,0,0,0,1,1,0,0,0
2431,64,0,0,0,1,0,1,0,0,1
4853,61,0,4,118,1,0,0,1,0,1
31,33,1,4,11,0,1,1,0,0,1
3684,30,0,1,0,1,0,0,1,0,1
4785,23,1,0,0,0,1,0,1,1,1
792,69,0,0,-1,0,1,1,0,0,1
4660,26,1,2,33,1,0,1,0,0,1
667,36,0,0,5,1,0,0,1,0,1
2213,40,0,0,0,1,0,0,1,0,1
5129,21,1,2,0,1,0,0,1,0,0
809,33,1,7,78,1,0,0,1,1,1
5490,39,0,2,1,0,1,0,1,1,1
3453,34,1,2,0,1,0,0,1,0,1
4316,24,1,2,1,1,0,1,0,1,1
3389,31,1,17,1,1,0,0,1,0,0
1845,61,0,1,0,0,1,0,1,0,1
2235,24,1,1,0,1,0,0,1,1,1
4915,29,0,1,0,1,0,0,1,0,1
3749,25,1,7,20,1,0,0,1,1,0
5626,49,0,0,-1,1,0,1,0,0,1
769,45,1,0,3,0,1,0,1,0,1
2097,32,1,1,1,1,0,0,1,1,0
3372,54,0,0,27,1,0,0,1,0,1
1828,40,1,4,2,0,1,0,1,0,1
4464,24,0,0,15,1,0,0,1,0,1
4690,47,0,1,0,0,1,0,1,0,1
1613,50,0,8,172,1,0,0,1,0,1
4539,58,0,0,0,0,1,1,0,0,1
3286,26,0,2,0,1,0,0,1,0,1
386,55,1,5,118,1,0,0,1,1,1
1598,25,0,2,274,1,0,0,1,1,0
2760,29,0,5,1,1,0,0,1,1,0
5049,22,0,1,1,1,0,0,1,1,1
4412,30,0,0,0,0,1,0,1,0,1
5497,54,1,2,1,0,1,0,1,0,1
947,25,1,0,4,0,1,0,1,1,1
3652,35,0,0,1,0,1,1,0,0,1
980,35,0,2,14,1,0,1,0,1,1
1108,30,0,0,0,0,1,0,1,0,1
526,22,0,0,7,0,1,1,0,1,1
2008,34,0,1,0,1,0,0,1,1,1
3957,24,1,0,0,0,1,0,1,0,1
4344,52,0,3,0,0,1,0,1,0,1
3839,43,1,0,0,1,0,0,1,0,0
4377,32,1,19,1,1,0,0,1,1,0
5559,23,1,4,7,0,1,0,1,0,1
3736,24,0,1,0,1,0,1,0,1,1
3729,39,1,0,0,1,0,0,1,1,1
2829,27,0,1,5,1,0,0,1,1,1
1245,56,0,1,169,1,0,1,0,0,0
96,33,1,5,0,1,0,0,1,1,1
5976,20,0,0,0,1,0,0,1,1,1
2103,42,1,7,1,1,0,0,1,1,1
3569,28,0,2,125,1,0,0,1,1,1
1266,29,0,7,1,1,0,0,1,1,1
5558,26,0,0,0,1,0,0,1,0,1
4712,44,1,6,2,1,0,0,1,0,1
4982,31,0,0,1,0,1,0,1,1,0
1098,54,0,4,3,0,1,0,1,0,1
2567,59,1,13,242,1,0,0,1,1,1
3423,26,1,3,0,1,0,0,1,1,1
791,27,0,1,3,1,0,0,1,1,1
42,49,0,0,0,0,1,0,1,0,1
3289,22,1,0,0,0,1,0,1,1,1
953,40,0,0,0,0,1,1,0,0,1
5595,34,0,1,1,0,1,1,0,0,1
5713,26,0,0,1,0,1,1,0,1,0
2819,21,1,1,0,1,0,1,0,1,1
1422,44,1,13,16,1,0,0,1,0,0
6103,58,0,8,1,0,1,0,1,0,1
3327,26,1,1,3,1,0,0,1,0,1
1564,43,0,0,0,0,1,0,1,0,1
1944,43,0,5,0,1,0,0,1,0,1
1930,35,1,12,0,1,0,1,0,1,1
168,36,1,2,2,0,1,0,1,0,1
4317,34,0,0,0,0,1,1,0,0,1
656,31,0,0,0,0,1,0,1,1,1
4745,30,0,3,2,0,1,0,1,0,1
3231,38,1,5,0,1,0,0,1,0,1
5644,36,0,1,1,0,1,1,0,0,1
5193,33,0,0,10,0,1,0,1,0,1
5615,27,0,0,12,1,0,0,1,0,1
5325,22,0,1,8,0,1,0,1,0,1
945,22,0,0,-1,0,1,1,0,0,1
4966,24,1,2,0,1,0,0,1,1,1
3489,33,0,0,0,0,1,0,1,0,1
1658,33,1,0,0,1,0,0,1,1,1
5975,42,0,0,281,1,0,1,0,0,1
1994,40,1,0,0,0,1,0,1,0,1
3346,28,1,1,0,1,0,0,1,0,1
1941,24,1,1,21,1,0,0,1,0,1
2098,41,1,18,33,0,1,0,1,1,0
3852,35,0,2,1,1,0,1,0,1,1
1383,32,1,1,19,1,0,0,1,1,1
2390,53,1,4,0,0,1,0,1,0,1
1563,54,0,0,6,1,0,0,1,0,1
2278,31,1,3,0,0,1,0,1,0,1
5529,54,1,4,3,1,0,0,1,1,1
4459,37,1,4,0,0,1,0,1,0,1
3380,48,0,2,0,1,0,0,1,0,1
5073,36,0,0,0,0,1,0,1,0,1
2543,40,1,24,1,0,1,0,1,1,0
1456,34,1,7,0,1,0,0,1,1,1
4376,20,1,1,14,1,0,0,1,1,0
3161,32,1,7,37,1,0,0,1,1,0
5681,27,1,10,14,1,0,1,0,1,0
4367,27,1,1,28,0,1,0,1,0,1
3912,28,0,1,1,0,1,0,1,0,1
4599,24,0,1,141,1,0,0,1,1,1
3786,32,1,0,5,1,0,0,1,0,1
2665,67,1,0,24,1,0,0,1,0,1
563,52,0,0,1,1,0,0,1,0,1
5831,61,0,15,0,1,0,1,0,0,1
2257,28,1,0,2,0,1,0,1,0,1
4350,51,0,1,1,0,1,1,0,0,1
775,28,0,1,8,1,0,0,1,0,1
0,69,0,0,0,1,0,0,1,0,1
4066,54,1,0,1,1,0,0,1,0,1
720,20,1,1,0,0,1,0,1,1,1
2367,51,1,9,35,1,0,0,1,1,0
2888,32,0,0,2,0,1,1,0,0,1
1227,44,0,2,1,1,0,0,1,1,1
3903,33,1,0,1,0,1,0,1,1,0
1478,23,0,0,1,0,1,0,1,0,1
4381,22,1,1,0,0,1,0,1,1,0
1244,25,1,5,1,1,0,0,1,1,0
4308,47,0,0,0,0,1,0,1,0,1
1981,39,1,4,1,1,0,1,0,0,1
3367,22,0,1,236,1,0,0,1,0,1
1751,30,1,7,0,1,0,0,1,1,1
4648,58,0,0,2,1,0,0,1,1,1
3190,38,0,0,0,1,0,1,0,0,1
4517,42,0,1,-1,0,1,0,1,0,1
3856,54,0,1,4,0,1,1,0,0,1
3634,30,0,1,35,0,1,0,1,0,1
2945,32,0,0,0,0,1,0,1,0,1
2881,26,0,7,19,1,0,0,1,1,1
5206,40,0,0,1,0,1,1,0,0,1
5811,41,0,0,1,1,0,0,1,0,1
2497,60,0,4,6,1,0,0,1,0,1
2146,62,0,0,3,0,1,1,0,0,1
5650,46,1,0,0,1,0,0,1,0,1
5373,46,0,1,0,1,0,1,0,0,1
855,44,0,6,-1,1,0,0,1,0,1
2754,46,0,4,1,1,0,0,1,0,1
4557,27,1,4,34,1,0,0,1,1,0
3409,20,1,1,0,0,1,0,1,1,0
5314,50,1,1,40,0,1,0,1,0,1
2614,63,0,6,24,1,0,0,1,1,1
3081,45,0,1,2,0,1,0,1,1,1
1081,30,1,1,2,1,0,0,1,0,1
5090,37,1,4,75,0,1,0,1,1,1
3757,38,0,0,0,0,1,1,0,1,1
318,26,1,6,1,1,0,0,1,1,0
4000,22,0,1,8,1,0,0,1,0,1
1904,53,0,1,1,0,1,0,1,0,1
2905,24,0,8,37,1,0,0,1,0,0
2409,34,0,22,1,1,0,0,1,1,0
2611,20,1,0,1,0,1,0,1,1,1
405,56,0,0,0,1,0,0,1,0,1
5605,27,0,5,0,0,1,0,1,1,1
5032,36,1,2,47,1,0,0,1,1,1
4574,31,1,16,0,1,0,0,1,1,0
3772,20,1,1,15,1,0,0,1,0,0
3687,21,1,1,456,1,0,0,1,1,0
2647,25,1,21,117,1,0,0,1,1,0
54,22,1,1,1,1,0,0,1,1,1
5619,54,0,0,0,1,0,0,1,0,1
3098,24,0,2,1,1,0,1,0,1,1
1516,29,1,0,12,1,0,0,1,1,1
2043,26,0,0,1,0,1,1,0,1,1
608,24,0,1,6,1,0,0,1,0,0
735,30,1,5,1,1,0,0,1,1,1
5869,45,0,2,0,0,1,0,1,0,1
5709,35,0,9,1,1,0,0,1,1,1
4957,40,0,2,0,0,1,0,1,1,1
1389,21,0,0,-1,1,0,0,1,0,1
4462,36,0,2,0,0,1,0,1,0,1
33,34,1,21,33,1,0,0,1,1,0
5822,30,0,0,0,0,1,0,1,1,1
4608,20,1,0,1,1,0,0,1,1,1
4147,58,0,1,2,0,1,0,1,0,1
4893,24,0,0,0,1,0,0,1,0,1
5904,40,1,8,6,1,0,0,1,0,0
2593,69,0,0,0,0,1,0,1,0,1
4716,20,1,0,25,1,0,0,1,0,1
5853,43,1,1,0,0,1,0,1,0,1
4831,58,0,3,-1,0,1,0,1,0,1
3279,39,1,19,179,1,0,0,1,1,0
959,39,1,1,-1,0,1,0,1,1,1
3148,37,0,0,0,0,1,0,1,1,1
1562,39,1,0,2,1,0,1,0,1,1
5175,29,1,2,0,1,0,0,1,0,1
1225,24,1,5,1,1,0,0,1,1,1
1986,20,1,1,16,1,0,0,1,1,1
5873,52,1,17,29,1,0,0,1,1,1
1340,45,0,1,0,0,1,1,0,0,1
4390,37,1,2,0,1,0,0,1,1,1
456,42,1,14,1,1,0,0,1,1,1
3418,23,0,0,0,1,0,1,0,0,1
1498,22,0,2,3,1,0,0,1,0,1
1919,25,1,21,2,1,0,0,1,1,0
3168,35,1,5,2,0,1,0,1,0,1
475,41,0,1,6,1,0,0,1,0,1
3584,31,0,2,2,0,1,1,0,1,1
1805,25,0,5,0,1,0,1,0,1,1
5984,45,0,0,0,1,0,1,0,1,1
4269,59,0,0,1,0,1,0,1,0,1
2936,31,0,0,21,0,1,0,1,1,1
2998,27,0,11,4,1,0,0,1,1,0
1815,47,0,0,0,1,0,1,0,0,1
1134,59,0,1,0,1,0,0,1,1,1
3210,45,0,0,1,0,1,1,0,0,1
5618,22,1,0,5,1,0,0,1,1,1
1922,28,0,0,0,0,1,1,0,1,1
4655,23,0,0,0,0,1,1,0,0,1
1740,28,0,2,2,0,1,0,1,1,1
2761,22,1,0,9,0,1,0,1,0,1
2785,33,1,2,-1,1,0,0,1,1,0
5708,32,1,2,0,0,1,0,1,0,1
