,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
1252,21,1,0,0,1,0,1,0,0,1
470,21,1,3,-1,1,0,0,1,1,1
2212,30,0,0,1,1,0,0,1,1,1
4150,28,1,4,1,0,1,0,1,0,1
4301,23,0,0,1,1,0,0,1,1,1
5214,29,0,0,0,0,1,1,0,0,1
4924,43,0,1,1,1,0,0,1,0,1
2854,20,1,0,2,1,0,0,1,1,1
1830,38,0,15,55,1,0,0,1,1,1
2598,21,1,1,1,1,0,0,1,1,0
2605,49,1,5,3,1,0,0,1,0,1
4530,58,0,10,0,0,1,0,1,0,1
3479,22,1,0,0,1,0,0,1,1,1
1642,36,0,2,0,1,0,0,1,1,1
3256,25,1,0,2,0,1,0,1,0,1
1008,20,1,0,4,0,1,0,1,1,0
5495,27,1,2,0,1,0,0,1,1,1
1465,57,0,0,1,1,0,0,1,1,1
4702,31,1,5,0,1,0,0,1,0,1
5894,42,0,0,1,1,0,1,0,0,1
1722,50,0,7,1,0,1,1,0,1,1
695,29,0,16,17,1,0,0,1,1,0
4555,49,0,1,0,0,1,1,0,0,1
3751,25,0,0,3,0,1,0,1,0,1
3767,37,0,0,0,0,1,1,0,1,1
2309,30,1,0,0,1,0,0,1,1,1
1526,35,0,12,10,1,0,0,1,0,0
4512,44,1,8,9,0,1,0,1,1,0
5014,63,0,0,0,1,0,0,1,0,1
3377,47,0,1,1,0,1,0,1,0,1
1821,21,0,0,1,1,0,0,1,1,1
167,23,0,1,0,0,1,1,0,1,1
5554,22,1,2,24,0,1,0,1,0,1
1816,27,0,0,1,0,1,0,1,1,1
669,31,0,0,5,0,1,0,1,0,1
2655,24,0,1,0,1,0,0,1,0,1
2474,32,0,1,10,0,1,1,0,0,1
2839,25,1,6,1,0,1,0,1,0,1
79,21,1,1,3,1,0,0,1,0,1
3064,57,0,1,17,1,0,0,1,0,1
2288,27,0,1,1,1,0,0,1,0,1
4907,30,1,0,2,1,0,1,0,0,1
5280,43,1,3,2,0,1,0,1,0,1
3620,34,1,7,-1,1,0,0,1,1,1
3529,20,1,0,1,1,0,0,1,0,1
4843,31,0,0,0,0,1,0,1,1,1
4580,32,1,17,112,1,0,0,1,1,0
3175,23,0,0,0,0,1,1,0,0,1
2932,19,1,3,0,1,0,0,1,1,0
129,26,0,0,0,0,1,1,0,0,1
776,28,0,1,1,1,0,0,1,0,1
5908,23,0,1,178,0,1,0,1,1,1
4267,31,1,11,0,1,0,0,1,1,1
1302,24,1,2,14,0,1,1,0,1,1
3100,56,0,0,0,0,1,0,1,0,1
1034,35,0,0,0,0,1,0,1,1,1
4064,26,1,8,1,1,0,0,1,1,1
4816,24,1,5,5,1,0,0,1,0,1
2994,36,1,3,27,1,0,1,0,0,1
3535,58,1,2,0,0,1,0,1,0,1
5278,26,1,0,2,1,0,0,1,0,1
718,43,0,3,1,1,0,0,1,0,1
4454,37,0,0,0,1,0,0,1,0,1
1485,40,0,0,-1,1,0,1,0,1,1
1973,33,0,2,-1,1,0,1,0,0,1
5545,22,0,0,0,1,0,1,0,1,1
4931,38,0,3,1,0,1,0,1,0,1
3797,55,0,0,0,1,0,0,1,0,1
5712,23,0,4,31,1,0,0,1,1,0
1172,31,0,7,1,0,1,0,1,0,1
3728,40,1,15,65,1,0,1,0,1,1
141,46,1,6,22,1,0,0,1,0,1
5654,20,0,0,-1,0,1,0,1,0,1
5502,25,1,2,49,1,0,0,1,1,1
1139,23,0,0,1,1,0,0,1,1,1
5392,44,1,1,0,0,1,0,1,0,1
4074,28,1,1,1,0,1,0,1,1,1
6075,30,1,4,4,1,0,0,1,0,0
975,56,0,0,1,1,0,0,1,1,1
3399,48,0,7,0,1,0,0,1,0,1
4295,30,0,0,10,1,0,0,1,0,1
2124,36,1,1,2,1,0,0,1,0,1
3449,20,1,1,1,0,1,0,1,0,1
2923,28,0,0,0,1,0,0,1,1,1
5370,30,0,0,0,0,1,0,1,0,1
3855,29,1,17,1,1,0,0,1,1,0
2365,36,1,5,1,0,1,0,1,1,1
2045,46,0,2,1,1,0,0,1,0,1
5536,30,1,9,1,0,1,0,1,1,1
5891,39,0,1,0,1,0,0,1,0,1
2412,22,0,0,-1,1,0,0,1,0,1
3934,28,0,2,0,1,0,0,1,0,1
621,24,0,0,1,1,0,0,1,1,0
2656,45,0,3,1,1,0,0,1,0,1
401,24,0,0,1,1,0,0,1,0,0
866,24,0,3,1,0,1,0,1,0,1
2576,24,0,2,30,0,1,1,0,1,1
5599,24,0,0,1,1,0,0,1,1,0
1405,32,1,24,2,1,0,0,1,1,1
65,40,0,2,3,1,0,0,1,1,1
3435,22,1,0,0,1,0,0,1,1,1
4737,55,0,0,0,1,0,0,1,0,1
5773,44,1,0,0,1,0,0,1,1,1
527,19,1,2,22,1,0,1,0,0,0
5781,67,0,0,42,0,1,0,1,0,1
2786,23,1,0,1,0,1,0,1,1,1
3544,27,1,2,15,0,1,0,1,1,1
2183,59,0,0,0,0,1,1,0,1,1
1345,46,0,0,0,1,0,0,1,0,1
3663,28,0,2,3,1,0,0,1,0,0
3257,23,0,0,2,1,0,0,1,1,1
2706,24,1,3,3,0,1,0,1,0,0
1176,36,0,0,1,1,0,0,1,1,0
1430,26,0,7,1,0,1,0,1,0,1
1297,28,1,4,21,1,0,0,1,1,1
2408,56,0,2,2,1,0,0,1,0,1
2472,53,1,1,4,0,1,0,1,0,1
1538,42,0,7,0,0,1,0,1,1,1
5633,51,0,1,0,1,0,0,1,1,1
4986,34,0,1,3,0,1,1,0,0,1
1392,55,1,3,36,1,0,0,1,0,1
2268,23,1,4,-1,1,0,0,1,0,1
6129,54,0,1,1,0,1,1,0,0,1
2927,35,0,1,1,1,0,1,0,1,1
3287,54,0,2,97,1,0,0,1,0,1
4473,33,0,0,0,0,1,0,1,1,1
2192,27,0,0,1,0,1,0,1,0,1
1287,22,1,0,0,1,0,1,0,1,1
365,24,1,3,1,1,0,1,0,1,0
3259,31,0,3,0,0,1,0,1,0,1
3859,51,1,17,0,1,0,0,1,1,0
1685,58,0,0,0,0,1,0,1,0,1
2902,23,1,2,0,1,0,0,1,1,1
4925,27,0,2,131,1,0,0,1,1,1
4327,24,1,0,22,1,0,0,1,1,1
5127,25,1,0,1,1,0,0,1,0,0
1514,22,0,0,1,1,0,0,1,1,1
3794,28,0,0,0,0,1,1,0,0,1
3742,26,1,3,205,0,1,0,1,1,0
2470,43,0,0,0,0,1,1,0,0,1
1796,45,1,9,54,1,0,0,1,0,0
5762,41,0,1,1,0,1,0,1,1,1
4507,27,1,3,0,0,1,1,0,1,1
446,27,0,6,1,1,0,0,1,0,1
4522,27,1,13,0,1,0,0,1,1,0
565,37,0,11,1,1,0,0,1,1,1
5642,22,0,0,0,1,0,0,1,0,1
724,21,1,1,2,1,0,0,1,1,0
4275,51,0,1,6,1,0,0,1,0,1
3869,23,0,1,0,1,0,1,0,1,1
2219,50,1,2,0,1,0,1,0,0,1
5997,33,1,9,2,0,1,0,1,1,0
4809,24,1,4,1,1,0,0,1,1,1
5856,48,1,11,56,0,1,0,1,1,1
5185,43,0,2,0,1,0,0,1,0,1
2779,58,1,10,1,1,0,0,1,1,1
2021,22,1,1,0,1,0,0,1,1,1
4287,32,0,0,1,1,0,0,1,1,1
4538,23,1,2,1,1,0,0,1,1,0
5439,26,0,0,0,0,1,1,0,1,1
1705,38,1,0,2,0,1,0,1,0,1
142,31,0,0,2,1,0,0,1,0,1
1275,21,1,5,1,1,0,0,1,0,0
418,29,1,4,8,1,0,0,1,1,1
830,32,1,8,0,1,0,0,1,0,0
4314,58,1,2,83,0,1,0,1,0,1
5201,57,0,4,257,1,0,1,0,0,1
5635,53,0,13,1,0,1,0,1,1,1
889,37,0,0,1,0,1,1,0,0,1
3758,30,0,4,7,1,0,0,1,1,1
4123,40,0,0,64,1,0,0,1,0,1
1218,52,0,1,24,1,0,0,1,0,1
3048,32,0,4,0,1,0,1,0,0,1
4228,43,0,9,1,0,1,1,0,1,0
4921,36,0,4,0,1,0,1,0,1,1
4917,36,1,0,1,0,1,0,1,0,1
3587,47,0,9,64,1,0,0,1,1,1
4184,42,1,1,17,0,1,0,1,1,1
583,44,1,14,1,1,0,0,1,1,0
3344,22,0,1,1,1,0,0,1,1,1
3177,38,1,16,241,1,0,0,1,1,0
570,27,0,0,1,0,1,0,1,1,1
4063,24,1,1,1,1,0,0,1,0,1
1209,26,1,1,27,1,0,1,0,1,1
4047,30,1,4,96,1,0,0,1,0,1
4111,24,1,2,1,1,0,0,1,1,1
3725,30,0,4,29,1,0,1,0,0,1
758,31,1,1,0,1,0,1,0,0,1
2983,21,0,0,0,0,1,0,1,0,1
1709,35,0,2,1,0,1,0,1,1,1
14,25,0,3,1,1,0,0,1,1,0
6020,63,0,1,1,1,0,0,1,1,1
4084,34,0,19,1,0,1,0,1,1,0
2340,44,1,1,1,1,0,1,0,0,1
5467,51,1,12,151,1,0,0,1,1,0
641,47,1,19,30,1,0,1,0,1,0
5513,27,0,0,43,1,0,0,1,0,1
4421,37,0,2,7,1,0,0,1,1,1
2733,23,1,7,1,1,0,0,1,1,0
3819,22,1,1,103,1,0,0,1,1,0
4744,34,1,12,3,1,0,1,0,0,0
1073,28,0,0,0,0,1,0,1,1,1
3391,57,0,6,1,1,0,0,1,0,1
5680,28,1,3,8,0,1,0,1,1,1
4774,31,0,0,3,0,1,1,0,0,1
5351,33,0,0,0,0,1,0,1,0,1
2238,41,0,1,2,1,0,0,1,1,1
6058,34,0,1,1,1,0,0,1,0,1
3155,42,1,0,0,0,1,1,0,1,1
1371,44,0,6,1,1,0,0,1,1,1
1844,31,0,1,1,0,1,0,1,0,1
2911,46,0,2,0,1,0,0,1,0,1
2060,45,1,13,0,1,0,0,1,1,1
3828,46,0,13,141,1,0,0,1,0,1
4819,52,0,2,10,0,1,0,1,1,1
1447,40,0,1,21,1,0,0,1,0,1
5448,36,1,6,0,1,0,1,0,0,1
1513,60,1,0,1,1,0,1,0,0,1
4749,27,0,1,31,0,1,0,1,0,1
6135,61,1,4,2,0,1,0,1,1,0
5139,29,0,0,0,1,0,0,1,1,1
5722,49,0,3,0,1,0,0,1,0,1
2959,38,0,0,0,0,1,0,1,0,1
3184,22,0,1,8,1,0,0,1,0,1
422,26,1,7,1,1,0,0,1,0,1
1761,22,1,1,6,1,0,0,1,1,1
1065,45,0,5,0,0,1,1,0,0,1
5877,54,0,0,1,0,1,0,1,0,1
3670,26,0,0,0,1,0,1,0,1,1
668,37,0,3,28,1,0,1,0,1,1
6170,33,0,3,1,0,1,1,0,1,1
3547,20,0,0,3,1,0,0,1,1,1
133,32,1,4,6,1,0,1,0,1,0
2165,61,0,0,2,0,1,0,1,0,1
2190,41,1,8,2,1,0,0,1,1,1
3626,56,0,13,6,1,0,0,1,0,1
911,44,0,3,0,1,0,0,1,0,1
1987,28,0,0,13,0,1,0,1,0,1
1511,37,1,3,83,1,0,0,1,0,1
219,29,0,1,0,0,1,0,1,1,1
5244,26,0,5,0,1,0,0,1,1,1
4741,24,0,1,0,1,0,0,1,1,1
5837,32,1,6,9,0,1,0,1,0,1
4901,24,0,0,0,0,1,1,0,0,1
4542,57,1,0,-1,0,1,0,1,0,1
1772,50,1,1,5,0,1,0,1,0,1
5879,29,0,1,0,0,1,0,1,0,1
955,35,1,5,1,1,0,0,1,1,1
3809,23,1,0,0,1,0,0,1,1,1
2585,28,1,7,1,1,0,0,1,1,0
4633,24,1,5,6,1,0,0,1,1,0
3459,23,0,2,0,0,1,1,0,0,1
388,28,0,5,1,1,0,0,1,1,0
840,22,0,0,0,0,1,1,0,1,1
2749,46,1,9,115,1,0,0,1,1,0
3039,25,0,2,1,1,0,0,1,1,0
310,34,0,1,0,0,1,0,1,0,1
4556,24,0,0,0,0,1,1,0,0,1
4026,70,0,0,0,1,0,1,0,0,1
4243,64,0,0,0,0,1,1,0,0,1
4878,36,0,1,40,1,0,0,1,0,1
3504,29,0,0,1,1,0,1,0,1,0
571,36,1,0,0,0,1,0,1,1,1
3611,59,1,15,14,0,1,0,1,1,1
4293,46,1,3,1,1,0,0,1,1,1
4212,25,0,1,13,1,0,1,0,1,1
722,39,1,1,10,0,1,1,0,0,1
1074,28,0,2,1,0,1,0,1,0,1
5972,23,0,0,0,0,1,0,1,0,1
29,55,0,0,2,1,0,0,1,0,1
6164,21,1,0,3,0,1,0,1,0,1
232,30,1,11,1,1,0,0,1,1,1
4191,22,0,0,1,1,0,0,1,0,1
2484,25,0,2,181,1,0,1,0,0,0
1645,69,0,0,0,0,1,0,1,0,1
1886,29,1,1,0,0,1,0,1,1,1
1853,30,1,4,15,0,1,0,1,1,0
86,30,0,1,0,1,0,0,1,1,1
3708,27,1,0,0,1,0,0,1,0,1
5916,31,0,0,67,1,0,0,1,0,1
1059,35,1,4,353,1,0,0,1,1,0
1248,23,0,1,1,1,0,1,0,1,0
3370,33,1,3,11,0,1,0,1,0,1
499,31,0,1,0,1,0,0,1,0,1
825,20,0,0,1,1,0,1,0,1,1
3142,53,0,2,40,1,0,0,1,0,1
3814,56,1,5,597,1,0,0,1,1,1
592,37,0,6,1,1,0,0,1,1,1
3416,29,1,0,0,1,0,0,1,1,1
795,33,0,1,0,0,1,1,0,0,1
4721,39,1,16,35,1,0,0,1,0,0
2323,41,1,1,1,1,0,0,1,0,1
213,37,0,0,1,0,1,1,0,0,1
2261,31,0,3,0,1,0,0,1,1,1
2102,31,0,14,1,1,0,1,0,1,0
623,24,0,0,0,1,0,0,1,1,1
4676,24,0,1,0,1,0,1,0,0,1
4180,24,0,0,0,0,1,1,0,1,1
2583,25,0,1,59,1,0,0,1,0,0
3151,60,0,1,1,0,1,0,1,0,1
2548,28,0,9,1,0,1,0,1,1,1
4091,27,0,0,1,1,0,0,1,0,1
823,22,1,2,13,0,1,0,1,0,1
5326,38,0,7,197,0,1,0,1,1,1
4131,34,1,4,0,1,0,0,1,1,1
5138,22,0,0,1,1,0,0,1,1,1
5795,25,1,0,1,0,1,1,0,1,1
531,31,0,0,0,0,1,0,1,0,1
1936,48,0,1,0,1,0,0,1,1,1
3253,42,1,0,33,1,0,0,1,1,1
865,54,0,0,1,1,0,1,0,1,1
511,38,0,1,0,1,0,1,0,1,1
4077,25,0,3,1,0,1,1,0,1,0
3897,51,0,3,16,1,0,0,1,0,1
5987,29,1,7,1,1,0,1,0,1,1
3632,22,1,0,0,1,0,0,1,1,1
5587,54,1,12,118,0,1,0,1,1,1
2425,23,1,2,6,1,0,0,1,1,0
3430,30,1,10,1,0,1,0,1,1,1
3268,22,1,1,0,0,1,0,1,1,1
5810,46,0,0,0,0,1,1,0,0,1
4445,21,1,0,28,1,0,0,1,0,1
2628,25,1,0,0,1,0,0,1,0,1
3001,30,0,0,0,1,0,0,1,0,1
1402,35,1,23,1,1,0,0,1,1,0
2274,26,0,0,1,1,0,0,1,0,1
95,34,0,0,14,1,0,0,1,0,1
917,26,0,0,0,1,0,0,1,0,1
2046,58,1,16,68,1,0,0,1,1,1
6053,20,1,1,4,1,0,0,1,1,1
1521,32,1,5,65,1,0,0,1,0,1
4533,51,1,15,34,1,0,0,1,1,0
3027,43,0,2,2,1,0,1,0,1,1
2331,28,1,7,1,1,0,0,1,0,0
325,48,1,23,360,1,0,0,1,0,0
5967,22,0,0,3,0,1,0,1,1,0
3405,39,0,4,40,1,0,0,1,1,1
3512,21,1,1,2,1,0,0,1,0,1
5539,48,0,12,-1,0,1,0,1,1,1
575,34,1,15,3,1,0,1,0,0,0
3455,23,0,4,3,1,0,0,1,1,0
2871,36,1,25,0,0,1,0,1,1,0
2893,54,0,11,1,1,0,0,1,1,0
2580,38,0,1,0,1,0,0,1,0,1
1814,49,0,1,1,1,0,1,0,0,1
2590,25,1,10,7,1,0,0,1,1,0
1196,37,0,0,5,0,1,1,0,1,1
1547,21,1,3,4,1,0,0,1,1,1
1023,21,1,1,1,1,0,0,1,0,1
2597,38,0,0,5,1,0,0,1,1,0
175,27,0,0,2,0,1,0,1,1,1
3609,39,1,13,1,1,0,0,1,1,0
6153,30,1,2,1,0,1,1,0,0,1
4442,20,1,5,1,1,0,0,1,1,0
4417,22,1,0,1,1,0,1,0,0,1
2581,32,1,2,19,1,0,0,1,1,0
2835,48,0,6,1,1,0,0,1,1,1
1601,26,1,1,0,1,0,0,1,1,1
4513,41,0,0,0,0,1,0,1,0,1
2986,26,1,0,0,0,1,0,1,1,1
6109,30,0,3,0,1,0,1,0,0,1
4795,30,0,1,83,1,0,0,1,1,1
2361,32,1,0,1,0,1,0,1,0,1
2246,20,0,0,0,1,0,0,1,1,1
3490,44,0,2,1,1,0,0,1,0,1
1591,38,1,1,0,1,0,0,1,0,1
5592,24,0,0,0,0,1,0,1,1,1
2895,27,1,9,0,1,0,0,1,1,1
3845,22,1,0,6,1,0,0,1,0,1
818,23,1,2,6,1,0,0,1,1,1
466,58,0,6,144,1,0,0,1,1,1
5227,38,1,1,1,1,0,0,1,0,1
