,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
3081,45,0,1,2,0,1,0,1,1,1
2477,23,1,4,0,1,0,0,1,1,0
3110,30,0,0,2,1,0,0,1,1,1
2247,27,0,0,1,1,0,0,1,0,1
2513,49,0,0,1,1,0,1,0,1,1
634,71,0,8,24,1,0,0,1,1,1
1132,39,0,0,0,1,0,0,1,0,1
5660,26,0,0,1,1,0,0,1,1,1
3926,45,1,12,3,0,1,0,1,1,0
5220,24,1,8,49,1,0,0,1,1,1
5080,39,0,0,0,0,1,0,1,1,1
311,50,1,1,0,0,1,1,0,0,1
4932,41,0,7,58,1,0,0,1,1,0
144,23,0,0,0,1,0,0,1,0,1
5711,23,0,0,0,0,1,1,0,1,1
979,21,1,0,1,1,0,0,1,1,0
2346,32,0,0,0,1,0,1,0,1,1
134,29,0,1,0,1,0,0,1,0,1
4737,55,0,0,0,1,0,0,1,0,1
3954,36,0,0,280,1,0,0,1,1,1
247,23,1,0,0,1,0,0,1,0,1
629,30,1,22,3,1,0,0,1,0,1
4405,33,0,1,0,1,0,0,1,1,1
6071,27,1,3,2,1,0,1,0,1,1
5058,48,0,1,0,1,0,0,1,0,1
2888,32,0,0,2,0,1,1,0,0,1
2204,38,1,1,7,1,0,0,1,1,1
3829,62,1,22,33,1,0,0,1,1,0
4760,29,1,4,1,1,0,0,1,1,1
593,26,1,10,5,0,1,0,1,1,1
3920,25,1,2,4,0,1,0,1,1,1
2643,21,1,0,42,1,0,0,1,1,1
142,31,0,0,2,1,0,0,1,0,1
3442,37,0,4,0,0,1,0,1,0,1
1870,36,1,0,1,0,1,0,1,1,1
4257,27,1,0,0,0,1,0,1,1,1
1668,31,0,5,0,0,1,0,1,1,1
4340,23,1,0,1,1,0,1,0,1,1
3718,20,1,2,129,1,0,0,1,1,0
2087,26,0,1,32,0,1,0,1,1,1
1893,48,0,0,1,0,1,0,1,0,1
4442,20,1,5,1,1,0,0,1,1,0
4302,47,1,28,117,1,0,1,0,0,0
3766,38,1,2,9,1,0,0,1,1,1
3949,26,0,0,1,1,0,0,1,1,1
5892,29,1,8,1,0,1,0,1,1,0
2172,45,1,0,0,1,0,0,1,1,1
3367,22,0,1,236,1,0,0,1,0,1
519,22,1,0,0,1,0,0,1,1,0
3639,74,0,0,0,1,0,1,0,1,1
4446,30,0,4,5,0,1,0,1,1,0
4810,45,1,0,1,1,0,0,1,0,1
4301,23,0,0,1,1,0,0,1,1,1
5642,22,0,0,0,1,0,0,1,0,1
2955,25,0,0,2,0,1,1,0,0,1
5105,24,1,3,35,1,0,0,1,1,0
773,53,0,0,0,0,1,1,0,0,1
2618,27,0,1,0,0,1,0,1,0,1
1422,44,1,13,16,1,0,0,1,0,0
2842,21,1,0,1,1,0,0,1,1,1
2700,50,1,3,25,0,1,0,1,0,1
4068,24,0,0,1,1,0,0,1,0,1
472,22,1,3,7,1,0,0,1,1,1
202,22,0,0,0,1,0,0,1,1,1
555,47,0,20,1,1,0,0,1,1,0
4167,27,0,8,0,0,1,0,1,1,0
443,25,1,4,5,1,0,0,1,0,1
5890,25,0,3,1,1,0,0,1,1,1
502,27,0,0,1,0,1,0,1,1,1
3188,22,0,0,1,0,1,1,0,1,1
3010,56,0,3,191,1,0,0,1,0,1
1687,46,1,1,0,0,1,0,1,0,1
4820,30,0,0,0,1,0,0,1,0,1
499,31,0,1,0,1,0,0,1,0,1
1142,66,0,0,1,0,1,0,1,0,1
5568,58,0,0,1,0,1,0,1,1,1
6027,22,0,0,0,0,1,1,0,0,1
737,25,1,0,9,1,0,0,1,1,0
1290,22,1,0,0,0,1,0,1,0,1
2948,32,0,11,0,1,0,1,0,1,1
4359,25,1,5,1,1,0,0,1,0,1
2223,55,0,0,0,0,1,0,1,0,1
4440,30,0,0,1,1,0,0,1,0,1
2714,22,1,2,0,1,0,0,1,0,1
2899,36,1,5,0,1,0,1,0,1,1
3069,60,0,13,0,1,0,0,1,1,1
1726,23,0,0,0,0,1,1,0,1,1
4146,42,1,17,32,1,0,0,1,1,0
130,61,1,1,0,1,0,1,0,1,1
1778,51,0,2,1,1,0,0,1,0,1
3154,23,1,6,1,1,0,0,1,1,1
1995,30,1,1,0,0,1,0,1,0,0
527,19,1,2,22,1,0,1,0,0,0
4284,38,0,0,1,0,1,1,0,1,1
5775,62,0,0,0,0,1,0,1,1,1
4725,28,1,0,0,1,0,0,1,0,1
1855,33,0,4,1,1,0,0,1,1,0
3150,52,0,3,0,0,1,1,0,0,1
733,24,1,1,1,1,0,0,1,1,1
3412,27,0,0,0,0,1,0,1,0,1
2672,31,1,6,0,0,1,0,1,0,1
2601,52,0,0,0,0,1,0,1,0,1
1941,24,1,1,21,1,0,0,1,0,1
1843,26,1,5,1,1,0,0,1,0,1
2270,22,0,0,0,1,0,0,1,1,1
2382,49,1,0,1,0,1,0,1,0,1
620,23,1,6,8,1,0,0,1,1,0
4911,37,0,3,38,1,0,0,1,0,1
1122,22,0,1,0,0,1,1,0,0,1
3672,54,0,6,1,1,0,1,0,1,1
2009,27,0,1,1,1,0,0,1,0,1
5624,56,1,2,0,0,1,1,0,1,1
4621,27,0,3,37,0,1,0,1,1,1
3657,23,0,2,1,0,1,1,0,0,1
2694,41,0,2,1,0,1,0,1,0,1
6081,28,0,5,0,1,0,1,0,1,0
5073,36,0,0,0,0,1,0,1,0,1
4590,24,1,0,1,0,1,0,1,1,1
263,24,1,9,4,1,0,0,1,0,0
528,31,0,1,-1,0,1,0,1,1,1
1001,32,1,6,3,1,0,1,0,1,1
5640,26,0,1,0,0,1,0,1,0,1
4282,36,0,0,0,1,0,0,1,1,1
684,39,0,0,0,1,0,0,1,1,1
2972,52,0,7,0,1,0,0,1,0,1
4963,50,0,1,9,1,0,0,1,0,1
5082,21,1,0,1,0,1,1,0,0,1
4519,27,1,6,1,1,0,0,1,0,1
533,26,1,3,1,1,0,0,1,0,1
5040,27,1,1,16,0,1,1,0,1,1
5460,39,1,0,57,1,0,1,0,1,1
3990,40,1,4,33,1,0,0,1,0,1
2178,21,1,0,1,1,0,1,0,1,0
5271,55,1,8,6,1,0,0,1,0,1
1977,21,0,1,0,1,0,0,1,1,1
5748,33,0,2,4,0,1,0,1,0,1
1083,60,0,1,18,1,0,0,1,0,1
2616,34,0,0,0,1,0,0,1,0,1
5422,25,0,0,0,0,1,0,1,1,1
3389,31,1,17,1,1,0,0,1,0,0
3074,24,1,1,0,1,0,0,1,1,1
4310,24,1,0,0,0,1,0,1,1,1
2841,40,1,5,30,1,0,0,1,1,1
1702,21,0,1,0,1,0,0,1,0,1
3151,60,0,1,1,0,1,0,1,0,1
5292,26,0,2,7,1,0,0,1,1,1
4203,30,1,8,45,1,0,1,0,1,1
2329,50,0,10,0,1,0,0,1,0,1
3149,39,0,0,3,1,0,0,1,0,1
4083,35,0,13,2,1,0,1,0,1,0
3823,21,0,2,1,1,0,0,1,1,0
4721,39,1,16,35,1,0,0,1,0,0
1460,25,0,9,2,1,0,0,1,1,1
206,37,1,0,35,1,0,0,1,0,1
462,46,1,2,0,1,0,0,1,0,1
5489,29,0,11,0,0,1,0,1,1,0
1568,28,1,0,1,0,1,0,1,1,1
5167,23,0,0,0,1,0,0,1,1,1
2118,38,0,0,7,1,0,0,1,0,1
2193,37,0,13,1,1,0,1,0,1,1
842,29,0,0,0,0,1,0,1,1,1
4390,37,1,2,0,1,0,0,1,1,1
949,33,1,4,1,0,1,0,1,1,1
2211,44,0,0,1,1,0,0,1,0,1
2244,35,0,4,31,0,1,0,1,0,1
394,24,1,6,26,1,0,1,0,1,0
2115,27,0,1,2,0,1,0,1,1,1
1014,33,0,1,0,1,0,1,0,1,1
2259,28,0,2,13,0,1,0,1,0,1
1718,35,0,1,1,1,0,0,1,0,1
3053,21,1,1,1,1,0,0,1,1,1
2868,54,0,2,0,1,0,1,0,0,1
4917,36,1,0,1,0,1,0,1,0,1
4571,50,1,1,1,1,0,1,0,0,1
4276,34,0,0,-1,1,0,0,1,1,1
4105,24,0,3,75,1,0,0,1,1,0
2943,23,0,0,2,0,1,0,1,0,1
2505,25,1,9,87,1,0,0,1,0,0
4428,39,1,17,35,1,0,0,1,0,1
5269,38,0,5,1,1,0,0,1,0,1
3902,31,0,0,2,1,0,1,0,1,1
4479,25,0,0,0,0,1,0,1,1,1
1615,37,1,13,0,1,0,0,1,1,0
4436,35,0,2,1,1,0,0,1,1,1
2443,53,1,18,41,0,1,0,1,1,1
982,21,0,0,4,1,0,0,1,0,1
4195,31,1,4,4,1,0,0,1,1,1
4391,55,1,0,6,1,0,1,0,0,1
39,29,1,0,0,1,0,0,1,1,1
944,25,0,1,266,1,0,0,1,0,1
3411,34,1,0,1,1,0,0,1,0,1
3725,30,0,4,29,1,0,1,0,0,1
1607,24,1,2,12,0,1,0,1,1,1
464,23,0,2,0,1,0,0,1,0,1
15,31,1,6,1,1,0,0,1,0,1
5029,39,0,3,2,0,1,1,0,1,1
4872,25,0,0,0,0,1,0,1,0,1
3605,29,1,4,7,0,1,0,1,0,1
1953,35,0,0,1,0,1,0,1,0,1
2033,23,1,1,2,1,0,0,1,1,1
4731,44,0,0,0,1,0,0,1,1,1
1940,39,0,1,0,1,0,0,1,0,1
2111,23,0,0,1,0,1,0,1,0,1
535,25,0,1,1,1,0,0,1,0,1
4121,25,0,0,5,1,0,1,0,1,1
3654,29,1,6,0,1,0,0,1,1,1
5837,32,1,6,9,0,1,0,1,0,1
5160,25,1,1,1,1,0,0,1,0,1
5020,27,0,0,1,0,1,0,1,1,1
539,35,1,0,-1,1,0,1,0,0,1
3319,26,1,2,-1,1,0,0,1,0,1
1427,23,0,0,0,1,0,0,1,1,1
3311,27,0,2,0,1,0,0,1,1,1
1692,30,1,14,2,1,0,0,1,1,0
5182,34,0,0,0,1,0,1,0,1,1
1564,43,0,0,0,0,1,0,1,0,1
3067,20,0,0,0,1,0,0,1,0,1
5781,67,0,0,42,0,1,0,1,0,1
3568,33,1,13,0,1,0,0,1,1,1
4660,26,1,2,33,1,0,1,0,0,1
2243,27,0,1,44,1,0,1,0,1,1
4879,30,0,2,0,1,0,0,1,0,1
2843,28,1,10,243,1,0,0,1,1,1
895,26,1,4,0,1,0,1,0,1,1
509,40,0,0,1,1,0,0,1,1,1
6119,36,0,0,2,0,1,0,1,1,1
5350,37,1,23,-1,0,1,1,0,1,0
5032,36,1,2,47,1,0,0,1,1,1
3073,33,1,3,3,1,0,0,1,1,1
1961,26,0,2,28,0,1,0,1,1,1
2262,24,1,3,1,0,1,0,1,0,0
4388,35,0,3,1,0,1,0,1,0,1
3071,43,0,0,0,0,1,0,1,0,1
572,46,1,17,6,1,0,0,1,1,0
1984,49,0,3,0,1,0,0,1,1,1
3682,49,0,0,-1,0,1,0,1,0,1
4209,24,0,0,2,1,0,0,1,0,0
1596,25,1,1,0,0,1,1,0,1,1
735,30,1,5,1,1,0,0,1,1,1
2812,30,0,3,65,1,0,0,1,0,1
1116,26,1,0,1,1,0,0,1,1,1
4331,55,0,2,2,1,0,1,0,0,1
5900,29,1,4,3,1,0,0,1,0,1
4416,41,1,3,2,0,1,0,1,1,1
98,42,1,1,0,1,0,0,1,0,1
4117,41,1,0,1,1,0,0,1,0,1
5548,26,0,1,14,0,1,0,1,1,1
5742,57,0,0,1,0,1,0,1,0,1
451,21,1,0,-1,1,0,0,1,0,1
227,52,0,0,0,1,0,1,0,1,1
5313,36,0,1,0,0,1,0,1,0,1
317,28,0,1,1,0,1,0,1,1,1
4577,45,0,1,0,1,0,0,1,0,1
3267,47,0,3,2,1,0,0,1,0,1
2407,25,0,1,1,0,1,0,1,1,1
3324,25,1,0,0,0,1,0,1,1,1
6128,23,1,0,1,1,0,0,1,1,1
2374,47,0,2,1,0,1,0,1,0,1
5643,36,0,0,1,1,0,1,0,0,1
1580,23,1,1,0,1,0,0,1,0,1
4118,25,0,0,1,1,0,0,1,0,1
2149,62,1,3,1,0,1,0,1,1,1
4396,27,0,0,0,0,1,0,1,0,1
751,28,0,1,2,1,0,0,1,1,1
29,55,0,0,2,1,0,0,1,0,1
1281,23,1,0,1,1,0,1,0,0,1
3318,50,0,0,2,1,0,0,1,0,1
5702,27,0,0,0,0,1,0,1,0,1
1513,60,1,0,1,1,0,1,0,0,1
3861,35,1,3,9,0,1,0,1,0,1
1086,26,1,2,1,1,0,0,1,0,0
5828,43,0,2,-1,1,0,0,1,1,1
5753,27,1,2,0,1,0,0,1,1,0
6123,29,1,7,4,1,0,0,1,1,1
1651,25,0,1,1,1,0,0,1,0,1
2894,71,0,13,0,1,0,0,1,0,1
5777,24,1,1,0,0,1,1,0,1,1
4668,30,0,0,0,1,0,0,1,0,1
1391,49,0,2,1,0,1,0,1,0,1
1526,35,0,12,10,1,0,0,1,0,0
1022,34,0,0,1,0,1,1,0,1,1
977,20,1,0,0,1,0,0,1,0,1
3108,25,0,1,42,0,1,0,1,0,1
4106,39,0,0,1,0,1,0,1,1,1
194,23,0,2,71,1,0,0,1,1,0
5484,22,1,3,16,1,0,0,1,1,1
3972,25,1,11,29,0,1,0,1,1,0
6117,26,0,2,0,0,1,0,1,1,1
1622,31,0,0,0,0,1,1,0,0,1
3169,40,0,3,13,1,0,0,1,1,1
3254,40,1,0,29,0,1,0,1,0,0
5166,56,0,6,0,1,0,0,1,0,1
5094,23,0,10,70,1,0,0,1,0,1
1008,20,1,0,4,0,1,0,1,1,0
3131,25,1,0,1,0,1,0,1,1,1
4154,30,0,5,1,0,1,0,1,1,0
3736,24,0,1,0,1,0,1,0,1,1
2751,27,1,2,62,1,0,1,0,0,1
2388,29,0,4,0,0,1,0,1,1,1
3916,52,0,4,4,0,1,0,1,1,1
1696,29,1,7,1,1,0,0,1,0,0
2657,26,1,2,0,1,0,0,1,0,0
6033,26,0,1,5,0,1,1,0,0,1
3526,40,0,2,3,0,1,1,0,0,1
2916,24,1,1,1,1,0,0,1,1,1
5093,31,1,1,1,0,1,1,0,1,1
991,27,1,3,3,1,0,1,0,1,0
4463,26,0,2,1,1,0,0,1,0,1
2966,32,1,1,0,1,0,0,1,0,1
1220,23,0,0,1,0,1,1,0,1,1
4398,21,1,2,21,0,1,0,1,1,0
6077,29,1,2,10,1,0,1,0,1,1
2372,25,0,3,7,0,1,0,1,1,1
3680,31,1,2,0,1,0,1,0,1,1
5635,53,0,13,1,0,1,0,1,1,1
1642,36,0,2,0,1,0,0,1,1,1
2838,30,0,7,1,1,0,0,1,0,0
1900,46,1,3,20,0,1,0,1,1,1
3953,56,0,1,1,1,0,0,1,1,1
4349,26,1,0,-1,1,0,0,1,1,1
3457,44,1,6,118,1,0,0,1,0,1
302,23,1,3,0,1,0,0,1,1,0
4217,20,1,0,1,1,0,0,1,1,1
4449,25,0,0,0,1,0,0,1,1,1
2369,35,0,0,1,1,0,0,1,0,1
42,49,0,0,0,0,1,0,1,0,1
4054,22,0,0,1,0,1,1,0,1,1
4254,31,1,1,-1,1,0,0,1,1,0
5172,22,1,3,2,1,0,0,1,0,1
5493,21,1,0,4,1,0,1,0,1,1
1528,69,1,6,1,1,0,0,1,0,1
768,27,1,5,0,0,1,0,1,1,1
1889,35,1,6,1,1,0,0,1,0,1
1737,41,1,2,161,1,0,0,1,0,0
661,35,0,4,2,1,0,1,0,1,1
1921,21,1,0,3,1,0,0,1,1,1
1332,56,0,1,1,1,0,1,0,0,1
217,23,1,5,0,1,0,1,0,0,1
6166,20,0,0,0,1,0,0,1,1,0
2267,33,1,3,14,1,0,0,1,0,0
2975,38,1,5,3,1,0,0,1,0,1
4275,51,0,1,6,1,0,0,1,0,1
5010,20,1,2,16,1,0,0,1,1,1
3197,33,1,1,1,0,1,0,1,1,1
388,28,0,5,1,1,0,0,1,1,0
4977,49,1,12,2,1,0,0,1,0,1
1206,54,0,9,1,0,1,0,1,1,1
3545,49,1,11,32,0,1,0,1,1,1
5966,43,1,6,0,0,1,0,1,0,1
2876,26,1,9,0,1,0,0,1,0,1
6146,36,0,9,57,1,0,0,1,1,1
1063,20,1,0,209,1,0,0,1,1,0
6032,24,1,4,3,1,0,0,1,1,1
2782,26,1,1,8,1,0,0,1,0,1
2177,37,0,11,1,1,0,0,1,0,1
294,69,0,0,0,0,1,0,1,0,1
2626,54,0,10,30,1,0,0,1,1,1
1370,37,0,2,0,1,0,0,1,1,1
4912,25,1,5,0,1,0,0,1,0,0
5378,22,1,0,0,0,1,1,0,1,1
3520,31,1,1,0,0,1,0,1,1,1
1035,28,0,1,1,0,1,1,0,0,1
2345,31,1,0,1,0,1,1,0,1,1
4088,26,1,9,2,1,0,0,1,1,0
5651,28,0,1,0,1,0,1,0,1,1
3508,28,1,16,29,1,0,0,1,0,0
6055,22,1,8,39,1,0,0,1,1,1
6053,20,1,1,4,1,0,0,1,1,1
4196,80,0,0,0,0,1,0,1,0,1
2284,41,0,13,2,1,0,0,1,1,1
2164,26,0,0,0,0,1,0,1,0,1
861,28,1,6,0,1,0,0,1,1,0
429,48,0,12,1,1,0,0,1,0,1
3855,29,1,17,1,1,0,0,1,1,0
1939,37,1,1,1,0,1,0,1,0,1
5154,41,0,9,2,0,1,0,1,1,0
2630,52,1,3,31,0,1,0,1,1,1
4126,21,1,0,1,0,1,0,1,0,1
4811,26,0,2,2,0,1,0,1,1,1
812,23,0,0,2,0,1,0,1,0,1
304,36,0,1,95,1,0,0,1,0,1
4107,32,1,3,0,1,0,1,0,1,1
1654,21,0,0,0,1,0,0,1,0,1
5603,44,1,0,0,1,0,1,0,0,1
5590,34,1,13,1,1,0,0,1,1,1
5712,23,0,4,31,1,0,0,1,1,0
2974,46,1,7,36,1,0,0,1,0,1
4994,40,1,0,4,1,0,0,1,1,0
5244,26,0,5,0,1,0,0,1,1,1
1095,23,1,6,0,1,0,0,1,0,1
286,32,1,12,1,1,0,0,1,1,0
1045,27,1,0,2,0,1,0,1,1,1
1511,37,1,3,83,1,0,0,1,0,1
3283,25,1,2,0,1,0,0,1,0,1
2543,40,1,24,1,0,1,0,1,1,0
4445,21,1,0,28,1,0,0,1,0,1
5148,33,1,3,4,0,1,1,0,1,1
1722,50,0,7,1,0,1,1,0,1,1
4136,43,0,0,-1,1,0,1,0,1,1
532,20,1,4,2,1,0,0,1,1,0
3429,49,0,0,-1,1,0,0,1,0,1
2650,47,0,1,1,1,0,0,1,0,1
5968,31,0,0,-1,1,0,0,1,1,1
3790,36,0,0,0,0,1,1,0,0,1
818,23,1,2,6,1,0,0,1,1,1
4864,50,0,1,0,0,1,0,1,0,1
6013,22,1,1,0,0,1,0,1,1,1
6137,22,0,0,0,0,1,0,1,0,1
4707,66,0,2,56,0,1,0,1,0,1
1314,28,0,0,1,0,1,1,0,1,1
5600,42,0,8,1,1,0,0,1,0,1
1362,61,0,0,0,0,1,0,1,0,1
731,24,0,7,1,0,1,0,1,1,0
4386,25,1,11,531,0,1,0,1,1,0
4176,29,0,1,0,0,1,1,0,1,1
5373,46,0,1,0,1,0,1,0,0,1
4355,21,1,0,1,1,0,0,1,1,1
187,37,1,4,1,1,0,0,1,0,1
2877,40,0,9,0,1,0,0,1,0,0
4569,43,1,1,31,1,0,0,1,1,1
2385,25,1,4,0,1,0,0,1,1,0
4792,50,1,7,7,0,1,1,0,0,1
2921,53,0,0,0,0,1,1,0,0,1
70,41,0,1,1,0,1,0,1,1,1
2959,38,0,0,0,0,1,0,1,0,1
5288,41,1,1,2,0,1,0,1,0,1
2584,55,1,0,30,0,1,0,1,0,1
871,34,1,0,2,1,0,0,1,0,1
660,37,0,4,1,1,0,0,1,1,1
3351,65,0,0,0,0,1,0,1,0,1
4278,54,0,1,0,1,0,0,1,1,1
888,40,0,0,2,1,0,0,1,1,1
1161,51,0,1,17,1,0,0,1,0,1
5936,40,1,8,0,0,1,0,1,1,1
2619,29,0,0,1,0,1,0,1,0,1
1411,26,1,0,0,0,1,0,1,1,1
1196,37,0,0,5,0,1,1,0,1,1
2586,27,1,0,-1,0,1,0,1,0,1
1815,47,0,0,0,1,0,1,0,0,1
5215,34,0,4,0,0,1,1,0,0,1
2539,41,0,8,1,1,0,0,1,1,1
1571,44,1,10,5,0,1,0,1,1,1
1,34,1,0,10,1,0,0,1,1,1
2836,31,1,2,27,1,0,1,0,0,1
224,37,0,2,0,1,0,1,0,1,1
5502,25,1,2,49,1,0,0,1,1,1
641,47,1,19,30,1,0,1,0,1,0
4665,22,1,12,35,1,0,0,1,1,0
2824,31,0,0,-1,1,0,0,1,0,1
2460,42,0,3,1,1,0,0,1,1,1
5869,45,0,2,0,0,1,0,1,0,1
3647,26,0,1,1,1,0,1,0,1,1
5159,35,1,0,1,1,0,0,1,0,1
20,21,0,0,1,1,0,1,0,0,1
5129,21,1,2,0,1,0,0,1,0,0
3343,51,1,6,18,0,1,0,1,0,1
6114,30,0,2,63,1,0,0,1,0,1
1096,46,0,0,0,0,1,0,1,0,1
396,58,1,12,3,0,1,0,1,1,1
5947,22,0,3,2,1,0,0,1,0,1
283,29,0,0,1,1,0,0,1,1,1
5335,30,0,0,0,1,0,0,1,0,1
5145,20,1,0,2,1,0,1,0,0,0
557,35,1,1,79,0,1,0,1,1,0
5303,25,1,1,1,1,0,0,1,1,0
5039,26,0,2,0,1,0,0,1,1,1
2091,55,0,1,1,0,1,0,1,0,1
776,28,0,1,1,1,0,0,1,0,1
3335,21,1,1,15,1,0,0,1,1,1
5156,48,0,6,5,1,0,0,1,0,1
2740,47,1,3,39,1,0,0,1,1,0
2878,21,1,7,10,1,0,0,1,1,0
1928,44,1,0,1,1,0,0,1,0,1
72,50,1,0,0,1,0,0,1,0,1
2048,33,0,8,1,1,0,0,1,1,1
1041,60,0,12,1,1,0,0,1,1,1
4498,31,1,13,1,1,0,0,1,1,0
401,24,0,0,1,1,0,0,1,0,0
5974,64,0,0,1,0,1,0,1,1,1
1625,43,0,0,1,0,1,0,1,0,1
