,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
3047,25,1,0,0,1,0,1,0,0,1
215,31,0,0,0,0,1,1,0,0,1
417,54,0,0,1,0,1,0,1,1,1
458,21,1,0,0,1,0,0,1,0,1
576,29,1,7,0,1,0,0,1,0,0
4828,24,1,0,0,1,0,0,1,1,1
2641,58,0,0,1,1,0,1,0,0,1
929,25,0,2,12,0,1,0,1,0,0
2846,57,0,0,77,0,1,1,0,1,1
4996,39,0,0,1,0,1,0,1,0,1
3901,28,0,0,0,1,0,0,1,0,1
1236,19,1,3,30,1,0,0,1,1,1
895,26,1,4,0,1,0,1,0,1,1
5805,32,1,4,1,1,0,0,1,1,1
3864,29,0,2,1,0,1,0,1,1,1
5284,38,1,7,39,1,0,1,0,1,0
3349,25,1,0,2,1,0,0,1,1,1
1278,41,0,0,0,0,1,1,0,0,1
4733,31,1,2,1,1,0,1,0,0,0
237,52,1,3,24,1,0,0,1,1,1
2233,27,1,8,1,1,0,0,1,0,1
475,41,0,1,6,1,0,0,1,0,1
2705,34,1,6,13,1,0,0,1,1,0
3343,51,1,6,18,0,1,0,1,0,1
4576,23,1,1,7,1,0,0,1,1,1
1595,31,1,19,0,1,0,0,1,1,0
2218,31,0,6,10,0,1,0,1,0,1
5328,28,0,0,53,1,0,0,1,0,1
5841,56,0,1,35,1,0,0,1,0,1
3000,38,0,4,0,0,1,0,1,1,1
4851,21,0,2,12,1,0,1,0,1,1
2512,32,0,9,0,1,0,0,1,1,0
603,45,0,0,1,0,1,0,1,1,1
4175,26,1,0,0,1,0,0,1,0,1
21,24,1,1,0,1,0,0,1,0,1
5015,27,1,1,0,1,0,0,1,1,1
5520,49,0,0,0,1,0,0,1,1,1
6091,26,1,2,199,1,0,0,1,0,1
2848,22,1,7,11,1,0,0,1,1,0
2878,21,1,7,10,1,0,0,1,1,0
142,31,0,0,2,1,0,0,1,0,1
4,41,1,14,6,1,0,0,1,0,1
2263,45,1,19,1,1,0,0,1,0,1
2548,28,0,9,1,0,1,0,1,1,1
1272,38,0,0,2,1,0,0,1,0,1
5906,42,1,8,1,1,0,1,0,1,0
3792,40,0,0,0,1,0,1,0,0,1
2252,29,1,2,1,1,0,0,1,0,1
5684,40,0,0,0,1,0,1,0,0,1
4257,27,1,0,0,0,1,0,1,1,1
5169,66,0,0,1,0,1,0,1,0,1
109,25,0,2,3,1,0,1,0,0,1
1393,22,0,0,1,1,0,0,1,1,1
3098,24,0,2,1,1,0,1,0,1,1
5175,29,1,2,0,1,0,0,1,0,1
3929,28,0,0,0,1,0,0,1,1,1
5149,24,0,3,93,1,0,0,1,1,1
2080,64,0,1,1,1,0,1,0,0,1
4993,21,0,0,1,1,0,0,1,1,1
4742,21,1,0,2,1,0,0,1,0,1
2391,51,0,2,22,1,0,0,1,0,1
3796,27,1,9,1,1,0,0,1,1,0
4574,31,1,16,0,1,0,0,1,1,0
5411,57,0,2,9,1,0,0,1,0,1
2314,27,1,5,3,1,0,0,1,1,1
1662,28,0,3,0,0,1,0,1,0,1
3808,25,1,13,5,1,0,0,1,0,1
966,25,1,1,0,0,1,0,1,0,1
5656,24,0,0,1,1,0,1,0,0,1
4143,21,1,0,1,1,0,0,1,1,0
5294,52,0,7,0,0,1,0,1,0,1
5251,21,0,2,0,1,0,0,1,0,1
2246,20,0,0,0,1,0,0,1,1,1
3182,47,0,0,0,0,1,1,0,0,1
6165,30,1,0,0,0,1,0,1,1,1
1507,34,1,3,33,1,0,0,1,1,1
2637,29,0,0,0,0,1,0,1,0,1
2434,35,1,3,0,0,1,1,0,1,1
4725,28,1,0,0,1,0,0,1,0,1
4861,55,1,1,1,1,0,0,1,0,1
3997,34,0,3,1,0,1,0,1,1,0
5846,45,0,6,1,1,0,0,1,1,1
5353,25,1,1,0,1,0,0,1,1,1
2951,30,1,15,1,0,1,1,0,1,0
1836,44,0,0,0,0,1,0,1,0,1
402,37,0,3,6,1,0,0,1,0,1
2015,26,1,1,0,1,0,0,1,1,0
1749,33,1,11,44,1,0,0,1,1,1
4480,37,1,0,1,0,1,0,1,1,1
2967,29,1,0,1,0,1,0,1,1,1
4625,21,1,0,1,1,0,0,1,0,1
842,29,0,0,0,0,1,0,1,1,1
2622,47,0,0,0,0,1,0,1,0,1
1239,57,0,3,1,1,0,0,1,0,1
3918,30,1,2,1,1,0,0,1,1,1
5303,25,1,1,1,1,0,0,1,1,0
5151,30,1,11,6,1,0,1,0,1,1
4213,41,1,11,118,1,0,0,1,0,1
3003,37,0,1,1,1,0,1,0,0,1
2558,36,1,0,5,0,1,0,1,0,1
2114,28,1,1,-1,0,1,0,1,0,1
4586,40,0,0,0,0,1,0,1,0,1
4114,25,1,1,0,0,1,0,1,1,1
5733,29,0,0,0,0,1,1,0,0,1
6015,28,1,7,6,1,0,1,0,0,1
4265,29,0,6,26,1,0,0,1,1,1
596,60,1,9,384,1,0,1,0,0,1
3733,41,0,0,0,1,0,0,1,1,1
5346,49,0,0,1,0,1,0,1,0,1
244,38,1,3,1,1,0,0,1,0,1
5171,29,0,0,-1,0,1,0,1,0,1
3862,20,1,1,1,1,0,0,1,1,1
924,24,1,1,-1,0,1,0,1,1,1
360,27,0,3,-1,0,1,0,1,0,1
4252,50,1,9,1,0,1,0,1,0,1
3433,55,1,5,3,1,0,0,1,1,1
671,31,0,2,0,0,1,0,1,0,1
3040,42,1,1,21,1,0,1,0,0,1
1068,26,1,0,3,0,1,0,1,0,1
395,54,0,2,0,0,1,0,1,1,1
5971,21,0,1,1,0,1,0,1,1,1
6115,35,1,12,1,0,1,0,1,1,1
1580,23,1,1,0,1,0,0,1,0,1
825,20,0,0,1,1,0,1,0,1,1
700,25,1,3,2,0,1,0,1,1,1
231,27,1,0,1,1,0,0,1,0,1
434,33,0,2,0,0,1,0,1,1,1
1613,50,0,8,172,1,0,0,1,0,1
5952,27,1,5,37,0,1,0,1,1,0
5875,21,0,0,3,0,1,0,1,1,1
7,27,0,0,1,1,0,0,1,0,1
2344,44,0,0,1,0,1,0,1,0,1
5917,28,0,0,0,0,1,0,1,0,1
2565,52,1,0,0,0,1,0,1,1,1
934,20,0,0,-1,1,0,1,0,1,0
371,20,1,1,1,1,0,0,1,1,0
3547,20,0,0,3,1,0,0,1,1,1
5461,30,0,0,0,0,1,0,1,0,1
899,38,0,0,1,1,0,1,0,0,1
4110,26,1,24,0,1,0,0,1,1,0
4073,68,0,4,11,0,1,0,1,0,1
3625,34,1,5,0,1,0,0,1,1,1
179,28,0,1,38,1,0,1,0,1,0
4760,29,1,4,1,1,0,0,1,1,1
5563,50,1,0,0,0,1,1,0,0,1
193,54,0,11,129,1,0,0,1,1,0
1123,21,1,2,140,1,0,0,1,1,0
120,20,0,1,2,1,0,1,0,1,0
2361,32,1,0,1,0,1,0,1,0,1
5604,20,0,0,1,0,1,0,1,1,1
1696,29,1,7,1,1,0,0,1,0,0
4633,24,1,5,6,1,0,0,1,1,0
2764,27,1,0,1,1,0,0,1,0,1
2439,23,0,0,0,0,1,1,0,0,1
5790,29,0,0,1,1,0,0,1,1,1
2323,41,1,1,1,1,0,0,1,0,1
2978,34,0,27,0,0,1,0,1,1,1
3536,23,0,2,35,1,0,0,1,0,1
5877,54,0,0,1,0,1,0,1,0,1
3292,25,0,0,0,1,0,0,1,1,1
3602,28,0,5,0,1,0,0,1,0,1
746,26,0,1,1,0,1,1,0,1,1
1339,21,1,0,0,1,0,0,1,0,1
5269,38,0,5,1,1,0,0,1,0,1
4694,29,1,9,1,1,0,0,1,0,0
616,22,1,1,1,1,0,0,1,0,1
4650,48,1,0,0,0,1,0,1,0,1
522,29,1,2,25,0,1,0,1,0,1
2416,50,1,24,32,0,1,0,1,1,0
5035,38,1,17,1,0,1,0,1,1,1
3794,28,0,0,0,0,1,1,0,0,1
4308,47,0,0,0,0,1,0,1,0,1
303,20,0,1,2,1,0,1,0,0,1
1744,40,1,8,0,1,0,0,1,0,1
3336,55,0,0,0,0,1,0,1,0,1
487,26,0,4,-1,1,0,0,1,0,1
5958,59,1,20,198,1,0,0,1,0,1
4701,37,0,7,1,1,0,0,1,1,1
3914,39,1,0,2,1,0,0,1,0,1
1130,25,1,15,2,1,0,0,1,1,0
3672,54,0,6,1,1,0,1,0,1,1
1129,30,0,6,133,1,0,0,1,1,1
171,44,0,4,1,0,1,0,1,0,1
1873,28,1,1,0,1,0,0,1,1,1
197,43,1,13,51,1,0,0,1,0,1
5135,25,0,5,1,0,1,0,1,1,0
5481,49,0,0,1,1,0,0,1,0,1
4456,30,0,4,1,0,1,0,1,1,1
1751,30,1,7,0,1,0,0,1,1,1
2192,27,0,0,1,0,1,0,1,0,1
502,27,0,0,1,0,1,0,1,1,1
4581,61,0,0,6,0,1,0,1,0,1
221,30,1,2,1,1,0,0,1,1,1
1100,26,1,0,1,1,0,0,1,0,1
4829,35,0,1,64,0,1,0,1,1,1
5256,22,0,0,0,0,1,0,1,0,1
4981,29,1,0,1,1,0,1,0,1,1
4815,69,0,2,0,0,1,1,0,0,1
4654,29,1,11,23,1,0,1,0,1,0
2584,55,1,0,30,0,1,0,1,0,1
87,39,1,0,1,1,0,1,0,0,1
4157,26,0,2,-1,0,1,0,1,0,1
3477,48,0,0,1,0,1,0,1,1,1
3585,31,1,0,1,1,0,0,1,1,1
1946,53,0,1,0,0,1,0,1,1,1
2623,44,0,2,-1,0,1,0,1,0,1
1972,31,0,0,1,1,0,0,1,0,1
5717,24,0,1,0,1,0,0,1,1,1
4134,22,1,2,1,0,1,0,1,1,1
5248,29,0,8,5,0,1,0,1,1,0
4334,24,1,3,17,1,0,0,1,0,0
2555,25,1,5,236,1,0,0,1,1,0
4807,47,0,2,27,0,1,0,1,0,1
2051,34,0,0,0,0,1,0,1,0,1
4032,56,0,0,5,1,0,0,1,1,1
2264,33,0,1,0,0,1,0,1,0,1
3952,28,1,0,0,0,1,0,1,1,1
840,22,0,0,0,0,1,1,0,1,1
3414,27,0,7,4,1,0,0,1,1,1
1970,53,0,1,11,1,0,0,1,0,1
5379,54,0,0,2,1,0,0,1,0,1
5213,27,0,0,1,0,1,1,0,1,1
2866,29,1,5,0,1,0,0,1,1,0
3973,24,0,0,0,1,0,1,0,0,1
1781,37,0,0,0,0,1,0,1,0,1
4677,30,0,0,0,1,0,0,1,1,1
4312,28,0,0,0,0,1,1,0,0,1
1134,59,0,1,0,1,0,0,1,1,1
3346,28,1,1,0,1,0,0,1,0,1
2966,32,1,1,0,1,0,0,1,0,1
3980,22,1,0,1,1,0,0,1,1,1
2123,29,0,1,0,1,0,0,1,0,1
4510,20,1,0,0,1,0,1,0,0,0
5878,27,1,0,0,1,0,0,1,0,1
4061,20,1,0,1,1,0,0,1,0,1
6095,36,0,1,0,0,1,1,0,0,1
448,31,0,0,0,1,0,0,1,1,1
6075,30,1,4,4,1,0,0,1,0,0
3319,26,1,2,-1,1,0,0,1,0,1
3224,38,0,0,0,0,1,0,1,0,1
1775,22,1,0,2,1,0,0,1,0,1
836,32,0,8,2,1,0,0,1,0,1
3291,30,1,4,1,1,0,1,0,0,1
2036,20,0,0,1,1,0,0,1,1,1
1933,28,1,9,16,1,0,0,1,1,1
57,27,1,6,30,1,0,0,1,1,1
2254,33,0,0,0,0,1,1,0,0,1
1609,32,1,15,70,1,0,0,1,0,0
6161,26,0,0,173,1,0,0,1,0,1
6092,56,0,0,0,0,1,0,1,1,1
3842,31,1,1,1,1,0,0,1,0,1
2415,42,1,1,6,0,1,0,1,1,1
263,24,1,9,4,1,0,0,1,0,0
5139,29,0,0,0,1,0,0,1,1,1
525,23,0,3,5,1,0,1,0,0,0
1565,31,0,5,0,0,1,0,1,1,0
2517,29,1,1,1,0,1,0,1,1,1
4358,34,0,1,51,1,0,0,1,0,1
3946,36,1,3,1,1,0,1,0,0,1
2224,42,0,0,2,0,1,0,1,0,1
6121,21,0,1,29,1,0,0,1,1,1
62,39,0,1,4,0,1,0,1,1,1
3684,30,0,1,0,1,0,0,1,0,1
5601,23,1,0,0,0,1,1,0,1,1
2906,37,1,2,1,1,0,1,0,0,0
5545,22,0,0,0,1,0,1,0,1,1
5289,57,0,7,151,1,0,0,1,0,1
3327,26,1,1,3,1,0,0,1,0,1
5482,42,0,0,-1,0,1,0,1,0,1
5040,27,1,1,16,0,1,1,0,1,1
2537,32,0,0,0,0,1,1,0,1,1
5967,22,0,0,3,0,1,0,1,1,0
1918,24,1,6,218,1,0,0,1,0,0
5338,32,0,7,5,1,0,0,1,1,1
3167,39,0,3,2,1,0,0,1,0,1
3712,43,1,0,1,1,0,0,1,1,1
2371,37,0,0,2,0,1,0,1,1,1
1708,51,0,0,1,0,1,0,1,1,1
3017,36,0,2,0,0,1,1,0,1,1
5401,21,1,2,1,1,0,1,0,1,0
1915,42,0,1,0,1,0,0,1,1,1
4664,37,0,8,14,1,0,0,1,1,1
2392,29,0,1,0,0,1,0,1,1,1
5815,24,1,1,0,1,0,1,0,1,1
337,52,1,4,7,1,0,0,1,0,1
5264,21,0,2,36,1,0,0,1,1,0
2821,28,1,2,10,1,0,0,1,0,1
5620,35,1,7,1,1,0,1,0,1,1
4248,26,0,1,1,1,0,0,1,1,1
503,20,1,0,1,0,1,0,1,0,1
2131,27,0,1,0,0,1,0,1,1,1
1760,42,0,0,1,1,0,0,1,0,1
2212,30,0,0,1,1,0,0,1,1,1
3629,37,0,0,1,0,1,1,0,1,1
4699,48,1,0,68,1,0,0,1,0,0
2510,25,1,1,0,1,0,0,1,1,1
928,27,1,9,799,1,0,0,1,1,0
523,28,0,10,0,1,0,0,1,1,1
6142,49,0,2,10,1,0,1,0,0,1
4368,45,0,7,1,1,0,0,1,1,1
5674,25,1,6,39,0,1,0,1,0,1
538,27,1,18,0,1,0,0,1,1,0
253,23,1,4,11,0,1,0,1,1,0
1423,64,0,0,4,1,0,0,1,1,1
4841,23,0,0,2,1,0,0,1,1,1
423,52,0,20,27,1,0,0,1,0,1
1446,23,0,3,1,1,0,0,1,1,1
393,35,1,8,10,1,0,0,1,1,1
2,24,1,4,1,1,0,0,1,1,1
2497,60,0,4,6,1,0,0,1,0,1
6054,34,0,5,1,1,0,0,1,0,1
4106,39,0,0,1,0,1,0,1,1,1
2960,26,1,1,0,0,1,0,1,1,1
1490,29,0,2,2,1,0,0,1,0,1
816,22,0,0,1,0,1,0,1,0,1
3605,29,1,4,7,0,1,0,1,0,1
4533,51,1,15,34,1,0,0,1,1,0
5210,23,1,4,0,1,0,0,1,0,1
2917,26,1,1,0,0,1,0,1,0,1
3305,42,0,0,1,1,0,0,1,1,1
2066,49,0,0,73,1,0,0,1,0,1
3272,34,0,3,5,0,1,0,1,0,1
1608,21,1,0,0,1,0,0,1,1,0
2827,33,1,1,1,0,1,0,1,1,1
476,28,1,16,1,1,0,0,1,1,0
3258,21,1,2,1,1,0,0,1,0,1
599,23,0,0,0,0,1,0,1,0,1
3407,30,1,7,0,1,0,0,1,0,0
2643,21,1,0,42,1,0,0,1,1,1
1576,24,1,0,1,1,0,0,1,1,0
132,63,0,1,14,1,0,0,1,0,1
1151,23,0,0,2,0,1,1,0,1,1
4675,26,0,6,1,0,1,0,1,1,1
2388,29,0,4,0,0,1,0,1,1,1
3676,47,0,2,6,1,0,0,1,0,1
2496,34,1,1,116,1,0,1,0,1,1
2556,46,0,7,18,0,1,1,0,1,0
3936,35,0,7,28,1,0,0,1,1,1
5132,35,1,22,2,1,0,0,1,1,0
4627,32,0,1,2,1,0,0,1,0,1
2957,30,1,0,0,0,1,0,1,0,1
5994,36,0,0,36,1,0,0,1,0,1
5017,24,1,2,0,0,1,0,1,1,1
2649,30,0,0,-1,0,1,1,0,1,1
1947,27,1,2,1,0,1,1,0,1,1
2550,30,0,1,2,0,1,1,0,1,1
5369,35,1,10,22,1,0,0,1,1,1
1986,20,1,1,16,1,0,0,1,1,1
2536,23,1,3,244,1,0,0,1,0,1
2958,33,0,4,7,1,0,0,1,1,1
1581,22,1,0,0,0,1,1,0,1,1
5630,57,0,0,-1,1,0,0,1,0,1
4478,33,0,0,1,1,0,1,0,0,1
5965,21,0,0,1,0,1,0,1,0,1
4457,34,0,1,2,0,1,0,1,1,1
4794,45,0,0,1,1,0,0,1,0,1
5632,42,0,1,0,1,0,1,0,1,1
1215,42,0,2,34,0,1,1,0,1,1
680,83,0,0,0,0,1,0,1,0,1
3890,56,1,1,0,1,0,1,0,1,1
4001,22,1,0,0,0,1,1,0,1,0
1640,29,1,10,108,0,1,0,1,1,0
4009,47,1,3,11,1,0,0,1,1,1
4976,35,0,4,11,1,0,0,1,1,1
4741,24,0,1,0,1,0,0,1,1,1
4206,31,0,1,0,0,1,1,0,1,1
4656,53,1,3,5,1,0,0,1,1,1
5770,50,1,7,1,1,0,0,1,1,1
4100,22,1,3,1,1,0,0,1,0,0
1831,29,0,0,0,1,0,0,1,1,1
5460,39,1,0,57,1,0,1,0,1,1
1625,43,0,0,1,0,1,0,1,0,1
3853,47,1,1,81,1,0,0,1,0,1
5761,30,1,3,1,0,1,0,1,1,1
3434,33,0,0,0,0,1,0,1,1,1
4618,33,0,0,0,1,0,0,1,0,1
2112,61,0,0,0,0,1,0,1,0,1
5100,59,1,2,0,0,1,0,1,0,1
5559,23,1,4,7,0,1,0,1,0,1
3830,25,1,0,0,1,0,0,1,1,1
292,39,0,0,0,0,1,0,1,0,1
6038,52,0,1,1,0,1,0,1,0,1
3960,23,1,4,133,0,1,1,0,0,0
353,20,1,0,0,1,0,0,1,1,1
3782,24,0,0,0,0,1,1,0,0,0
1200,35,0,0,1,0,1,0,1,0,1
5371,22,1,0,7,1,0,0,1,1,1
432,30,0,7,37,0,1,0,1,0,1
650,25,0,6,6,1,0,0,1,1,1
1471,37,0,8,1,1,0,0,1,1,1
3951,40,0,2,1,0,1,0,1,0,1
2328,22,0,0,11,1,0,0,1,1,1
3467,49,0,3,0,1,0,0,1,0,1
3709,61,1,2,3,1,0,0,1,0,1
2444,21,1,1,0,1,0,0,1,1,0
1840,25,1,2,11,1,0,1,0,0,1
5803,23,1,3,1,1,0,0,1,1,0
3112,35,1,5,225,1,0,0,1,1,1
5280,43,1,3,2,0,1,0,1,0,1
5199,45,0,0,1,0,1,0,1,0,1
4223,30,0,1,21,1,0,0,1,1,1
239,37,0,3,2,1,0,0,1,0,1
2049,31,0,0,0,0,1,1,0,1,1
2470,43,0,0,0,0,1,1,0,0,1
5241,41,0,0,1,1,0,1,0,0,1
2538,44,0,1,0,1,0,1,0,0,1
4727,23,1,3,3,1,0,0,1,0,1
4640,28,1,5,26,0,1,0,1,0,1
3203,40,0,21,29,1,0,0,1,1,1
4888,29,1,12,39,0,1,0,1,0,1
2141,30,0,3,0,0,1,0,1,0,1
644,20,1,1,17,1,0,1,0,0,0
3747,42,0,0,0,1,0,0,1,0,1
2871,36,1,25,0,0,1,0,1,1,0
2382,49,1,0,1,0,1,0,1,0,1
5,43,0,3,0,1,0,0,1,0,1
3650,28,0,0,1,1,0,0,1,0,1
334,25,0,0,0,1,0,0,1,0,1
3082,36,0,0,3,1,0,0,1,0,1
6072,38,1,16,33,0,1,0,1,1,0
1079,20,0,1,1,1,0,0,1,1,1
494,30,1,5,1,1,0,0,1,1,1
1585,58,0,3,18,0,1,1,0,1,1
3490,44,0,2,1,1,0,0,1,0,1
2130,47,1,0,0,0,1,0,1,1,1
4006,27,1,2,6,1,0,0,1,0,1
1454,47,0,0,1,0,1,1,0,0,1
3564,60,0,2,0,1,0,0,1,1,1
2707,30,0,4,1,1,0,1,0,1,1
5451,27,1,8,25,1,0,0,1,1,1
3004,34,1,0,2,0,1,0,1,1,1
5110,49,1,3,0,1,0,0,1,1,0
1977,21,0,1,0,1,0,0,1,1,1
3826,36,1,2,1,0,1,0,1,0,1
312,40,1,0,8,1,0,0,1,0,1
240,70,0,1,12,0,1,0,1,0,1
2896,39,0,1,39,1,0,1,0,0,1
3273,29,0,0,0,0,1,0,1,1,1
735,30,1,5,1,1,0,0,1,1,1
4169,26,0,2,-1,1,0,0,1,0,1
3720,37,0,3,29,1,0,1,0,1,1
2206,27,1,1,0,1,0,0,1,1,1
1849,48,0,9,1,1,0,0,1,0,1
4867,36,1,7,0,1,0,0,1,1,1
3168,35,1,5,2,0,1,0,1,0,1
4543,37,1,1,-1,1,0,0,1,0,1
3721,28,1,0,0,0,1,0,1,1,1
1510,54,0,0,-1,0,1,0,1,1,1
3148,37,0,0,0,0,1,0,1,1,1
2769,32,0,1,0,1,0,0,1,1,1
3656,24,1,1,6,0,1,0,1,1,0
4758,28,1,6,5,0,1,0,1,1,1
2962,22,1,2,2,0,1,1,0,0,1
2532,29,1,0,6,1,0,0,1,0,1
3061,22,0,3,33,1,0,0,1,1,0
2725,28,1,9,8,1,0,0,1,0,0
304,36,0,1,95,1,0,0,1,0,1
4102,20,1,0,1,1,0,0,1,0,1
364,29,0,2,0,1,0,0,1,1,1
528,31,0,1,-1,0,1,0,1,1,1
3094,22,1,2,34,0,1,1,0,1,0
1036,24,1,2,0,0,1,0,1,1,1
2596,21,0,0,0,1,0,0,1,0,1
613,37,0,1,1,1,0,1,0,0,1
6013,22,1,1,0,0,1,0,1,1,1
2184,29,1,13,1,1,0,0,1,1,0
1502,43,0,1,1,1,0,0,1,1,1
2348,22,0,2,1,1,0,0,1,0,1
3772,20,1,1,15,1,0,0,1,0,0
4411,25,1,3,0,1,0,0,1,0,1
4599,24,0,1,141,1,0,0,1,1,1
2937,28,1,0,0,1,0,1,0,0,1
4683,23,1,0,0,1,0,0,1,0,1
4544,43,1,0,0,1,0,0,1,1,1
2175,54,1,0,20,1,0,1,0,0,1
5226,37,0,3,0,0,1,0,1,0,1
301,60,0,0,0,0,1,1,0,0,1
1257,25,0,5,0,1,0,1,0,0,1
3501,32,1,9,23,0,1,0,1,1,1
6039,51,0,0,-1,1,0,0,1,0,1
5350,37,1,23,-1,0,1,1,0,1,0
4189,53,1,3,2,0,1,0,1,0,1
1023,21,1,1,1,1,0,0,1,0,1
1730,60,0,0,2,1,0,0,1,1,1
1478,23,0,0,1,0,1,0,1,0,1
4613,45,0,16,1,1,0,0,1,1,1
956,25,1,11,6,1,0,0,1,1,0
